Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,22:27:38.668,2.20,2.11,100.00,0.00,0.00,1333376992,100.00,-1,-1,1333376992,100.00,-1,-1,1333376990,100.00,-1,-1,1333376990,100.00,-1,-1,1333376992,100.00,-1,-1,1333376992,100.00,-1,-1,1333376990,100.00,-1,-1,1333376990,100.00,-1,-1,1333376988,100.00,-1,-1,1333376988,100.00,-1,-1,1333376986,100.00,-1,-1,1333376986,100.00,-1,-1,1333376986,100.00,-1,-1,1333376986,100.00,-1,-1,1333376986,100.00,-1,-1,1333376986,100.00,-1,-1,1100160591,0.00,0.00,0.00,1509502,92.13,92.13,61,703104,10.76,10.76,
2026-04-01,22:27:39.668,2.20,2.10,100.00,0.00,0.00,1333321798,100.00,-1,-1,1333321798,100.00,-1,-1,1333321800,100.00,-1,-1,1333321800,100.00,-1,-1,1333321800,100.00,-1,-1,1333321800,100.00,-1,-1,1333321804,100.00,-1,-1,1333321804,100.00,-1,-1,1333321816,100.00,-1,-1,1333321816,100.00,-1,-1,1333321818,100.00,-1,-1,1333321818,100.00,-1,-1,1333321748,100.00,-1,-1,1333321748,100.00,-1,-1,1333321750,100.00,-1,-1,1333321750,100.00,-1,-1,1100118470,0.00,0.00,0.00,1521342,92.86,92.86,61,705924,10.80,10.80,
2026-04-01,22:27:40.669,2.20,2.10,100.00,0.00,0.00,1333353210,100.00,-1,-1,1333353210,100.00,-1,-1,1333353210,100.00,-1,-1,1333353210,100.00,-1,-1,1333353208,100.00,-1,-1,1333353208,100.00,-1,-1,1333353210,100.00,-1,-1,1333353210,100.00,-1,-1,1333353212,100.00,-1,-1,1333353212,100.00,-1,-1,1333353214,100.00,-1,-1,1333353214,100.00,-1,-1,1333353214,100.00,-1,-1,1333353214,100.00,-1,-1,1333353214,100.00,-1,-1,1333353214,100.00,-1,-1,1100171534,0.00,0.00,0.00,1522158,92.91,92.91,61,704584,10.78,10.78,
2026-04-01,22:27:41.668,2.20,2.10,100.00,0.00,0.00,1332223834,100.00,-1,-1,1332223834,100.00,-1,-1,1332223840,100.00,-1,-1,1332223840,100.00,-1,-1,1332223886,100.00,-1,-1,1332223886,100.00,-1,-1,1332223926,100.00,-1,-1,1332223926,100.00,-1,-1,1332223896,100.00,-1,-1,1332223896,100.00,-1,-1,1332223898,100.00,-1,-1,1332223898,100.00,-1,-1,1332223838,100.00,-1,-1,1332223838,100.00,-1,-1,1332223854,100.00,-1,-1,1332223854,100.00,-1,-1,1099176576,0.00,0.00,0.00,1518470,92.68,92.68,61,701566,10.73,10.73,
2026-04-01,22:27:42.669,2.20,2.09,100.00,0.00,0.00,1333249246,100.00,-1,-1,1333249246,100.00,-1,-1,1333249244,100.00,-1,-1,1333249244,100.00,-1,-1,1333249170,100.00,-1,-1,1333249170,100.00,-1,-1,1333249170,100.00,-1,-1,1333249170,100.00,-1,-1,1333249172,100.00,-1,-1,1333249172,100.00,-1,-1,1333249174,100.00,-1,-1,1333249174,100.00,-1,-1,1333249230,100.00,-1,-1,1333249230,100.00,-1,-1,1333249230,100.00,-1,-1,1333249230,100.00,-1,-1,1100068651,0.00,0.00,0.00,1522685,92.94,92.94,61,703917,10.77,10.77,
2026-04-01,22:27:43.670,2.20,2.09,100.00,0.00,0.00,1333489326,100.00,-1,-1,1333489326,100.00,-1,-1,1333489330,100.00,-1,-1,1333489330,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489300,100.00,-1,-1,1333489218,100.00,-1,-1,1333489218,100.00,-1,-1,1333489220,100.00,-1,-1,1333489220,100.00,-1,-1,1100244552,0.00,0.00,0.00,1519943,92.77,92.77,60,703776,10.77,10.77,
2026-04-01,22:27:44.668,2.20,2.11,100.00,0.00,0.00,1333156708,100.00,-1,-1,1333156708,100.00,-1,-1,1333156710,100.00,-1,-1,1333156710,100.00,-1,-1,1333156732,100.00,-1,-1,1333156732,100.00,-1,-1,1333156746,100.00,-1,-1,1333156746,100.00,-1,-1,1333156752,100.00,-1,-1,1333156752,100.00,-1,-1,1333156760,100.00,-1,-1,1333156760,100.00,-1,-1,1333156760,100.00,-1,-1,1333156760,100.00,-1,-1,1333156720,100.00,-1,-1,1333156720,100.00,-1,-1,1099976914,0.00,0.00,0.00,1520490,92.80,92.80,61,703372,10.76,10.76,
2026-04-01,22:27:45.668,2.20,2.11,100.00,0.00,0.00,1333304880,100.00,-1,-1,1333304880,100.00,-1,-1,1333304880,100.00,-1,-1,1333304880,100.00,-1,-1,1333304942,100.00,-1,-1,1333304942,100.00,-1,-1,1333304970,100.00,-1,-1,1333304970,100.00,-1,-1,1333304972,100.00,-1,-1,1333304972,100.00,-1,-1,1333304974,100.00,-1,-1,1333304974,100.00,-1,-1,1333304956,100.00,-1,-1,1333304956,100.00,-1,-1,1333304958,100.00,-1,-1,1333304958,100.00,-1,-1,1100100411,0.00,0.00,0.00,1520587,92.81,92.81,60,704959,10.79,10.79,
2026-04-01,22:27:46.670,2.20,2.11,100.00,0.00,0.00,1333432514,100.00,-1,-1,1333432514,100.00,-1,-1,1333432520,100.00,-1,-1,1333432520,100.00,-1,-1,1333432520,100.00,-1,-1,1333432520,100.00,-1,-1,1333432470,100.00,-1,-1,1333432470,100.00,-1,-1,1333432496,100.00,-1,-1,1333432496,100.00,-1,-1,1333432490,100.00,-1,-1,1333432490,100.00,-1,-1,1333432566,100.00,-1,-1,1333432566,100.00,-1,-1,1333432484,100.00,-1,-1,1333432484,100.00,-1,-1,1100205290,0.00,0.00,0.00,1518621,92.69,92.69,60,703358,10.76,10.76,
2026-04-01,22:27:47.670,2.20,2.11,100.00,0.00,0.00,1332809756,100.00,-1,-1,1332809756,100.00,-1,-1,1332809754,100.00,-1,-1,1332809754,100.00,-1,-1,1332809758,100.00,-1,-1,1332809758,100.00,-1,-1,1332809830,100.00,-1,-1,1332809830,100.00,-1,-1,1332809820,100.00,-1,-1,1332809820,100.00,-1,-1,1332809820,100.00,-1,-1,1332809820,100.00,-1,-1,1332809816,100.00,-1,-1,1332809816,100.00,-1,-1,1332809814,100.00,-1,-1,1332809814,100.00,-1,-1,1099696414,0.00,0.00,0.00,1525231,93.09,93.09,61,703959,10.77,10.77,
2026-04-01,22:27:48.668,2.20,2.10,100.00,0.00,0.00,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135432,100.00,-1,-1,1333135432,100.00,-1,-1,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135430,100.00,-1,-1,1333135438,100.00,-1,-1,1333135438,100.00,-1,-1,1333135438,100.00,-1,-1,1333135438,100.00,-1,-1,1333135440,100.00,-1,-1,1333135440,100.00,-1,-1,1099967783,0.00,0.00,0.00,1528025,93.26,93.26,60,704919,10.79,10.79,
2026-04-01,22:27:49.668,2.20,2.09,100.00,0.00,0.00,1333273688,100.00,-1,-1,1333273688,100.00,-1,-1,1333273800,100.00,-1,-1,1333273800,100.00,-1,-1,1333273844,100.00,-1,-1,1333273844,100.00,-1,-1,1333273814,100.00,-1,-1,1333273814,100.00,-1,-1,1333273802,100.00,-1,-1,1333273802,100.00,-1,-1,1333273804,100.00,-1,-1,1333273804,100.00,-1,-1,1333273804,100.00,-1,-1,1333273804,100.00,-1,-1,1333273804,100.00,-1,-1,1333273804,100.00,-1,-1,1100064513,0.00,0.00,0.00,1517987,92.65,92.65,60,703026,10.76,10.76,
2026-04-01,22:27:50.668,2.20,2.14,100.00,0.00,0.00,1333420572,100.00,-1,-1,1333420572,100.00,-1,-1,1333420570,100.00,-1,-1,1333420570,100.00,-1,-1,1333420572,100.00,-1,-1,1333420572,100.00,-1,-1,1333420570,100.00,-1,-1,1333420570,100.00,-1,-1,1333420572,100.00,-1,-1,1333420572,100.00,-1,-1,1333420648,100.00,-1,-1,1333420648,100.00,-1,-1,1333420648,100.00,-1,-1,1333420648,100.00,-1,-1,1333420650,100.00,-1,-1,1333420650,100.00,-1,-1,1100197650,0.00,0.00,0.00,1512000,92.29,92.29,60,704073,10.77,10.77,
2026-04-01,22:27:51.669,2.20,2.13,100.00,0.00,0.00,1333211430,100.00,-1,-1,1333211430,100.00,-1,-1,1333211434,100.00,-1,-1,1333211434,100.00,-1,-1,1333211440,100.00,-1,-1,1333211440,100.00,-1,-1,1333211436,100.00,-1,-1,1333211436,100.00,-1,-1,1333211440,100.00,-1,-1,1333211440,100.00,-1,-1,1333211442,100.00,-1,-1,1333211442,100.00,-1,-1,1333211442,100.00,-1,-1,1333211442,100.00,-1,-1,1333211426,100.00,-1,-1,1333211426,100.00,-1,-1,1100024060,0.00,0.00,0.00,1522294,92.91,92.91,60,704870,10.78,10.78,
2026-04-01,22:27:52.669,2.20,2.11,100.00,0.00,0.00,1333422614,100.00,-1,-1,1333422614,100.00,-1,-1,1333422616,100.00,-1,-1,1333422616,100.00,-1,-1,1333422610,100.00,-1,-1,1333422610,100.00,-1,-1,1333422610,100.00,-1,-1,1333422610,100.00,-1,-1,1333422610,100.00,-1,-1,1333422610,100.00,-1,-1,1333422624,100.00,-1,-1,1333422624,100.00,-1,-1,1333422624,100.00,-1,-1,1333422624,100.00,-1,-1,1333422624,100.00,-1,-1,1333422624,100.00,-1,-1,1100205510,0.00,0.00,0.00,1524122,93.03,93.03,61,703776,10.77,10.77,
2026-04-01,22:27:53.669,2.20,2.12,100.00,0.00,0.00,1333382070,100.00,-1,-1,1333382070,100.00,-1,-1,1333382074,100.00,-1,-1,1333382074,100.00,-1,-1,1333382074,100.00,-1,-1,1333382074,100.00,-1,-1,1333382072,100.00,-1,-1,1333382072,100.00,-1,-1,1333382070,100.00,-1,-1,1333382070,100.00,-1,-1,1333382084,100.00,-1,-1,1333382084,100.00,-1,-1,1333382088,100.00,-1,-1,1333382088,100.00,-1,-1,1333382140,100.00,-1,-1,1333382140,100.00,-1,-1,1100154891,0.00,0.00,0.00,1521890,92.89,92.80,61,702361,10.75,10.74,
2026-04-01,22:27:54.669,2.20,2.13,100.00,0.00,0.00,1333654790,100.00,-1,-1,1333654790,100.00,-1,-1,1333654786,100.00,-1,-1,1333654786,100.00,-1,-1,1333654788,100.00,-1,-1,1333654788,100.00,-1,-1,1333654790,100.00,-1,-1,1333654790,100.00,-1,-1,1333654790,100.00,-1,-1,1333654790,100.00,-1,-1,1333654802,100.00,-1,-1,1333654802,100.00,-1,-1,1333654802,100.00,-1,-1,1333654802,100.00,-1,-1,1333654884,100.00,-1,-1,1333654884,100.00,-1,-1,1100390789,0.00,0.00,0.00,1518694,92.69,92.69,61,704318,10.78,10.78,
2026-04-01,22:27:55.669,2.20,2.12,100.00,0.00,0.00,1333397000,100.00,-1,-1,1333397000,100.00,-1,-1,1333397000,100.00,-1,-1,1333397000,100.00,-1,-1,1333397040,100.00,-1,-1,1333397040,100.00,-1,-1,1333397090,100.00,-1,-1,1333397090,100.00,-1,-1,1333397116,100.00,-1,-1,1333397116,100.00,-1,-1,1333397116,100.00,-1,-1,1333397116,100.00,-1,-1,1333397116,100.00,-1,-1,1333397116,100.00,-1,-1,1333397114,100.00,-1,-1,1333397114,100.00,-1,-1,1100189745,0.00,0.00,0.00,1520978,92.83,92.83,60,701739,10.74,10.74,
2026-04-01,22:27:56.670,2.20,2.11,100.00,0.00,0.00,1333446184,100.00,-1,-1,1333446184,100.00,-1,-1,1333446184,100.00,-1,-1,1333446184,100.00,-1,-1,1333446104,100.00,-1,-1,1333446104,100.00,-1,-1,1333446044,100.00,-1,-1,1333446044,100.00,-1,-1,1333446070,100.00,-1,-1,1333446070,100.00,-1,-1,1333446114,100.00,-1,-1,1333446114,100.00,-1,-1,1333446118,100.00,-1,-1,1333446118,100.00,-1,-1,1333446128,100.00,-1,-1,1333446128,100.00,-1,-1,1100227878,0.00,0.00,0.00,1520043,92.78,92.78,61,701272,10.73,10.73,
2026-04-01,22:27:57.670,2.20,2.13,100.00,0.00,0.00,1333245048,100.00,-1,-1,1333245048,100.00,-1,-1,1333245050,100.00,-1,-1,1333245050,100.00,-1,-1,1333245052,100.00,-1,-1,1333245052,100.00,-1,-1,1333245050,100.00,-1,-1,1333245050,100.00,-1,-1,1333244990,100.00,-1,-1,1333244990,100.00,-1,-1,1333244838,100.00,-1,-1,1333244838,100.00,-1,-1,1333244838,100.00,-1,-1,1333244838,100.00,-1,-1,1333244844,100.00,-1,-1,1333244844,100.00,-1,-1,1100046071,0.00,0.00,0.00,1517977,92.65,92.65,60,703488,10.76,10.76,
2026-04-01,22:27:58.670,2.20,2.12,100.00,0.00,0.00,1333335090,100.00,-1,-1,1333335090,100.00,-1,-1,1333335090,100.00,-1,-1,1333335090,100.00,-1,-1,1333335092,100.00,-1,-1,1333335092,100.00,-1,-1,1333335090,100.00,-1,-1,1333335090,100.00,-1,-1,1333335092,100.00,-1,-1,1333335092,100.00,-1,-1,1333335094,100.00,-1,-1,1333335094,100.00,-1,-1,1333335094,100.00,-1,-1,1333335094,100.00,-1,-1,1333335098,100.00,-1,-1,1333335098,100.00,-1,-1,1100146814,0.00,0.00,0.00,1516860,92.58,92.58,60,701393,10.73,10.73,
2026-04-01,22:27:59.670,2.20,2.14,100.00,0.00,0.00,1333302704,100.00,-1,-1,1333302704,100.00,-1,-1,1333302704,100.00,-1,-1,1333302704,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1333302710,100.00,-1,-1,1100101583,0.00,0.00,0.00,1521636,92.87,92.78,60,701990,10.74,10.73,
2026-04-01,22:28:00.670,2.20,2.11,100.00,0.00,0.00,1333351730,100.00,-1,-1,1333351730,100.00,-1,-1,1333351730,100.00,-1,-1,1333351730,100.00,-1,-1,1333351726,100.00,-1,-1,1333351726,100.00,-1,-1,1333351720,100.00,-1,-1,1333351720,100.00,-1,-1,1333351720,100.00,-1,-1,1333351720,100.00,-1,-1,1333351720,100.00,-1,-1,1333351720,100.00,-1,-1,1333351624,100.00,-1,-1,1333351624,100.00,-1,-1,1333351624,100.00,-1,-1,1333351624,100.00,-1,-1,1100129703,0.00,0.00,0.00,1519550,92.75,92.75,60,702433,10.75,10.75,
2026-04-01,22:28:01.670,2.20,2.12,100.00,0.00,0.00,1333200298,100.00,-1,-1,1333200298,100.00,-1,-1,1333200300,100.00,-1,-1,1333200300,100.00,-1,-1,1333200302,100.00,-1,-1,1333200302,100.00,-1,-1,1333200278,100.00,-1,-1,1333200278,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1333200290,100.00,-1,-1,1100012917,0.00,0.00,0.00,1507782,92.03,92.03,61,703053,10.76,10.76,
2026-04-01,22:28:02.670,2.20,2.05,100.00,0.00,0.00,1333256068,100.00,-1,-1,1333256068,100.00,-1,-1,1333256070,100.00,-1,-1,1333256070,100.00,-1,-1,1333256068,100.00,-1,-1,1333256068,100.00,-1,-1,1333256066,100.00,-1,-1,1333256066,100.00,-1,-1,1333256070,100.00,-1,-1,1333256070,100.00,-1,-1,1333256030,100.00,-1,-1,1333256030,100.00,-1,-1,1333256060,100.00,-1,-1,1333256060,100.00,-1,-1,1333256060,100.00,-1,-1,1333256060,100.00,-1,-1,1100063074,0.00,0.00,0.00,1514578,92.44,92.44,61,703801,10.77,10.77,
2026-04-01,22:28:03.670,2.20,2.11,100.00,0.00,0.00,1333251530,100.00,-1,-1,1333251530,100.00,-1,-1,1333251538,100.00,-1,-1,1333251538,100.00,-1,-1,1333251540,100.00,-1,-1,1333251540,100.00,-1,-1,1333251544,100.00,-1,-1,1333251544,100.00,-1,-1,1333251620,100.00,-1,-1,1333251620,100.00,-1,-1,1333251688,100.00,-1,-1,1333251688,100.00,-1,-1,1333251664,100.00,-1,-1,1333251664,100.00,-1,-1,1333251668,100.00,-1,-1,1333251668,100.00,-1,-1,1100057008,0.00,0.00,0.00,1518477,92.68,92.68,60,705241,10.79,10.79,
2026-04-01,22:28:04.671,2.20,2.12,100.00,0.00,0.00,1333296032,100.00,-1,-1,1333296032,100.00,-1,-1,1333296028,100.00,-1,-1,1333296028,100.00,-1,-1,1333296034,100.00,-1,-1,1333296034,100.00,-1,-1,1333296038,100.00,-1,-1,1333296038,100.00,-1,-1,1333296118,100.00,-1,-1,1333296118,100.00,-1,-1,1333296090,100.00,-1,-1,1333296090,100.00,-1,-1,1333296072,100.00,-1,-1,1333296072,100.00,-1,-1,1333296066,100.00,-1,-1,1333296066,100.00,-1,-1,1100091613,0.00,0.00,0.00,1520397,92.80,92.80,61,702735,10.75,10.75,
