,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,21:27:36.831,666574684,0.01,36690,666574684,666574684,0.01,36635,666574684,666575231,0.01,36092,666575231,666575231,0.01,36096,666575231,666575590,0.01,35740,666575590,666575590,0.01,35749,666575590,666575832,0.01,35424,666575832,666575832,0.01,35424,666575832,799934233,94.35,94.35,0.00,1613985,24.63,24.63,60,494507,7.55,7.55,666575117,0.01,36335,666575117,666575117,0.01,36380,666575117,666575520,0.01,36020,666575520,666575520,0.01,36079,666575520,666575634,0.01,35910,666575634,666575634,0.01,35919,666575634,666575932,0.01,35636,666575932,666575932,0.01,35717,666575932,799907418,99.97,99.97,0.00,1528208,23.32,23.32,56,588174,8.97,8.97,
2026-04-01,21:27:37.832,667177142,0.01,36593,667177142,667177142,0.01,36559,667177142,667177682,0.01,35974,667177682,667177682,0.01,35925,667177682,667178012,0.01,35540,667178012,667178012,0.01,35496,667178012,667178261,0.01,35214,667178261,667178261,0.01,35167,667178261,800656444,94.43,94.43,0.00,1613781,24.62,24.62,60,499427,7.62,7.62,667178614,0.01,36662,667178614,667178614,0.01,36676,667178614,667178931,0.01,36401,667178931,667178931,0.01,36410,667178931,667179086,0.01,36247,667179086,667179086,0.01,36247,667179086,667179384,0.01,35963,667179384,667179384,0.01,35964,667179384,800660788,99.85,99.85,0.00,1531994,23.38,23.38,56,588440,8.98,8.98,
2026-04-01,21:27:38.835,666508579,0.01,36230,666508579,666508579,0.01,36266,666508579,666509128,0.01,35778,666509128,666509128,0.01,35833,666509128,666509473,0.01,35525,666509473,666509473,0.01,35604,666509473,666509629,0.01,35573,666509629,666509629,0.01,35626,666509629,799854291,94.37,94.37,0.00,1613349,24.62,24.62,59,495227,7.56,7.56,666506873,0.01,36616,666506873,666506873,0.01,36592,666506873,666507171,0.01,36237,666507171,666507171,0.01,36204,666507171,666507381,0.01,36104,666507381,666507381,0.01,36195,666507381,666507550,0.01,36010,666507550,666507550,0.01,35983,666507550,799851722,99.89,99.89,0.00,1531578,23.37,23.37,55,586828,8.95,8.95,
2026-04-01,21:27:39.832,666686175,0.01,37282,666686175,666686175,0.01,37358,666686175,666686795,0.01,36713,666686795,666686795,0.01,36735,666686795,666687219,0.01,36313,666687219,666687219,0.01,36281,666687219,666687485,0.01,35958,666687485,666687485,0.01,35961,666687485,800067856,93.99,93.99,0.00,1617534,24.68,24.68,58,500737,7.64,7.64,666687588,0.01,37164,666687588,666687588,0.01,37175,666687588,666688059,0.01,36810,666688059,666688059,0.01,36822,666688059,666688406,0.01,36375,666688406,666688406,0.01,36288,666688406,666688701,0.01,36080,666688701,666688701,0.01,36106,666688701,800071488,99.91,99.91,0.00,1531635,23.37,23.37,56,587061,8.96,8.96,
2026-04-01,21:27:40.831,666506303,0.01,36888,666506303,666506303,0.01,36883,666506303,666506957,0.01,36278,666506957,666506957,0.01,36333,666506957,666507325,0.01,35979,666507325,666507325,0.01,35971,666507325,666507527,0.01,35753,666507527,666507527,0.01,35750,666507527,799850509,94.38,94.38,0.00,1613191,24.62,24.62,59,492049,7.51,7.51,666503710,0.01,36917,666503710,666503710,0.01,36859,666503710,666504051,0.01,36384,666504051,666504051,0.01,36347,666504051,666504315,0.01,35985,666504315,666504315,0.01,35912,666504315,666504507,0.01,35521,666504507,666504507,0.01,35479,666504507,799846231,99.83,99.83,0.00,1530652,23.36,23.36,56,588231,8.98,8.98,
2026-04-01,21:27:41.831,666540409,0.01,37249,666540409,666540409,0.01,37236,666540409,666540931,0.01,36647,666540931,666540931,0.01,36560,666540931,666541246,0.01,36231,666541246,666541246,0.01,36235,666541246,666541791,0.01,35760,666541791,666541791,0.01,35757,666541791,799894147,94.07,94.07,0.00,1617451,24.68,24.68,59,487243,7.43,7.43,666542393,0.01,35961,666542393,666542393,0.01,36019,666542393,666542717,0.01,35784,666542717,666542717,0.01,35823,666542717,666542902,0.01,35721,666542902,666542902,0.01,35809,666542902,666543059,0.01,35851,666543059,666543059,0.01,35893,666543059,799894796,99.97,99.97,0.00,1532575,23.39,23.39,55,586074,8.94,8.94,
2026-04-01,21:27:42.831,666490746,0.01,36902,666490746,666490746,0.01,36829,666490746,666491337,0.01,36173,666491337,666491337,0.01,36210,666491337,666491787,0.01,35680,666491787,666491787,0.01,35633,666491787,666492015,0.01,35243,666492015,666492015,0.01,35186,666492015,799847538,94.44,94.44,0.00,1617315,24.68,24.68,59,482596,7.36,7.36,666504533,0.01,37546,666504533,666504533,0.01,37534,666504533,666505375,0.01,36671,666505375,666505375,0.01,36653,666505375,666505762,0.01,36303,666505762,666505762,0.01,36289,666505762,666505980,0.01,35971,666505980,666505980,0.01,35971,666505980,799852331,99.84,99.84,0.00,1533139,23.39,23.39,56,590638,9.01,9.01,
2026-04-01,21:27:43.831,666520818,0.01,36534,666520818,666520818,0.01,36608,666520818,666521379,0.01,36124,666521379,666521379,0.01,36091,666521379,666521725,0.01,35872,666521725,666521725,0.01,35920,666521725,666522153,0.01,35665,666522153,666522153,0.01,35724,666522153,799855002,94.19,94.19,0.00,1611988,24.60,24.60,59,488716,7.46,7.46,666507071,0.01,36777,666507071,666507071,0.01,36802,666507071,666507489,0.01,36371,666507489,666507489,0.01,36378,666507489,666507728,0.01,36117,666507728,666507728,0.01,36204,666507728,666507941,0.01,36189,666507941,666507941,0.01,36275,666507941,799870477,99.96,99.96,0.00,1528318,23.32,23.32,55,584058,8.91,8.91,
2026-04-01,21:27:44.832,667181952,0.01,37022,667181952,667181952,0.01,36935,667181952,667182512,0.01,36415,667182512,667182512,0.01,36425,667182512,667182845,0.01,36050,667182845,667182845,0.01,36052,667182845,667183015,0.01,35977,667183015,667183015,0.01,35979,667183015,800662132,94.31,94.31,0.00,1617233,24.68,24.65,58,479606,7.32,7.31,667180881,0.01,37098,667180881,667180881,0.01,37084,667180881,667181322,0.01,36716,667181322,667181322,0.01,36736,667181322,667181582,0.01,36543,667181582,667181582,0.01,36455,667181582,667181678,0.01,36165,667181678,667181678,0.01,36076,667181678,800640401,99.97,99.97,0.00,1529704,23.34,23.32,56,585514,8.93,8.93,
2026-04-01,21:27:45.833,667175663,0.01,37037,667175663,667175663,0.01,37050,667175663,667176479,0.01,36182,667176479,667176479,0.01,36125,667176479,667176824,0.01,35687,667176824,667176824,0.01,35653,667176824,667177077,0.01,35218,667177077,667177077,0.01,35174,667177077,800654611,94.47,94.47,0.00,1615772,24.65,24.65,59,479092,7.31,7.31,667176150,0.01,36907,667176150,667176150,0.01,36918,667176150,667176494,0.01,36489,667176494,667176494,0.01,36470,667176494,667176891,0.01,36084,667176891,667176891,0.01,36092,667176891,667177036,0.01,35972,667177036,667177036,0.01,35975,667177036,800655649,99.97,99.97,0.00,1529745,23.34,23.34,56,587383,8.96,8.96,
2026-04-01,21:27:46.832,666509143,0.01,36916,666509143,666509143,0.01,36997,666509143,666509811,0.01,36473,666509811,666509811,0.01,36631,666509811,666510369,0.01,36223,666510369,666510369,0.01,36251,666510369,666510633,0.01,36149,666510633,666510633,0.01,36203,666510633,799857346,94.09,94.09,0.00,1623673,24.78,24.78,58,488205,7.45,7.45,666511386,0.01,37641,666511386,666511386,0.01,37629,666511386,666511857,0.01,37172,666511857,666511857,0.01,37191,666511857,666512414,0.01,36658,666512414,666512414,0.01,36743,666512414,666513015,0.01,36228,666513015,666513015,0.01,36315,666513015,799862692,99.88,99.88,0.00,1532828,23.39,23.39,56,587495,8.96,8.96,
2026-04-01,21:27:47.832,666503966,0.01,37741,666503966,666503966,0.01,37657,666503966,666504873,0.01,36615,666504873,666504873,0.01,36504,666504873,666505351,0.01,35982,666505351,666505351,0.01,35978,666505351,666505683,0.01,35652,666505683,666505683,0.01,35640,666505683,799849930,94.45,94.45,0.00,1609527,24.56,24.56,59,485532,7.41,7.41,666503411,0.01,37092,666503411,666503411,0.01,37090,666503411,666503823,0.01,36690,666503823,666503823,0.01,36685,666503823,666504084,0.01,36408,666504084,666504084,0.01,36317,666504084,666504192,0.01,36080,666504192,666504192,0.01,35969,666504192,799854414,99.79,99.79,0.00,1531705,23.37,23.37,56,584828,8.92,8.92,
2026-04-01,21:27:48.832,666496404,0.01,36571,666496404,666496404,0.01,36589,666496404,666496923,0.01,36178,666496923,666496923,0.01,36182,666496923,666497261,0.01,35821,666497261,666497261,0.01,35835,666497261,666497490,0.01,35461,666497490,666497490,0.01,35470,666497490,799854828,94.39,94.39,0.00,1609271,24.56,24.56,59,480863,7.34,7.34,666509367,0.01,36923,666509367,666509367,0.01,36941,666509367,666509798,0.01,36511,666509798,666509798,0.01,36515,666509798,666509909,0.01,36328,666509909,666509909,0.01,36329,666509909,666510261,0.01,36192,666510261,666510261,0.01,36213,666510261,799847313,99.83,99.83,0.00,1530458,23.35,23.35,56,586222,8.95,8.95,
2026-04-01,21:27:49.832,666551638,0.01,37501,666551638,666551638,0.01,37554,666551638,666552311,0.01,36834,666552311,666552311,0.01,36826,666552311,666552795,0.01,36361,666552795,666552795,0.01,36357,666552795,666553108,0.01,36093,666553108,666553108,0.01,36082,666553108,799890725,94.49,94.49,0.00,1613770,24.62,24.62,60,480415,7.33,7.33,666537916,0.01,36992,666537916,666537916,0.01,36996,666537916,666538433,0.01,36481,666538433,666538433,0.01,36471,666538433,666538592,0.01,36316,666538592,666538592,0.01,36371,666538592,666538747,0.01,36033,666538747,666538747,0.01,36033,666538747,799905745,99.97,99.97,0.00,1531756,23.37,23.37,55,579662,8.84,8.84,
2026-04-01,21:27:50.833,667176210,0.01,36544,667176210,667176210,0.01,36492,667176210,667176726,0.01,35935,667176726,667176726,0.01,35941,667176726,667176892,0.01,35808,667176892,667176892,0.01,35799,667176892,667177068,0.01,35532,667177068,667177068,0.01,35615,667177068,800654975,94.72,94.72,0.00,1607510,24.53,24.53,59,482170,7.36,7.36,667175273,0.01,37111,667175273,667175273,0.01,37106,667175273,667175853,0.01,36511,667175853,667175853,0.01,36517,667175853,667176082,0.01,36388,667176082,667176082,0.01,36416,667176082,667176252,0.01,36335,667176252,667176252,0.01,36331,667176252,800640165,99.97,99.97,0.00,1529635,23.34,23.34,56,587643,8.97,8.97,
2026-04-01,21:27:51.833,666539242,0.01,37016,666539242,666539242,0.01,37007,666539242,666539838,0.01,36392,666539838,666539838,0.01,36381,666539838,666540307,0.01,35871,666540307,666540307,0.01,35873,666540307,666540650,0.01,35551,666540650,666540650,0.01,35471,666540650,799890797,94.49,94.49,0.00,1605703,24.50,24.50,59,489169,7.46,7.46,666538600,0.01,36684,666538600,666538600,0.01,36611,666538600,666538946,0.01,36190,666538946,666538946,0.01,36133,666538946,666539059,0.01,35779,666539059,666539059,0.01,35597,666539059,666539132,0.01,35332,666539132,666539132,0.01,35264,666539132,799886771,99.95,99.95,0.00,1528279,23.32,23.32,56,570324,8.70,8.70,
2026-04-01,21:27:52.832,666519776,0.01,36738,666519776,666519776,0.01,36676,666519776,666520440,0.01,35965,666520440,666520440,0.01,35924,666520440,666520907,0.01,35383,666520907,666520907,0.01,35332,666520907,666521128,0.01,35116,666521128,666521128,0.01,35042,666521128,799868072,94.16,94.16,0.00,1618835,24.70,24.70,60,490979,7.49,7.49,666520121,0.01,36095,666520121,666520121,0.01,36154,666520121,666520516,0.01,35820,666520516,666520516,0.01,35877,666520516,666520948,0.01,35643,666520948,666520948,0.01,35739,666520948,666521068,0.01,35692,666521068,666521068,0.01,35752,666521068,799870633,99.96,99.96,0.00,1528332,23.32,23.32,55,578416,8.83,8.83,
2026-04-01,21:27:53.832,666500558,0.01,36178,666500558,666500558,0.01,36339,666500558,666501113,0.01,35850,666501113,666501113,0.01,35892,666501113,666501374,0.01,35722,666501374,666501374,0.01,35790,666501374,666501604,0.01,35565,666501604,666501604,0.01,35662,666501604,799845994,94.36,94.36,0.00,1611759,24.59,24.59,59,492153,7.51,7.51,666502298,0.01,37089,666502298,666502298,0.01,37093,666502298,666502784,0.01,36631,666502784,666502784,0.01,36632,666502784,666503169,0.01,36293,666503169,666503169,0.01,36375,666503169,666503454,0.01,36288,666503454,666503454,0.01,36303,666503454,799847702,99.84,99.84,0.00,1532316,23.38,23.38,56,580803,8.86,8.86,
2026-04-01,21:27:54.832,666517349,0.01,49297,666517349,666517349,0.01,49154,666517349,666517963,0.01,48473,666517963,666517963,0.01,48431,666517963,666518552,0.01,47727,666518552,666518552,0.01,47671,666518552,666518868,0.01,47394,666518868,666518868,0.01,47287,666518868,799878998,94.27,94.27,0.00,1616365,24.66,24.66,59,498048,7.60,7.60,666528172,0.01,37279,666528172,666528172,0.01,37275,666528172,666528444,0.01,36993,666528444,666528444,0.01,37006,666528444,666528731,0.01,36716,666528731,666528731,0.01,36623,666528731,666529189,0.01,36006,666529189,666529189,0.01,36020,666529189,799877023,99.98,99.98,0.00,1527955,23.31,23.31,55,579228,8.84,8.84,
2026-04-01,21:27:55.832,666506796,0.01,36439,666506796,666506796,0.01,36488,666506796,666507433,0.01,35895,666507433,666507433,0.01,36005,666507433,666507761,0.01,35785,666507761,666507761,0.01,35832,666507761,666507969,0.01,35571,666507969,666507969,0.01,35654,666507969,799852056,94.18,94.18,0.00,1620812,24.73,24.73,60,487825,7.44,7.44,666520780,0.01,37228,666520780,666520780,0.01,37183,666520780,666521289,0.01,36656,666521289,666521289,0.01,36657,666521289,666521664,0.01,36082,666521664,666521664,0.01,36022,666521664,666521885,0.01,35792,666521885,666521885,0.01,35718,666521885,799870435,99.96,99.96,0.00,1528284,23.32,23.32,55,576519,8.80,8.80,
2026-04-01,21:27:56.833,667180591,0.01,37141,667180591,667180591,0.01,37194,667180591,667181110,0.01,36673,667181110,667181110,0.01,36614,667181110,667181440,0.01,36277,667181440,667181440,0.01,36274,667181440,667181928,0.01,35781,667181928,667181928,0.01,35781,667181928,800660604,94.60,94.60,0.00,1605895,24.50,24.50,59,478870,7.31,7.31,667165950,0.01,36234,667165950,667165950,0.01,36290,667165950,667166290,0.01,35968,667166290,667166290,0.01,35954,667166290,667166543,0.01,35772,667166543,667166543,0.01,35846,667166543,667166696,0.01,35680,667166696,667166696,0.01,35737,667166696,800664623,99.97,99.97,0.00,1529738,23.34,23.34,56,581496,8.87,8.87,
2026-04-01,21:27:57.833,666520857,0.01,36445,666520857,666520857,0.01,36360,666520857,666521404,0.01,35818,666521404,666521404,0.01,35814,666521404,666521681,0.01,35540,666521681,666521681,0.01,35539,666521681,666521820,0.01,35385,666521820,666521820,0.01,35374,666521820,799867616,94.43,94.43,0.00,1610707,24.58,24.58,58,486909,7.43,7.43,666519676,0.01,36531,666519676,666519676,0.01,36475,666519676,666520171,0.01,35898,666520171,666520171,0.01,35825,666520171,666520245,0.01,35650,666520245,666520245,0.01,35590,666520245,666520304,0.01,35427,666520304,666520304,0.01,35373,666520304,799842269,99.98,99.98,0.00,1528005,23.32,23.32,55,585837,8.94,8.94,
2026-04-01,21:27:58.833,666515940,0.01,36591,666515940,666515940,0.01,36622,666515940,666516504,0.01,36086,666516504,666516504,0.01,36099,666516504,666516695,0.01,35895,666516695,666516695,0.01,35896,666516695,666517010,0.01,35614,666517010,666517010,0.01,35632,666517010,799863696,94.50,94.50,0.00,1609120,24.55,24.55,59,480723,7.34,7.34,666517003,0.01,35959,666517003,666517003,0.01,35986,666517003,666517372,0.01,35699,666517372,666517372,0.01,35775,666517372,666517510,0.01,35763,666517510,666517510,0.01,35835,666517510,666517696,0.01,35777,666517696,666517696,0.01,35925,666517696,799869201,99.98,99.98,0.00,1528147,23.32,23.32,55,590015,9.00,9.00,
2026-04-01,21:27:59.832,666508397,0.01,36814,666508397,666508397,0.01,36801,666508397,666508987,0.01,36186,666508987,666508987,0.01,36175,666508987,666509494,0.01,35654,666509494,666509494,0.01,35656,666509494,666509704,0.01,35433,666509704,666509704,0.01,35422,666509704,799855272,94.32,94.32,0.00,1611454,24.59,24.59,58,488132,7.45,7.45,666510072,0.01,36646,666510072,666510072,0.01,36664,666510072,666510427,0.01,36302,666510427,666510427,0.01,36377,666510427,666510614,0.01,36165,666510614,666510614,0.01,36151,666510614,666510731,0.01,36019,666510731,666510731,0.01,35931,666510731,799851678,99.79,99.79,0.00,1529886,23.34,23.34,55,588685,8.98,8.98,
2026-04-01,21:28:00.832,666517735,0.01,36709,666517735,666517735,0.01,36699,666517735,666518385,0.01,36105,666518385,666518385,0.01,36108,666518385,666518690,0.01,35833,666518690,666518690,0.01,35834,666518690,666518925,0.01,35596,666518925,666518925,0.01,35620,666518925,799865889,94.23,94.23,0.00,1608005,24.54,24.54,60,484982,7.40,7.40,666517611,0.01,36617,666517611,666517611,0.01,36617,666517611,666517935,0.01,36300,666517935,666517935,0.01,36278,666517935,666518082,0.01,36278,666518082,666518082,0.01,36288,666518082,666518241,0.01,36130,666518241,666518241,0.01,36128,666518241,799866280,99.96,99.96,0.00,1528253,23.32,23.32,55,585899,8.94,8.94,
2026-04-01,21:28:01.832,666623998,0.01,36737,666623998,666623998,0.01,36745,666623998,666624607,0.01,36101,666624607,666624607,0.01,36098,666624607,666624946,0.01,35762,666624946,666624946,0.01,35771,666624946,666625304,0.01,35406,666625304,666625304,0.01,35382,666625304,799991083,94.22,94.22,0.00,1613121,24.61,24.61,59,482497,7.36,7.36,666622776,0.01,36689,666622776,666622776,0.01,36638,666622776,666623070,0.01,36253,666623070,666623070,0.01,36125,666623070,666623203,0.01,35817,666623203,666623203,0.01,35740,666623203,666623375,0.01,35520,666623375,666623375,0.01,35448,666623375,799989950,99.92,99.92,0.00,1532438,23.38,23.38,56,586508,8.95,8.95,
