,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,21:27:33.609,1064223170,0.53,236413,44342632,1064223170,100.00,-1,-1,1064223344,0.62,297883,48373788,1064223344,100.00,-1,-1,1064223536,0.70,310071,44342647,1064223536,100.00,-1,-1,1064223341,0.56,211152,38007976,1064223341,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997713242,0.00,0.00,0.00,586916,35.82,35.89,50,342252,5.24,5.25,
2026-04-01,21:27:34.611,1065155095,0.39,152750,39450188,1065155095,100.00,-1,-1,1065154968,0.55,225372,40967498,1065154968,100.00,-1,-1,1065154898,0.52,232782,44381454,1065154898,100.00,-1,-1,1065155113,0.49,274135,56060795,1065155113,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998579569,0.00,0.00,0.00,587711,35.87,35.94,51,345138,5.28,5.29,
2026-04-01,21:27:35.610,1064308380,0.44,272396,62606375,1064308380,100.00,-1,-1,1064308401,0.54,380421,70953893,1064308401,100.00,-1,-1,1064308344,0.78,435756,56016228,1064308344,100.00,-1,-1,1064308189,0.52,327355,62606364,1064308189,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997802386,0.00,0.00,0.00,588036,35.89,35.96,50,344065,5.26,5.27,
2026-04-01,21:27:36.611,1064087038,0.82,543859,66505439,1064087038,100.00,-1,-1,1064087036,0.56,398696,70939135,1064087036,100.00,-1,-1,1064087183,0.73,353461,48367599,1064087183,100.00,-1,-1,1064087104,0.64,403071,62593359,1064087104,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997565020,0.00,0.00,0.00,587111,35.83,35.91,50,343482,5.26,5.27,
2026-04-01,21:27:37.611,1065182979,0.78,463249,59176832,1065182979,100.00,-1,-1,1065182870,0.30,167905,56062256,1065182870,100.00,-1,-1,1065183146,0.30,143885,48417415,1065183146,100.00,-1,-1,1065183226,0.44,222504,50723010,1065183226,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998613204,0.00,0.00,0.00,588044,35.89,35.96,51,342366,5.24,5.25,
2026-04-01,21:27:38.611,1064036524,0.39,273802,70935768,1064036524,100.00,-1,-1,1064036670,0.35,217460,62590392,1064036670,100.00,-1,-1,1064036205,0.45,319134,70935747,1064036205,100.00,-1,-1,1064036276,0.29,147584,50668394,1064036276,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997549775,0.00,0.00,0.00,590461,36.04,36.11,50,344852,5.28,5.29,
2026-04-01,21:27:39.612,1065142919,0.81,320475,39449737,1065142919,100.00,-1,-1,1065142942,0.63,292634,46310562,1065142942,100.00,-1,-1,1065143015,0.40,225361,56060158,1065143015,100.00,-1,-1,1065142995,0.31,132820,42605719,1065142995,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998569138,0.00,0.00,0.00,588662,35.93,36.00,50,340836,5.21,5.23,
2026-04-01,21:27:40.614,1063996399,0.76,321625,42559855,1063996399,100.00,-1,-1,1063996598,0.64,323253,50666504,1063996598,100.00,-1,-1,1063996837,0.75,347186,46260732,1063996837,100.00,-1,-1,1063996834,0.70,372981,53199841,1063996834,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997482648,0.00,0.00,0.00,587421,35.85,35.93,50,344373,5.27,5.28,
2026-04-01,21:27:41.612,1064927236,0.43,378545,88743936,1064927236,100.00,-1,-1,1064926950,0.33,230876,70995130,1064926950,100.00,-1,-1,1064926903,0.39,276755,70995126,1064926903,100.00,-1,-1,1064926886,0.61,381162,62642758,1064926886,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998368165,0.00,0.00,0.00,586973,35.83,35.90,50,342967,5.25,5.26,
2026-04-01,21:27:42.615,1064082811,0.76,426022,56004358,1064082811,100.00,-1,-1,1064082986,0.39,260387,66505186,1064082986,100.00,-1,-1,1064083095,0.55,389375,70938873,1064083095,100.00,-1,-1,1064083118,0.50,297201,59115728,1064083118,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997578450,0.00,0.00,0.00,587701,35.87,35.94,51,344064,5.26,5.27,
2026-04-01,21:27:43.612,1064279550,0.35,198337,56014713,1064279550,100.00,-1,-1,1064279514,0.38,221842,59126639,1064279514,100.00,-1,-1,1064279459,0.63,353530,56014708,1064279459,100.00,-1,-1,1064279468,0.45,281276,62604674,1064279468,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997763079,0.00,0.00,0.00,585508,35.74,35.81,50,342440,5.24,5.25,
2026-04-01,21:27:44.612,1064167834,0.30,285580,96742530,1064167834,100.00,-1,-1,1064167832,0.23,188160,81859064,1064167832,100.00,-1,-1,1064167755,0.36,272389,76011982,1064167755,100.00,-1,-1,1064167899,0.31,295824,96742536,1064167899,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997656382,0.00,0.00,0.00,587717,35.87,35.98,50,341209,5.22,5.24,
2026-04-01,21:27:45.613,1063964539,0.57,381193,66497783,1063964539,100.00,-1,-1,1063964324,0.31,252079,81843409,1063964324,100.00,-1,-1,1063964211,0.37,263713,70930947,1063964211,100.00,-1,-1,1063963899,0.40,266543,66497743,1063963899,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997464352,0.00,0.00,0.00,585579,35.74,35.81,51,343173,5.25,5.26,
2026-04-01,21:27:46.614,1064303524,0.42,185399,44345980,1064303524,100.00,-1,-1,1064303632,0.39,204917,53215181,1064303632,100.00,-1,-1,1064303696,0.22,115653,53215184,1064303696,100.00,-1,-1,1064304049,0.67,376079,56016002,1064304049,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997793030,0.00,0.00,0.00,583101,35.59,35.70,51,343709,5.26,5.27,
2026-04-01,21:27:47.615,1064174438,0.32,155230,48371565,1064174438,100.00,-1,-1,1064174409,0.33,219846,66510900,1064174409,100.00,-1,-1,1064174382,0.21,160734,76012455,1064174382,100.00,-1,-1,1064174292,0.31,186083,59120794,1064174292,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997657162,0.00,0.00,0.00,584980,35.70,35.78,50,344248,5.27,5.28,
2026-04-01,21:27:48.612,1064204310,0.63,371540,59122461,1064204310,100.00,-1,-1,1064204357,1.00,560312,56010755,1064204357,100.00,-1,-1,1064204245,0.73,352758,48372920,1064204245,100.00,-1,-1,1064204142,0.87,460748,53210207,1064204142,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997692815,0.00,0.00,0.00,583957,35.64,35.71,50,345468,5.29,5.30,
2026-04-01,21:27:49.615,1064046879,0.47,226757,48365767,1064046879,100.00,-1,-1,1064046775,0.39,196798,50668894,1064046775,100.00,-1,-1,1064046922,0.47,239914,50668901,1064046922,100.00,-1,-1,1064046790,0.43,241412,56002462,1064046790,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997540596,0.00,0.00,0.00,584504,35.68,35.78,50,345697,5.29,5.31,
2026-04-01,21:27:50.612,1064277418,0.22,209940,96752492,1064277418,100.00,-1,-1,1064277581,0.24,232070,96752507,1064277581,100.00,-1,-1,1064277382,0.32,314255,96752489,1064277382,100.00,-1,-1,1064277507,0.31,298859,96752500,1064277507,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997761941,0.00,0.00,0.00,587179,35.84,35.91,50,345476,5.29,5.30,
2026-04-01,21:27:51.613,1064057879,0.75,361199,48366267,1064057879,100.00,-1,-1,1064058000,0.57,302900,53202900,1064058000,100.00,-1,-1,1064058331,0.39,160362,40925320,1064058331,100.00,-1,-1,1064058589,0.68,382083,56003083,1064058589,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997554827,0.00,0.00,0.00,582447,35.55,35.62,51,341993,5.23,5.24,
2026-04-01,21:27:52.612,1064238045,0.51,208094,40932232,1064238045,100.00,-1,-1,1064238012,0.72,226750,31301118,1064238012,100.00,-1,-1,1064237964,0.67,247449,36697860,1064237964,100.00,-1,-1,1064237674,0.74,289754,39416210,1064237674,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997724120,0.00,0.00,0.00,580734,35.45,35.55,51,341348,5.22,5.24,
2026-04-01,21:27:53.612,1064069877,0.69,320354,46263907,1064069877,100.00,-1,-1,1064069704,0.67,308962,46263900,1064069704,100.00,-1,-1,1064069632,0.77,302657,39409986,1064069632,100.00,-1,-1,1064069521,0.62,299116,48366796,1064069521,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997562875,0.00,0.00,0.00,584367,35.67,35.74,50,343279,5.25,5.26,
2026-04-01,21:27:54.612,1064080018,0.20,125028,62592942,1064080018,100.00,-1,-1,1064079928,0.16,122573,76005709,1064079928,100.00,-1,-1,1064079909,0.34,223338,66504994,1064079909,100.00,-1,-1,1064080237,0.31,162331,53204011,1064080237,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997572606,0.00,0.00,0.00,582369,35.54,35.62,50,342513,5.24,5.25,
2026-04-01,21:27:55.615,1064081547,0.50,266372,53204077,1064081547,100.00,-1,-1,1064081407,0.52,275106,53204070,1064081407,100.00,-1,-1,1064081322,0.62,313153,50670539,1064081322,100.00,-1,-1,1064080923,0.47,294580,62592995,1064080923,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997576732,0.00,0.00,0.00,586186,35.78,35.89,50,342017,5.23,5.25,
2026-04-01,21:27:56.614,1064428252,0.48,321590,66526765,1064428252,100.00,-1,-1,1064428486,0.48,322480,66526780,1064428486,100.00,-1,-1,1064428284,0.61,361025,59134904,1064428284,100.00,-1,-1,1064428500,0.65,330801,50687071,1064428500,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997899048,0.00,0.00,0.00,586846,35.82,35.89,51,341826,5.23,5.24,
2026-04-01,21:27:57.613,1064050078,0.48,389511,81850006,1064050078,100.00,-1,-1,1064050070,0.67,422333,62591180,1064050070,100.00,-1,-1,1064050150,0.77,456697,59113897,1064050150,100.00,-1,-1,1064050148,0.39,278406,70936676,1064050148,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997553534,0.00,0.00,0.00,583723,35.63,35.70,50,343400,5.25,5.26,
2026-04-01,21:27:58.613,1064568943,0.29,222938,76040638,1064568943,100.00,-1,-1,1064573815,0.26,208983,81890293,1064573815,100.00,-1,-1,1064579409,0.34,241875,70971960,1064579409,100.00,-1,-1,1064585688,0.24,184246,76041834,1064585688,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998087236,0.00,0.00,0.00,586535,35.80,35.87,50,345032,5.28,5.29,
2026-04-01,21:27:59.614,1065229811,0.40,287112,71015320,1065229811,100.00,-1,-1,1065224935,0.49,374047,76087495,1065224935,100.00,-1,-1,1065219253,0.54,289547,53260962,1065219253,100.00,-1,-1,1065212777,0.35,262626,76086626,1065212777,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998594888,0.00,0.00,0.00,588544,35.92,35.99,50,341542,5.23,5.24,
2026-04-01,21:28:00.614,1064013159,0.52,229951,44333881,1064013159,100.00,-1,-1,1064013133,0.41,173344,42560525,1064013133,100.00,-1,-1,1064013132,0.42,195918,46261440,1064013132,100.00,-1,-1,1064013230,0.27,148805,56000696,1064013230,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997514402,0.00,0.00,0.00,585857,35.76,35.83,50,340999,5.22,5.23,
2026-04-01,21:28:01.614,1065128247,0.50,252720,50720392,1065128247,100.00,-1,-1,1065128307,0.51,218901,42605132,1065128307,100.00,-1,-1,1065128403,0.51,248460,48414927,1065128403,100.00,-1,-1,1065128456,0.57,262142,46309932,1065128456,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998561964,0.00,0.00,0.00,585034,35.71,35.78,50,338617,5.18,5.19,
2026-04-01,21:28:02.614,1064041603,0.53,312039,59113422,1064041603,100.00,-1,-1,1064044512,0.51,283824,56002342,1064044512,100.00,-1,-1,1064050231,0.59,273800,46263053,1064050231,100.00,-1,-1,1064054627,0.88,407194,46263244,1064054627,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997603555,0.00,0.00,0.00,582207,35.54,35.61,50,338801,5.18,5.19,
2026-04-01,21:28:03.615,1064260984,0.21,137740,66516311,1064260984,100.00,-1,-1,1064258440,0.18,101328,56013602,1064258440,100.00,-1,-1,1064253064,0.21,131057,62603121,1064253064,100.00,-1,-1,1064248701,0.24,170796,70949913,1064248701,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997677462,0.00,0.00,0.00,586131,35.77,35.85,50,339769,5.20,5.21,
2026-04-01,21:28:04.615,1064318939,0.39,317883,81870687,1064318939,100.00,-1,-1,1064318606,0.30,231349,76022757,1064318606,100.00,-1,-1,1064318465,0.44,290508,66519904,1064318465,100.00,-1,-1,1064318324,0.45,320222,70954554,1064318324,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997793794,0.00,0.00,0.00,587167,35.84,35.95,50,342545,5.24,5.26,
2026-04-01,21:28:05.615,1064111550,0.50,333719,66506971,1064111550,100.00,-1,-1,1064111504,1.00,485607,48368704,1064111504,100.00,-1,-1,1064111585,0.71,444557,62594799,1064111585,100.00,-1,-1,1064111904,0.61,358647,59117328,1064111904,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997612406,0.00,0.00,0.00,586201,35.78,35.85,50,344027,5.26,5.27,
2026-04-01,21:28:06.614,1064169753,0.56,269112,48371352,1064169753,100.00,-1,-1,1064170116,0.82,380635,46268265,1064170116,100.00,-1,-1,1064169979,0.49,248597,50674760,1064169979,100.00,-1,-1,1064169672,0.38,194438,50674746,1064169672,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997654559,0.00,0.00,0.00,586829,35.82,35.89,50,340545,5.21,5.22,
2026-04-01,21:28:07.615,1065184320,0.52,306650,59176906,1065184320,100.00,-1,-1,1065183972,0.53,330866,62657880,1065183972,100.00,-1,-1,1065183886,0.65,346105,53259194,1065183886,100.00,-1,-1,1065184046,0.45,238357,53259202,1065184046,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998612392,0.00,0.00,0.00,586374,35.79,35.86,50,343329,5.25,5.26,
2026-04-01,21:28:08.616,1063974008,0.78,362647,46259739,1063974008,100.00,-1,-1,1063974339,0.37,248886,66498396,1063974339,100.00,-1,-1,1063974416,0.48,243252,50665448,1063974416,100.00,-1,-1,1063974261,0.48,188757,39406454,1063974261,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997471932,0.00,0.00,0.00,583956,35.64,35.71,51,342306,5.24,5.25,
2026-04-01,21:28:09.616,1064373780,0.73,260763,35479126,1064373780,100.00,-1,-1,1064373943,0.70,297786,42574957,1064373943,100.00,-1,-1,1064374132,0.91,388358,42574965,1064374132,100.00,-1,-1,1064374679,1.08,441980,40937487,1064374679,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997856436,0.00,0.00,0.00,583232,35.60,35.67,51,343836,5.26,5.27,
2026-04-01,21:28:10.617,1065279003,0.29,195311,66579937,1065279003,100.00,-1,-1,1065278496,0.42,250108,59182138,1065278496,100.00,-1,-1,1065278516,0.38,237178,62663442,1065278516,100.00,-1,-1,1065278110,0.36,255277,71018540,1065278110,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998696777,0.00,0.00,0.00,588568,35.92,36.00,51,344791,5.28,5.29,
2026-04-01,21:28:11.617,1064066950,0.75,381837,50669854,1064066950,100.00,-1,-1,1064066883,0.44,231993,53203344,1064066883,100.00,-1,-1,1064066613,0.59,313395,53203330,1064066613,100.00,-1,-1,1064069362,0.75,348890,46263885,1064069362,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997597101,0.00,0.00,0.00,585138,35.71,35.79,50,344445,5.27,5.28,
2026-04-01,21:28:12.616,1064163809,0.42,167093,39413474,1064163809,100.00,-1,-1,1064163900,0.66,303294,46267995,1064163900,100.00,-1,-1,1064164011,0.53,227365,42566560,1064164011,100.00,-1,-1,1064161150,0.69,293532,42566446,1064161150,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997620557,0.00,0.00,0.00,581566,35.50,35.60,50,341357,5.22,5.24,
2026-04-01,21:28:13.616,1063970001,0.91,358762,39406296,1063970001,100.00,-1,-1,1063969903,0.78,331836,42558796,1063969903,100.00,-1,-1,1063969868,0.83,369856,44332077,1063969868,100.00,-1,-1,1063969946,0.73,278248,37998926,1063969946,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997470526,0.00,0.00,0.00,585542,35.74,35.81,50,342743,5.24,5.25,
2026-04-01,21:28:14.618,1064075236,0.73,322422,44336468,1064075236,100.00,-1,-1,1064075264,0.58,238864,40925971,1064075264,100.00,-1,-1,1064075148,0.86,381829,44336464,1064075148,100.00,-1,-1,1064075166,0.62,288351,46264137,1064075166,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997573157,0.00,0.00,0.00,582771,35.57,35.64,50,342689,5.24,5.25,
2026-04-01,21:28:15.617,1064704032,0.27,115738,42588161,1064704032,100.00,-1,-1,1064704148,0.56,259709,46291484,1064704148,100.00,-1,-1,1064704769,0.25,110912,44362698,1064704769,100.00,-1,-1,1064704736,0.35,162920,46291510,1064704736,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998158162,0.00,0.00,0.00,581616,35.50,35.57,50,345338,5.28,5.29,
2026-04-01,21:28:16.618,1065067847,0.18,126372,71004523,1065067847,100.00,-1,-1,1065067831,0.24,160296,66566739,1065067831,100.00,-1,-1,1065067214,0.16,129591,81928247,1065067214,100.00,-1,-1,1065067275,0.32,181812,56056172,1065067275,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998501335,0.00,0.00,0.00,584571,35.68,35.75,50,345996,5.29,5.30,
2026-04-01,21:28:17.619,1064083831,0.72,347804,48367446,1064083831,100.00,-1,-1,1064086696,0.71,327218,46264638,1064086696,100.00,-1,-1,1064086736,0.65,286267,44336947,1064086736,100.00,-1,-1,1064086799,0.53,254321,48367581,1064086799,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997578004,0.00,0.00,0.00,583401,35.61,35.68,51,343997,5.26,5.27,
2026-04-01,21:28:18.617,1064129517,0.40,280630,70941967,1064129517,100.00,-1,-1,1064126748,0.35,247671,70941783,1064126748,100.00,-1,-1,1064127010,0.42,261863,62595706,1064127010,100.00,-1,-1,1064127327,0.33,231497,70941821,1064127327,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997620446,0.00,0.00,0.00,586508,35.80,35.91,50,342973,5.25,5.26,
2026-04-01,21:28:19.618,1064071100,0.47,264005,56003742,1064071100,100.00,-1,-1,1064076362,0.24,140779,59115353,1064076362,100.00,-1,-1,1064080956,0.39,261592,66505059,1064080956,100.00,-1,-1,1064086248,0.52,309121,59115902,1064086248,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997617809,0.00,0.00,0.00,587229,35.84,35.91,50,341602,5.23,5.24,
2026-04-01,21:28:20.618,1064359253,0.43,268957,62609367,1064359253,100.00,-1,-1,1064353923,0.39,262489,66522120,1064353923,100.00,-1,-1,1064349312,0.27,205603,76024950,1064349312,100.00,-1,-1,1064343653,0.25,206195,81872588,1064343653,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997786118,0.00,0.00,0.00,588194,35.90,35.97,50,344164,5.27,5.28,
2026-04-01,21:28:21.618,1064506304,0.61,323708,53225315,1064506304,100.00,-1,-1,1064506275,0.39,159635,40942549,1064506275,100.00,-1,-1,1064506124,0.56,237807,42580244,1064506124,100.00,-1,-1,1064505970,0.30,133843,44354415,1064505970,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997976289,0.00,0.00,0.00,584151,35.65,35.73,50,342536,5.24,5.25,
