,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,21:22:25.854,666593269,0.01,37207,666593269,666593269,0.01,37204,666593269,666593942,0.01,36509,666593942,666593942,0.01,36506,666593942,666594424,0.01,36160,666594424,666594424,0.01,36214,666594424,666594700,0.01,35927,666594700,666594700,0.01,35843,666594700,799955747,94.38,94.38,0.00,1614323,24.63,24.63,58,481718,7.35,7.35,666593509,0.01,37244,666593509,666593509,0.01,37330,666593509,666594153,0.01,36696,666594153,666594153,0.01,36708,666594153,666594547,0.01,36389,666594547,666594547,0.01,36394,666594547,666594801,0.01,36226,666594801,666594801,0.01,36259,666594801,799956236,99.99,99.99,0.00,1528116,23.32,23.32,55,574699,8.77,8.77,
2026-04-01,21:22:26.854,666515495,0.01,37253,666515495,666515495,0.01,37265,666515495,666516106,0.01,36645,666516106,666516106,0.01,36701,666516106,666516536,0.01,36178,666516536,666516536,0.01,36126,666516536,666516837,0.01,35824,666516837,666516837,0.01,35874,666516837,799863677,94.74,94.74,0.00,1610295,24.57,24.57,59,480059,7.33,7.33,666515405,0.01,37169,666515405,666515405,0.01,37084,666515405,666515771,0.01,36781,666515771,666515771,0.01,36776,666515771,666516077,0.01,36416,666516077,666516077,0.01,36410,666516077,666516257,0.01,36260,666516257,666516257,0.01,36219,666516257,799839613,99.86,99.86,0.00,1530338,23.35,23.35,55,578513,8.83,8.83,
2026-04-01,21:22:27.854,666517961,0.01,37400,666517961,666517961,0.01,37405,666517961,666518738,0.01,36632,666518738,666518738,0.01,36573,666518738,666519184,0.01,36195,666519184,666519184,0.01,36305,666519184,666519422,0.01,36067,666519422,666519422,0.01,36067,666519422,799865896,94.60,94.60,0.00,1611259,24.59,24.59,59,480451,7.33,7.33,666517929,0.01,37225,666517929,666517929,0.01,37239,666517929,666518420,0.01,36719,666518420,666518420,0.01,36720,666518420,666518650,0.01,36592,666518650,666518650,0.01,36589,666518650,666519034,0.01,36092,666519034,666519034,0.01,36134,666519034,799867159,99.95,99.95,0.00,1528482,23.32,23.32,55,570423,8.70,8.70,
2026-04-01,21:22:28.854,667192701,0.01,37230,667192701,667192701,0.01,37176,667192701,667193249,0.01,36529,667193249,667193249,0.01,36424,667193249,667193655,0.01,35831,667193655,667193655,0.01,35732,667193655,667193877,0.01,35468,667193877,667193877,0.01,35385,667193877,800674045,94.66,94.66,0.00,1608859,24.55,24.55,59,481750,7.35,7.35,667191092,0.01,36835,667191092,667191092,0.01,36845,667191092,667191460,0.01,36435,667191460,667191460,0.01,36434,667191460,667191660,0.01,36214,667191660,667191660,0.01,36221,667191660,667191830,0.01,35991,667191830,667191830,0.01,35979,667191830,800675079,99.98,99.98,0.00,1529605,23.34,23.34,55,571233,8.72,8.72,
2026-04-01,21:22:29.854,666511388,0.01,36391,666511388,666511388,0.01,36375,666511388,666511998,0.01,35787,666511998,666511998,0.01,35838,666511998,666512286,0.01,35678,666512286,666512286,0.01,35625,666512286,666512519,0.01,35354,666512519,666512519,0.01,35421,666512519,799857882,94.48,94.48,0.00,1615189,24.65,24.65,60,482226,7.36,7.36,666511757,0.01,37113,666511757,666511757,0.01,37101,666511757,666512270,0.01,36654,666512270,666512270,0.01,36660,666512270,666512483,0.01,36337,666512483,666512483,0.01,36318,666512483,666512783,0.01,36095,666512783,666512783,0.01,36090,666512783,799857523,99.98,99.98,0.00,1528206,23.32,23.32,55,575953,8.79,8.79,
2026-04-01,21:22:30.854,666493859,0.01,36281,666493859,666493859,0.01,36336,666493859,666494591,0.01,35699,666494591,666494591,0.01,35706,666494591,666494797,0.01,35565,666494797,666494797,0.01,35615,666494797,666495029,0.01,35479,666495029,666495029,0.01,35437,666495029,799835843,94.82,94.82,0.00,1606633,24.52,24.52,58,482402,7.36,7.36,666504812,0.01,36801,666504812,666504812,0.01,36755,666504812,666505140,0.01,36288,666505140,666505140,0.01,36227,666505140,666505305,0.01,35965,666505305,666505305,0.01,35925,666505305,666505556,0.01,35584,666505556,666505556,0.01,35515,666505556,799849141,99.97,99.97,0.00,1528231,23.32,23.32,54,571196,8.72,8.72,
2026-04-01,21:22:31.854,666499791,0.01,37181,666499791,666499791,0.01,37192,666499791,666500500,0.01,36493,666500500,666500500,0.01,36546,666500500,666500935,0.01,36117,666500935,666500935,0.01,36168,666500935,666501375,0.01,35772,666501375,666501375,0.01,35779,666501375,799845964,94.46,94.46,0.00,1610324,24.57,24.57,59,489165,7.46,7.46,666489581,0.01,36214,666489581,666489581,0.01,36262,666489581,666490066,0.01,35844,666490066,666490066,0.01,35909,666490066,666490373,0.01,35677,666490373,666490373,0.01,35721,666490373,666490507,0.01,35744,666490507,666490507,0.01,35793,666490507,799850775,99.81,99.81,0.00,1530873,23.36,23.36,54,565480,8.63,8.63,
2026-04-01,21:22:32.854,666508921,0.01,37391,666508921,666508921,0.01,37397,666508921,666509586,0.01,36705,666509586,666509586,0.01,36692,666509586,666509817,0.01,36365,666509817,666509817,0.01,36306,666509817,666510152,0.01,35970,666510152,666510152,0.01,36011,666510152,799854183,94.81,94.81,0.00,1610197,24.57,24.57,59,484572,7.39,7.39,666508680,0.01,36717,666508680,666508680,0.01,36703,666508680,666509065,0.01,36307,666509065,666509065,0.01,36289,666509065,666509338,0.01,36031,666509338,666509338,0.01,36034,666509338,666509462,0.01,35920,666509462,666509462,0.01,35931,666509462,799836480,99.98,99.98,0.00,1530795,23.36,23.36,55,562078,8.58,8.58,
2026-04-01,21:22:33.855,667184894,0.01,37162,667184894,667184894,0.01,37153,667184894,667185511,0.01,36555,667185511,667185511,0.01,36513,667185511,667185810,0.01,36204,667185810,667185810,0.01,36202,667185810,667186282,0.01,35667,667186282,667186282,0.01,35632,667186282,800666227,94.49,94.49,0.00,1610532,24.57,24.55,58,488619,7.46,7.45,667184295,0.01,36783,667184295,667184295,0.01,36780,667184295,667184725,0.01,36362,667184725,667184725,0.01,36372,667184725,667184896,0.01,36219,667184896,667184896,0.01,36230,667184896,667185139,0.01,35923,667185139,667185139,0.01,35924,667185139,800665221,99.98,99.98,0.00,1531904,23.38,23.35,56,562619,8.58,8.58,
2026-04-01,21:22:34.855,667185346,0.01,37747,667185346,667185346,0.01,37729,667185346,667186131,0.01,36920,667186131,667186131,0.01,36956,667186131,667186649,0.01,36605,667186649,667186649,0.01,36619,667186649,667187110,0.01,36255,667187110,667187110,0.01,36337,667187110,800669692,94.35,94.35,0.00,1617356,24.68,24.68,59,486478,7.42,7.42,667189007,0.01,36746,667189007,667189007,0.01,36749,667189007,667189428,0.01,36530,667189428,667189428,0.01,36530,667189428,667189584,0.01,36373,667189584,667189584,0.01,36360,667189584,667189860,0.01,36182,667189860,667189860,0.01,36182,667189860,800668973,99.98,99.98,0.00,1529719,23.34,23.34,54,562038,8.58,8.58,
2026-04-01,21:22:35.855,666503966,0.01,36987,666503966,666503966,0.01,37052,666503966,666504594,0.01,36425,666504594,666504594,0.01,36430,666504594,666504848,0.01,35998,666504848,666504848,0.01,35978,666504848,666504996,0.01,35737,666504996,666504996,0.01,35649,666504996,799847119,94.86,94.86,0.00,1604253,24.48,24.48,59,481881,7.35,7.35,666501682,0.01,36681,666501682,666501682,0.01,36642,666501682,666502020,0.01,35996,666502020,666502020,0.01,35936,666502020,666502110,0.01,35739,666502110,666502110,0.01,35684,666502110,666502168,0.01,35322,666502168,666502168,0.01,35264,666502168,799846688,99.96,99.96,0.00,1528244,23.32,23.32,55,560271,8.55,8.55,
2026-04-01,21:22:36.855,666499507,0.01,36923,666499507,666499507,0.01,36881,666499507,666500134,0.01,36290,666500134,666500134,0.01,36247,666500134,666500401,0.01,36037,666500401,666500401,0.01,36048,666500401,666500711,0.01,35793,666500711,666500711,0.01,35789,666500711,799846140,94.59,94.59,0.00,1617159,24.68,24.68,59,486517,7.42,7.42,666515746,0.01,36273,666515746,666515746,0.01,36326,666515746,666516204,0.01,36022,666516204,666516204,0.01,36086,666516204,666516384,0.01,36007,666516384,666516384,0.01,36064,666516384,666516614,0.01,35962,666516614,666516614,0.01,36034,666516614,799862736,99.99,99.99,0.00,1530985,23.36,23.36,54,561357,8.57,8.57,
2026-04-01,21:22:37.855,666518634,0.01,36537,666518634,666518634,0.01,36539,666518634,666519188,0.01,35954,666519188,666519188,0.01,35950,666519188,666519310,0.01,35776,666519310,666519310,0.01,35773,666519310,666519482,0.01,35546,666519482,666519482,0.01,35555,666519482,799864076,94.63,94.63,0.00,1610688,24.58,24.58,59,479934,7.32,7.32,666502855,0.01,36433,666502855,666502855,0.01,36378,666502855,666503073,0.01,36023,666503073,666503073,0.01,35972,666503073,666503241,0.01,35705,666503241,666503241,0.01,35649,666503241,666503306,0.01,35568,666503306,666503306,0.01,35516,666503306,799861831,99.85,99.85,0.00,1530164,23.35,23.35,56,562679,8.59,8.59,
2026-04-01,21:22:38.855,666546520,0.01,36837,666546520,666546520,0.01,36824,666546520,666547018,0.01,36365,666547018,666547018,0.01,36389,666547018,666547314,0.01,36151,666547314,666547314,0.01,36150,666547314,666547594,0.01,35877,666547594,666547594,0.01,35970,666547594,799899974,94.54,94.54,0.00,1612345,24.60,24.60,58,482985,7.37,7.37,666547918,0.01,36019,666547918,666547918,0.01,36046,666547918,666548303,0.01,35749,666548303,666548303,0.01,35800,666548303,666548445,0.01,35752,666548445,666548445,0.01,35816,666548445,666548568,0.01,35673,666548568,666548568,0.01,35720,666548568,799886447,99.99,99.99,0.00,1528008,23.32,23.32,54,567026,8.65,8.65,
2026-04-01,21:22:39.856,667173868,0.01,38329,667173868,667173868,0.01,38449,667173868,667175036,0.01,37338,667175036,667175036,0.01,37365,667175036,667175582,0.01,36865,667175582,667175582,0.01,36871,667175582,667176050,0.01,36470,667176050,667176050,0.01,36464,667176050,800657464,94.22,94.22,0.00,1621928,24.75,24.72,59,480929,7.34,7.33,667178771,0.01,37003,667178771,667178771,0.01,37031,667178771,667179142,0.01,36937,667179142,667179142,0.01,36937,667179142,667179587,0.01,36559,667179587,667179587,0.01,36558,667179587,667179968,0.01,36343,667179968,667179968,0.01,36348,667179968,800657776,99.95,99.95,0.00,1529994,23.35,23.32,55,566936,8.65,8.64,
2026-04-01,21:22:40.856,667177881,0.01,37611,667177881,667177881,0.01,37490,667177881,667178394,0.01,36887,667178394,667178394,0.01,36898,667178394,667178707,0.01,36554,667178707,667178707,0.01,36566,667178707,667179071,0.01,36116,667179071,667179071,0.01,36066,667179071,800656854,94.74,94.74,0.00,1601792,24.44,24.44,60,481931,7.35,7.35,667176442,0.01,36954,667176442,667176442,0.01,36940,667176442,667176682,0.01,36425,667176682,667176682,0.01,36414,667176682,667176817,0.01,36220,667176817,667176817,0.01,36223,667176817,667177007,0.01,35876,667177007,667177007,0.01,35877,667177007,800655231,99.98,99.98,0.00,1529551,23.34,23.34,55,558872,8.53,8.53,
2026-04-01,21:22:41.856,666487754,0.01,37655,666487754,666487754,0.01,37676,666487754,666488730,0.01,36750,666488730,666488730,0.01,36741,666488730,666489120,0.01,36341,666489120,666489120,0.01,36320,666489120,666489474,0.01,36039,666489474,666489474,0.01,36047,666489474,799830461,94.43,94.43,0.00,1611785,24.59,24.59,59,488113,7.45,7.45,666488697,0.01,36975,666488697,666488697,0.01,36975,666488697,666489141,0.01,36521,666489141,666489141,0.01,36527,666489141,666489572,0.01,36084,666489572,666489572,0.01,36085,666489572,666489776,0.01,35955,666489776,666489776,0.01,35952,666489776,799832391,99.90,99.90,0.00,1532286,23.38,23.38,55,566214,8.64,8.64,
2026-04-01,21:22:42.856,666499481,0.01,37561,666499481,666499481,0.01,37541,666499481,666500418,0.01,36562,666500418,666500418,0.01,36547,666500418,666500713,0.01,36210,666500713,666500713,0.01,36212,666500713,666501111,0.01,35759,666501111,666501111,0.01,35702,666501111,799860021,94.72,94.72,0.00,1608086,24.54,24.54,59,483372,7.38,7.38,666513665,0.01,36949,666513665,666513665,0.01,36902,666513665,666514117,0.01,36487,666514117,666514117,0.01,36435,666514117,666514392,0.01,36081,666514392,666514392,0.01,36006,666514392,666514618,0.01,35905,666514618,666514618,0.01,35841,666514618,799861527,99.79,99.79,0.00,1531772,23.37,23.37,56,563428,8.60,8.60,
2026-04-01,21:22:43.856,666526401,0.01,37575,666526401,666526401,0.01,37652,666526401,666527073,0.01,37021,666527073,666527073,0.01,37147,666527073,666527721,0.01,36742,666527721,666527721,0.01,37044,666527721,666528303,0.01,36480,666528303,666528303,0.01,36564,666528303,799862659,94.09,94.09,0.00,1619748,24.72,24.72,58,486521,7.42,7.42,666514920,0.01,36698,666514920,666514920,0.01,36759,666514920,666515499,0.01,36137,666515499,666515499,0.01,36184,666515499,666515727,0.01,36047,666515727,666515727,0.01,36121,666515727,666516002,0.01,35809,666516002,666516002,0.01,35856,666516002,799862989,99.95,99.95,0.00,1528333,23.32,23.32,55,564813,8.62,8.62,
2026-04-01,21:22:44.857,667163640,0.01,37766,667163640,667163640,0.01,37683,667163640,667164304,0.01,36987,667164304,667164304,0.01,36834,667164304,667164496,0.01,36438,667164496,667164496,0.01,36144,667164496,667164831,0.01,35817,667164831,667164831,0.01,35734,667164831,800638941,94.66,94.66,0.00,1608519,24.54,24.52,58,492217,7.51,7.50,667163330,0.01,36920,667163330,667163330,0.01,36920,667163330,667163704,0.01,36574,667163704,667163704,0.01,36598,667163704,667163903,0.01,36388,667163903,667163903,0.01,36390,667163903,667164089,0.01,36057,667164089,667164089,0.01,36076,667164089,800638890,99.97,99.97,0.00,1528131,23.32,23.29,56,563471,8.60,8.59,
2026-04-01,21:22:45.858,667163355,0.01,37095,667163355,667163355,0.01,37091,667163355,667164012,0.01,36404,667164012,667164012,0.01,36445,667164012,667164297,0.01,36100,667164297,667164297,0.01,36088,667164297,667164651,0.01,35695,667164651,667164651,0.01,35748,667164651,800641023,94.92,94.92,0.00,1607374,24.53,24.53,58,488039,7.45,7.45,667162108,0.01,36775,667162108,667162108,0.01,36760,667162108,667162561,0.01,36280,667162561,667162561,0.01,36257,667162561,667162855,0.01,35972,667162855,667162855,0.01,35971,667162855,667162976,0.01,35907,667162976,667162976,0.01,35882,667162976,800638251,99.98,99.98,0.00,1529857,23.34,23.34,54,558913,8.53,8.53,
2026-04-01,21:22:46.857,666503933,0.01,36707,666503933,666503933,0.01,36706,666503933,666504596,0.01,36123,666504596,666504596,0.01,36089,666504596,666504828,0.01,35858,666504828,666504828,0.01,35938,666504828,666505051,0.01,35774,666505051,666505051,0.01,35716,666505051,799847120,94.64,94.64,0.00,1607046,24.52,24.52,59,487097,7.43,7.43,666503724,0.01,36432,666503724,666503724,0.01,36376,666503724,666504046,0.01,35967,666504046,666504046,0.01,35919,666504046,666504175,0.01,35696,666504175,666504175,0.01,35642,666504175,666504233,0.01,35439,666504233,666504233,0.01,35420,666504233,799847728,99.99,99.99,0.00,1528001,23.32,23.32,54,564486,8.61,8.61,
2026-04-01,21:22:47.857,666524502,0.01,36904,666524502,666524502,0.01,36868,666524502,666525030,0.01,36243,666525030,666525030,0.01,36212,666525030,666525295,0.01,35857,666525295,666525295,0.01,35726,666525295,666525502,0.01,35404,666525502,666525502,0.01,35419,666525502,799874254,94.39,94.39,0.00,1618621,24.70,24.70,59,488023,7.45,7.45,666524988,0.01,36106,666524988,666524988,0.01,36179,666524988,666525372,0.01,35906,666525372,666525372,0.01,35964,666525372,666525701,0.01,35726,666525701,666525701,0.01,35774,666525701,666525828,0.01,35895,666525828,666525828,0.01,35949,666525828,799872340,99.95,99.95,0.00,1528448,23.32,23.32,55,566908,8.65,8.65,
2026-04-01,21:22:48.857,666543314,0.01,36685,666543314,666543314,0.01,36697,666543314,666544065,0.01,35929,666544065,666544065,0.01,35942,666544065,666544538,0.01,35479,666544538,666544538,0.01,35489,666544538,666544873,0.01,35207,666544873,666544873,0.01,35216,666544873,799911133,94.69,94.69,0.00,1612312,24.60,24.60,59,488936,7.46,7.46,666556786,0.01,37334,666556786,666556786,0.01,37366,666556786,666557272,0.01,37034,666557272,666557272,0.01,37090,666557272,666557717,0.01,36767,666557717,666557717,0.01,36831,666557717,666557858,0.01,36686,666557858,666557858,0.01,36732,666557858,799916735,99.84,99.84,0.00,1530515,23.35,23.35,55,576427,8.80,8.80,
2026-04-01,21:22:49.857,666502175,0.01,36276,666502175,666502175,0.01,36297,666502175,666502813,0.01,35700,666502813,666502813,0.01,35713,666502813,666502916,0.01,35761,666502916,666502916,0.01,35812,666502916,666503117,0.01,35615,666503117,666503117,0.01,35635,666503117,799831696,94.65,94.65,0.00,1609821,24.56,24.56,59,490591,7.49,7.49,666487889,0.01,37341,666487889,666487889,0.01,37292,666487889,666488187,0.01,36832,666488187,666488187,0.01,36773,666488187,666488395,0.01,36440,666488395,666488395,0.01,36379,666488395,666488468,0.01,36213,666488468,666488468,0.01,36151,666488468,799829091,99.98,99.98,0.00,1527967,23.31,23.31,55,575105,8.78,8.78,
2026-04-01,21:22:50.858,667197332,0.01,37201,667197332,667197332,0.01,37231,667197332,667197985,0.01,36769,667197985,667197985,0.01,36861,667197985,667198388,0.01,36473,667198388,667198388,0.01,36476,667198388,667198617,0.01,36248,667198617,667198617,0.01,36220,667198617,800682992,94.47,94.47,0.00,1613684,24.62,24.60,59,495492,7.56,7.55,667200451,0.01,36930,667200451,667200451,0.01,36944,667200451,667200808,0.01,36584,667200808,667200808,0.01,36586,667200808,667201218,0.01,36177,667201218,667201218,0.01,36180,667201218,667201430,0.01,35979,667201430,667201430,0.01,35979,667201430,800683775,99.98,99.98,0.00,1529702,23.34,23.32,54,567090,8.65,8.64,
