,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,21:28:33.782,1064202889,0.51,286983,56010678,1064202889,100.00,-1,-1,1064202841,0.27,161800,59122380,1064202841,100.00,-1,-1,1064203004,0.65,361452,56010684,1064203004,100.00,-1,-1,1064202937,0.12,75686,62600172,1064202937,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997687323,0.00,0.00,0.00,585228,35.72,35.79,50,345330,5.28,5.29,
2026-04-01,21:28:34.781,1063996755,0.50,293811,59110930,1063996755,100.00,-1,-1,1063996676,0.32,201137,62588039,1063996676,100.00,-1,-1,1063996629,0.57,466639,81845894,1063996629,100.00,-1,-1,1063996626,0.39,245265,62588036,1063996626,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997499355,0.00,0.00,0.00,586248,35.78,35.89,50,342210,5.24,5.25,
2026-04-01,21:28:35.781,1064033134,0.48,284978,59112951,1064033134,100.00,-1,-1,1064033070,0.43,229522,53201653,1064033070,100.00,-1,-1,1064032847,0.55,324560,59112935,1064032847,100.00,-1,-1,1064032949,0.47,295183,62590173,1064032949,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997528585,0.00,0.00,0.00,588177,35.90,35.97,50,342281,5.24,5.25,
2026-04-01,21:28:36.781,1064038247,0.61,293774,48365374,1064038247,100.00,-1,-1,1064038640,0.64,325454,50668506,1064038640,100.00,-1,-1,1064039313,0.93,428329,46262578,1064039313,100.00,-1,-1,1064039384,0.75,382340,50668542,1064039384,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997542530,0.00,0.00,0.00,585557,35.74,35.81,50,342574,5.24,5.25,
2026-04-01,21:28:37.781,1064093103,0.63,293599,46264917,1064093103,100.00,-1,-1,1064093392,0.40,226066,56004915,1064093392,100.00,-1,-1,1064092978,0.74,341637,46264912,1064092978,100.00,-1,-1,1064092911,0.66,294323,44337204,1064092911,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997586301,0.00,0.00,0.00,585892,35.76,35.87,50,344861,5.28,5.29,
2026-04-01,21:28:38.781,1064005299,0.66,305402,46261099,1064005299,100.00,-1,-1,1064004689,1.17,595196,50666889,1064004689,100.00,-1,-1,1064004815,0.85,431120,50666895,1064004815,100.00,-1,-1,1064004812,0.82,349651,42560192,1064004812,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997512630,0.00,0.00,0.00,582939,35.58,35.65,50,344235,5.27,5.28,
2026-04-01,21:28:39.782,1065123846,0.33,218794,66570240,1065123846,100.00,-1,-1,1065123910,0.41,244030,59173550,1065123910,100.00,-1,-1,1065123415,0.43,252031,59173523,1065123415,100.00,-1,-1,1065123377,0.41,217258,53256168,1065123377,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998582407,0.00,0.00,0.00,589095,35.96,36.03,51,345807,5.29,5.30,
2026-04-01,21:28:40.782,1064095975,0.50,356892,70939731,1064095975,100.00,-1,-1,1064095838,0.40,238831,59116435,1064095838,100.00,-1,-1,1064096123,0.41,271902,66506007,1064096123,100.00,-1,-1,1064096487,0.60,372549,62593911,1064096487,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997549766,0.00,0.00,0.00,585256,35.72,35.79,50,344257,5.27,5.28,
2026-04-01,21:28:41.782,1064051663,0.61,214693,35468388,1064051663,100.00,-1,-1,1064051670,0.89,325640,36691436,1064051670,100.00,-1,-1,1064051397,0.79,288142,36691427,1064051397,100.00,-1,-1,1064051328,1.00,366671,36691425,1064051328,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997546762,0.00,0.00,0.00,587741,35.87,35.98,50,343548,5.26,5.27,
2026-04-01,21:28:42.782,1064302837,0.62,410111,66518927,1064302837,100.00,-1,-1,1064302869,0.47,456060,96754806,1064302869,100.00,-1,-1,1064303134,0.68,520671,76021652,1064303134,100.00,-1,-1,1064302990,0.56,349650,62606058,1064302990,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997802124,0.00,0.00,0.00,590132,36.02,36.09,50,346452,5.30,5.31,
2026-04-01,21:28:43.782,1064014836,0.69,408498,59111935,1064014836,100.00,-1,-1,1064014898,0.57,353755,62589111,1064014898,100.00,-1,-1,1064014809,0.59,329121,56000779,1064014809,100.00,-1,-1,1064014889,0.45,281280,62589111,1064014889,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997496594,0.00,0.00,0.00,589911,36.01,36.08,51,346831,5.31,5.32,
2026-04-01,21:28:44.784,1065173606,0.74,412186,56061768,1065173606,100.00,-1,-1,1065174015,0.71,327288,46311913,1065174015,100.00,-1,-1,1065173973,0.85,432279,50722570,1065173973,100.00,-1,-1,1065173723,0.73,354107,48416987,1065173723,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998600689,0.00,0.00,0.00,591688,36.11,36.19,50,344659,5.27,5.28,
2026-04-01,21:28:45.783,1063732229,0.62,288815,46249227,1063732229,100.00,-1,-1,1063732527,0.36,182431,50653929,1063732527,100.00,-1,-1,1063732810,0.41,191657,46249252,1063732810,100.00,-1,-1,1063732952,0.28,133958,48351497,1063732952,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997254692,0.00,0.00,0.00,586798,35.82,35.92,50,343311,5.25,5.27,
2026-04-01,21:28:46.781,1063343422,0.49,261795,53167171,1063343422,100.00,-1,-1,1063342745,0.64,296861,46232293,1063342745,100.00,-1,-1,1063342919,0.53,223759,42533716,1063342919,100.00,-1,-1,1063342916,0.63,269850,42533716,1063342916,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,996877820,0.00,0.00,0.00,587050,35.83,35.94,50,343490,5.26,5.27,
2026-04-01,21:28:47.781,1063946192,0.62,227645,36687799,1063946192,100.00,-1,-1,1063946078,0.71,280667,39405410,1063946078,100.00,-1,-1,1063945454,0.60,244123,40920979,1063945454,100.00,-1,-1,1063945429,0.56,211651,37998051,1063945429,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997449002,0.00,0.00,0.00,582565,35.56,35.63,50,344720,5.27,5.28,
2026-04-01,21:28:48.781,1064059011,0.68,316027,46263435,1064059011,100.00,-1,-1,1064059054,0.58,266954,46263437,1064059054,100.00,-1,-1,1064059438,0.39,276821,70937295,1064059438,100.00,-1,-1,1064059317,0.63,482236,76004236,1064059317,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997556439,0.00,0.00,0.00,588754,35.93,36.04,50,345361,5.28,5.30,
2026-04-01,21:28:49.781,1063979638,0.73,353479,48362710,1063979638,100.00,-1,-1,1063979678,0.38,200308,53198983,1063979678,100.00,-1,-1,1063983457,0.48,211797,44332644,1063983457,100.00,-1,-1,1064010527,0.54,336361,62588854,1064010527,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997536374,0.00,0.00,0.00,585998,35.77,35.84,50,346037,5.29,5.30,
2026-04-01,21:28:50.781,1064093092,0.92,406998,44337212,1064093092,100.00,-1,-1,1064093296,0.54,237935,44337220,1064093296,100.00,-1,-1,1064089470,0.60,279381,46264759,1064089470,100.00,-1,-1,1064062794,0.63,303027,48366490,1064062794,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997593771,0.00,0.00,0.00,586755,35.81,35.92,50,345488,5.29,5.30,
2026-04-01,21:28:51.780,1063569797,0.91,481586,53178489,1063569797,100.00,-1,-1,1063576789,0.49,324834,66473549,1063576789,100.00,-1,-1,1063580031,0.66,388482,59087779,1063580031,100.00,-1,-1,1063579903,0.98,692406,70905326,1063579903,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997065045,0.00,0.00,0.00,589673,35.99,36.10,50,344073,5.26,5.28,
2026-04-01,21:28:52.782,1064159706,0.26,144375,56008405,1064159706,100.00,-1,-1,1064152496,0.53,297063,56008026,1064152496,100.00,-1,-1,1064149459,0.27,160991,59119414,1064149459,100.00,-1,-1,1064149305,0.57,404929,70943287,1064149305,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997645350,0.00,0.00,0.00,588698,35.93,36.00,50,346713,5.30,5.32,
2026-04-01,21:28:53.781,1064599680,0.39,260975,66537480,1064599680,100.00,-1,-1,1064599651,0.38,338517,88716637,1064599651,100.00,-1,-1,1064599436,0.51,338626,66537464,1064599436,100.00,-1,-1,1064599256,0.44,277643,62623485,1064599256,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998037664,0.00,0.00,0.00,591587,36.11,36.18,50,347346,5.31,5.33,
2026-04-01,21:28:54.781,1064096527,0.42,235252,56005080,1064096527,100.00,-1,-1,1064098691,0.44,272480,62594040,1064098691,100.00,-1,-1,1064104097,0.26,160199,62594358,1064104097,100.00,-1,-1,1064109763,0.30,214140,70940650,1064109763,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997620341,0.00,0.00,0.00,589357,35.97,36.04,50,344986,5.28,5.29,
2026-04-01,21:28:55.781,1064936157,0.82,364824,44372339,1064936157,100.00,-1,-1,1064939239,0.99,440583,44372468,1064939239,100.00,-1,-1,1064939786,0.76,336542,44372491,1064939786,100.00,-1,-1,1064940050,0.79,364178,46301741,1064940050,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998430711,0.00,0.00,0.00,582604,35.56,35.63,50,345584,5.29,5.30,
2026-04-01,21:28:56.781,1064073557,0.41,145699,35469118,1064073557,100.00,-1,-1,1064068510,0.53,243566,46263848,1064068510,100.00,-1,-1,1064062485,0.49,186131,38002231,1064062485,100.00,-1,-1,1064056512,0.52,212467,40925250,1064056512,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997484556,0.00,0.00,0.00,583987,35.64,35.72,50,342722,5.24,5.25,
2026-04-01,21:28:57.781,1064087184,0.51,320520,62593363,1064087184,100.00,-1,-1,1064087158,0.28,250692,88673929,1064087158,100.00,-1,-1,1064086915,0.52,346504,66505432,1064086915,100.00,-1,-1,1064086942,0.49,304656,62593349,1064086942,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997581615,0.00,0.00,0.00,589555,35.98,36.09,50,345474,5.29,5.30,
2026-04-01,21:28:58.781,1064132311,0.60,317469,53206615,1064132311,100.00,-1,-1,1064139143,0.56,369970,66508696,1064139143,100.00,-1,-1,1064146435,0.61,311301,50673639,1064146435,100.00,-1,-1,1064146701,0.54,321615,59119261,1064146701,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997638100,0.00,0.00,0.00,586811,35.82,35.89,50,347777,5.32,5.33,
2026-04-01,21:28:59.781,1064027427,0.42,342009,81848263,1064027427,100.00,-1,-1,1064020601,0.33,219748,66501287,1064020601,100.00,-1,-1,1064013425,0.42,233982,56000706,1064013425,100.00,-1,-1,1064013345,0.31,194281,62589020,1064013345,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997526956,0.00,0.00,0.00,587903,35.88,35.99,50,346776,5.31,5.32,
2026-04-01,21:29:00.782,1064099703,0.59,286373,48368168,1064099703,100.00,-1,-1,1064102279,0.59,298009,50671537,1064102279,100.00,-1,-1,1064102410,0.65,313444,48368291,1064102410,100.00,-1,-1,1064123406,0.45,226378,50672543,1064123406,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997619551,0.00,0.00,0.00,586026,35.77,35.84,50,348307,5.33,5.34,
2026-04-01,21:29:01.781,1064597973,0.58,344060,59144331,1064597973,100.00,-1,-1,1064601279,0.27,149031,56031646,1064601279,100.00,-1,-1,1064606570,0.88,424746,48391207,1064606570,100.00,-1,-1,1064585687,0.68,315076,46286334,1064585687,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998050780,0.00,0.00,0.00,587694,35.87,35.94,50,345846,5.29,5.30,
2026-04-01,21:29:02.781,1064124145,0.49,347393,70941609,1064124145,100.00,-1,-1,1064123047,0.55,388994,70941536,1064123047,100.00,-1,-1,1064117795,0.37,390520,106411779,1064117795,100.00,-1,-1,1064117755,0.50,296376,59117653,1064117755,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997594837,0.00,0.00,0.00,589140,35.96,36.03,50,347172,5.31,5.32,
2026-04-01,21:29:03.781,1064108796,0.75,307005,40927261,1064108796,100.00,-1,-1,1064103723,0.43,238835,56005459,1064103723,100.00,-1,-1,1064103684,0.68,257850,38003703,1064103684,100.00,-1,-1,1064103807,0.61,259175,42564152,1064103807,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997614049,0.00,0.00,0.00,586466,35.80,35.90,50,345891,5.29,5.31,
2026-04-01,21:29:04.781,1064149041,0.47,265962,56007844,1064149041,100.00,-1,-1,1064154791,0.41,200591,48370672,1064154791,100.00,-1,-1,1064160280,0.56,311357,56008435,1064160280,100.00,-1,-1,1064167060,0.57,253336,44340294,1064167060,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997656405,0.00,0.00,0.00,584229,35.66,35.73,51,346399,5.30,5.31,
2026-04-01,21:29:05.781,1064164801,0.96,393175,40929415,1064164801,100.00,-1,-1,1064159351,0.70,277518,39413309,1064159351,100.00,-1,-1,1064153707,0.81,276356,34327538,1064153707,100.00,-1,-1,1064147216,0.61,251159,40928739,1064147216,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997662092,0.00,0.00,0.00,581206,35.47,35.55,51,344686,5.27,5.28,
2026-04-01,21:29:06.782,1065157113,0.53,207728,39450263,1065157113,100.00,-1,-1,1065163198,0.79,337424,42606527,1065163198,100.00,-1,-1,1065168842,0.83,338303,40968032,1065168842,100.00,-1,-1,1065169810,0.59,190871,32277873,1065169810,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998601780,0.00,0.00,0.00,589768,36.00,36.07,50,345667,5.29,5.30,
2026-04-01,21:29:07.782,1064155416,0.31,181385,59119745,1064155416,100.00,-1,-1,1064149288,0.52,293853,56007857,1064149288,100.00,-1,-1,1064143789,0.43,220118,50673513,1064143789,100.00,-1,-1,1064142379,0.34,190939,56007493,1064142379,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997585737,0.00,0.00,0.00,588719,35.93,36.00,50,345774,5.29,5.30,
2026-04-01,21:29:08.783,1064080828,0.38,201840,53204041,1064080828,100.00,-1,-1,1064080867,0.48,221366,46264385,1064080867,100.00,-1,-1,1064080732,0.47,276806,59115596,1064080732,100.00,-1,-1,1064080490,0.32,140148,44336687,1064080490,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997573150,0.00,0.00,0.00,585591,35.74,35.85,50,345657,5.29,5.30,
2026-04-01,21:29:09.782,1063491854,0.45,370821,81807065,1063491854,100.00,-1,-1,1063491916,0.62,300012,48340541,1063491916,100.00,-1,-1,1063492251,0.70,374423,53174612,1063492251,100.00,-1,-1,1063492803,0.59,332159,55973305,1063492803,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997025963,0.00,0.00,0.00,584511,35.68,35.78,50,344727,5.27,5.29,
2026-04-01,21:29:10.782,1064220806,0.47,249968,53211040,1064220806,100.00,-1,-1,1064220542,0.70,393792,56011607,1064220542,100.00,-1,-1,1064220367,0.55,325220,59123353,1064220367,100.00,-1,-1,1064220063,0.30,229360,76015718,1064220063,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997705625,0.00,0.00,0.00,587166,35.84,35.91,50,347328,5.31,5.32,
2026-04-01,21:29:11.782,1064343946,0.55,365021,66521496,1064343946,100.00,-1,-1,1064343962,0.59,367319,62608468,1064343962,100.00,-1,-1,1064344014,0.40,226479,56018106,1064344014,100.00,-1,-1,1064344002,0.50,335284,66521500,1064344002,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997821906,0.00,0.00,0.00,586317,35.79,35.86,50,346866,5.31,5.32,
2026-04-01,21:29:12.782,1064092971,0.50,229564,46264911,1064092971,100.00,-1,-1,1064099257,0.42,212436,50671393,1064099257,100.00,-1,-1,1064105228,0.44,204232,46265444,1064105228,100.00,-1,-1,1064111017,0.74,301375,40927346,1064111017,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997622906,0.00,0.00,0.00,588569,35.92,36.00,50,348678,5.33,5.35,
2026-04-01,21:29:13.782,1064416568,0.67,338546,50686503,1064416568,100.00,-1,-1,1064411290,0.59,315503,53220564,1064411290,100.00,-1,-1,1064405171,0.48,337908,70960344,1064405171,100.00,-1,-1,1064399306,0.70,439598,62611723,1064399306,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997867501,0.00,0.00,0.00,588589,35.92,36.03,50,343941,5.26,5.28,
2026-04-01,21:29:14.783,1064116265,0.97,448878,46265924,1064116265,100.00,-1,-1,1064115576,0.53,280181,53205778,1064115576,100.00,-1,-1,1064115621,0.64,283662,44338150,1064115621,100.00,-1,-1,1064115664,0.74,343292,46265898,1064115664,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997640509,0.00,0.00,0.00,585235,35.72,35.79,50,345261,5.28,5.29,
2026-04-01,21:29:15.781,1063671075,0.63,267917,42546843,1063671075,100.00,-1,-1,1063671225,0.63,304332,48348692,1063671225,100.00,-1,-1,1063672017,0.61,340192,55982737,1063672017,100.00,-1,-1,1063671960,0.67,325261,48348725,1063671960,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997149266,0.00,0.00,0.00,587272,35.84,35.95,50,343552,5.26,5.27,
2026-04-01,21:29:16.781,1064060357,0.69,406190,59114464,1064060357,100.00,-1,-1,1064059996,0.47,296941,62591764,1064059996,100.00,-1,-1,1064059165,0.65,386115,59114398,1064059165,100.00,-1,-1,1064059195,0.52,371765,70937279,1064059195,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997557295,0.00,0.00,0.00,585688,35.75,35.82,50,346590,5.30,5.31,
2026-04-01,21:29:17.781,1064106675,0.36,213608,59117037,1064106675,100.00,-1,-1,1064106833,0.38,213715,56005622,1064106833,100.00,-1,-1,1064107136,0.41,206834,50671768,1064107136,100.00,-1,-1,1064107431,0.37,230655,62594554,1064107431,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997602904,0.00,0.00,0.00,586159,35.78,35.88,50,348171,5.33,5.34,
2026-04-01,21:29:18.782,1063981584,0.56,316301,55999030,1063981584,100.00,-1,-1,1063981466,0.19,124181,66498841,1063981466,100.00,-1,-1,1063981475,0.31,184570,59110081,1063981475,100.00,-1,-1,1063981236,0.31,194725,62587131,1063981236,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997475880,0.00,0.00,0.00,584902,35.70,35.77,50,348420,5.33,5.34,
2026-04-01,21:29:19.781,1064012238,0.31,236347,76000874,1064012238,100.00,-1,-1,1064012732,0.35,221083,62588984,1064012732,100.00,-1,-1,1064012659,0.37,248966,66500791,1064012659,100.00,-1,-1,1064012601,0.37,198935,53200630,1064012601,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997533032,0.00,0.00,0.00,585382,35.73,35.84,50,347434,5.32,5.33,
2026-04-01,21:29:20.783,1063980983,0.48,256407,53199049,1063980983,100.00,-1,-1,1063980537,0.58,326823,55998975,1063980537,100.00,-1,-1,1063980256,0.78,379363,48362738,1063980256,100.00,-1,-1,1063980228,0.69,434858,62587072,1063980228,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997462833,0.00,0.00,0.00,585962,35.76,35.84,50,348491,5.33,5.34,
2026-04-01,21:29:21.781,1063978055,0.35,230462,66498628,1063978055,100.00,-1,-1,1063984288,0.59,297167,50665918,1063984288,100.00,-1,-1,1063990637,0.10,52460,53199531,1063990637,100.00,-1,-1,1063991548,0.30,187247,62587738,1063991548,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997513643,0.00,0.00,0.00,581772,35.51,35.62,50,346680,5.30,5.32,
