,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,21:24:26.992,1197215682,100.00,-1,-1,1197215682,0.00,2,1197215682,1197215718,100.00,-1,-1,1197215718,0.00,2,1197215718,1197215766,100.00,-1,-1,1197215766,0.00,2,1197215766,1197215802,100.00,-1,-1,1197215802,0.00,2,1197215802,1197215844,100.00,-1,-1,1197215844,0.00,2,1197215844,1197215892,100.00,-1,-1,1197215892,0.00,2,1197215892,1197215931,100.00,-1,-1,1197215931,0.00,2,1197215931,1197215964,100.00,-1,-1,1197215964,0.00,2,1197215964,1097641091,0.00,0.00,0.00,1512824,92.34,92.34,50,95683,5.84,5.84,
2026-04-01,21:24:27.992,1197278676,100.00,-1,-1,1197278676,0.00,2,1197278676,1197278676,100.00,-1,-1,1197278676,0.00,2,1197278676,1197278670,100.00,-1,-1,1197278670,0.00,2,1197278670,1197278664,100.00,-1,-1,1197278664,0.00,2,1197278664,1197278661,100.00,-1,-1,1197278661,0.00,2,1197278661,1197278697,100.00,-1,-1,1197278697,0.00,2,1197278697,1197278700,100.00,-1,-1,1197278700,0.00,2,1197278700,1197278709,100.00,-1,-1,1197278709,0.00,2,1197278709,1097601150,0.00,0.00,0.00,1510488,92.19,92.19,50,94549,5.77,5.77,
2026-04-01,21:24:28.992,1197417585,100.00,-1,-1,1197417585,0.00,2,1197417585,1197417588,100.00,-1,-1,1197417588,0.00,2,1197417588,1197417588,100.00,-1,-1,1197417588,0.00,2,1197417588,1197417591,100.00,-1,-1,1197417591,0.00,2,1197417591,1197417570,100.00,-1,-1,1197417570,0.00,2,1197417570,1197417522,100.00,-1,-1,1197417522,0.00,2,1197417522,1197417555,100.00,-1,-1,1197417555,0.00,2,1197417555,1197417561,100.00,-1,-1,1197417561,0.00,2,1197417561,1097732697,0.00,0.00,0.00,1522758,92.94,92.94,50,94904,5.79,5.79,
2026-04-01,21:24:29.992,1197352713,100.00,-1,-1,1197352713,0.00,2,1197352713,1197352719,100.00,-1,-1,1197352719,0.00,2,1197352719,1197352719,100.00,-1,-1,1197352719,0.00,2,1197352719,1197352764,100.00,-1,-1,1197352764,0.00,2,1197352764,1197352809,100.00,-1,-1,1197352809,0.00,2,1197352809,1197352797,100.00,-1,-1,1197352797,0.00,2,1197352797,1197352800,100.00,-1,-1,1197352800,0.00,2,1197352800,1197352800,100.00,-1,-1,1197352800,0.00,2,1197352800,1097676750,0.00,0.00,0.00,1514297,92.43,92.43,50,96053,5.86,5.86,
2026-04-01,21:24:30.993,1197404331,100.00,-1,-1,1197404331,0.00,2,1197404331,1197404328,100.00,-1,-1,1197404328,0.00,2,1197404328,1197404331,100.00,-1,-1,1197404331,0.00,2,1197404331,1197404334,100.00,-1,-1,1197404334,0.00,2,1197404334,1197404340,100.00,-1,-1,1197404340,0.00,2,1197404340,1197404340,100.00,-1,-1,1197404340,0.00,2,1197404340,1197404340,100.00,-1,-1,1197404340,0.00,2,1197404340,1197404343,100.00,-1,-1,1197404343,0.00,2,1197404343,1097731019,0.00,0.00,0.00,1522652,92.94,92.84,49,98180,5.99,5.99,
2026-04-01,21:24:31.993,1197331596,100.00,-1,-1,1197331596,0.00,2,1197331596,1197331593,100.00,-1,-1,1197331593,0.00,2,1197331593,1197331818,100.00,-1,-1,1197331818,0.00,2,1197331818,1197331827,100.00,-1,-1,1197331827,0.00,2,1197331827,1197331827,100.00,-1,-1,1197331827,0.00,2,1197331827,1197331830,100.00,-1,-1,1197331830,0.00,2,1197331830,1197331827,100.00,-1,-1,1197331827,0.00,2,1197331827,1197331827,100.00,-1,-1,1197331827,0.00,2,1197331827,1097664060,0.00,0.00,0.00,1520997,92.83,92.83,49,95529,5.83,5.83,
2026-04-01,21:24:32.993,1197310227,100.00,-1,-1,1197310227,0.00,2,1197310227,1197310218,100.00,-1,-1,1197310218,0.00,2,1197310218,1197310215,100.00,-1,-1,1197310215,0.00,2,1197310215,1197310221,100.00,-1,-1,1197310221,0.00,2,1197310221,1197310218,100.00,-1,-1,1197310218,0.00,2,1197310218,1197310221,100.00,-1,-1,1197310221,0.00,2,1197310221,1197310221,100.00,-1,-1,1197310221,0.00,2,1197310221,1197310224,100.00,-1,-1,1197310224,0.00,2,1197310224,1097634485,0.00,0.00,0.00,1516232,92.54,92.54,50,95879,5.85,5.85,
2026-04-01,21:24:33.995,1197979002,100.00,-1,-1,1197979002,0.00,2,1197979002,1197979002,100.00,-1,-1,1197979002,0.00,2,1197979002,1197979005,100.00,-1,-1,1197979005,0.00,2,1197979005,1197978990,100.00,-1,-1,1197978990,0.00,2,1197978990,1197978999,100.00,-1,-1,1197978999,0.00,2,1197978999,1197978996,100.00,-1,-1,1197978996,0.00,2,1197978996,1197979002,100.00,-1,-1,1197979002,0.00,2,1197979002,1197978987,100.00,-1,-1,1197978987,0.00,2,1197978987,1098245855,0.00,0.00,0.00,1519160,92.72,92.63,50,95753,5.84,5.84,
2026-04-01,21:24:34.994,1197890628,100.00,-1,-1,1197890628,0.00,2,1197890628,1197890628,100.00,-1,-1,1197890628,0.00,2,1197890628,1197890634,100.00,-1,-1,1197890634,0.00,2,1197890634,1197890640,100.00,-1,-1,1197890640,0.00,2,1197890640,1197890640,100.00,-1,-1,1197890640,0.00,2,1197890640,1197890671,100.00,-1,-1,1197890671,0.00,2,1197890671,1197890667,100.00,-1,-1,1197890667,0.00,2,1197890667,1197890664,100.00,-1,-1,1197890664,0.00,2,1197890664,1098165555,0.00,0.00,0.00,1516137,92.54,92.54,49,96140,5.87,5.87,
2026-04-01,21:24:35.995,1197433758,100.00,-1,-1,1197433758,0.00,2,1197433758,1197433755,100.00,-1,-1,1197433755,0.00,2,1197433755,1197433746,100.00,-1,-1,1197433746,0.00,2,1197433746,1197433695,100.00,-1,-1,1197433695,0.00,2,1197433695,1197433671,100.00,-1,-1,1197433671,0.00,2,1197433671,1197433634,100.00,-1,-1,1197433634,0.00,2,1197433634,1197433647,100.00,-1,-1,1197433647,0.00,2,1197433647,1197433638,100.00,-1,-1,1197433638,0.00,2,1197433638,1097723588,0.00,0.00,0.00,1516959,92.59,92.59,50,94105,5.74,5.74,
2026-04-01,21:24:36.994,1196426742,100.00,-1,-1,1196426742,0.00,2,1196426742,1196426751,100.00,-1,-1,1196426751,0.00,2,1196426751,1196426763,100.00,-1,-1,1196426763,0.00,2,1196426763,1196426787,100.00,-1,-1,1196426787,0.00,2,1196426787,1196426796,100.00,-1,-1,1196426796,0.00,2,1196426796,1196426808,100.00,-1,-1,1196426808,0.00,2,1196426808,1196426832,100.00,-1,-1,1196426832,0.00,2,1196426832,1196426844,100.00,-1,-1,1196426844,0.00,2,1196426844,1096879493,0.00,0.00,0.00,1513765,92.39,92.39,50,94621,5.78,5.78,
2026-04-01,21:24:37.995,1197398085,100.00,-1,-1,1197398085,0.00,2,1197398085,1197398091,100.00,-1,-1,1197398091,0.00,2,1197398091,1197398142,100.00,-1,-1,1197398142,0.00,2,1197398142,1197398199,100.00,-1,-1,1197398199,0.00,2,1197398199,1197398271,100.00,-1,-1,1197398271,0.00,2,1197398271,1197398274,100.00,-1,-1,1197398274,0.00,2,1197398274,1197398277,100.00,-1,-1,1197398277,0.00,2,1197398277,1197398289,100.00,-1,-1,1197398289,0.00,2,1197398289,1097714139,0.00,0.00,0.00,1519858,92.76,92.76,50,94321,5.76,5.76,
2026-04-01,21:24:38.994,1196597814,100.00,-1,-1,1196597814,0.00,2,1196597814,1196597805,100.00,-1,-1,1196597805,0.00,2,1196597805,1196597799,100.00,-1,-1,1196597799,0.00,2,1196597799,1196597784,100.00,-1,-1,1196597784,0.00,2,1196597784,1196597781,100.00,-1,-1,1196597781,0.00,2,1196597781,1196597775,100.00,-1,-1,1196597775,0.00,2,1196597775,1196597760,100.00,-1,-1,1196597760,0.00,2,1196597760,1196597730,100.00,-1,-1,1196597730,0.00,2,1196597730,1096977104,0.00,0.00,0.00,1514091,92.41,92.41,50,94736,5.78,5.78,
2026-04-01,21:24:39.994,1197978936,100.00,-1,-1,1197978936,0.00,2,1197978936,1197978939,100.00,-1,-1,1197978939,0.00,2,1197978939,1197978945,100.00,-1,-1,1197978945,0.00,2,1197978945,1197978945,100.00,-1,-1,1197978945,0.00,2,1197978945,1197978942,100.00,-1,-1,1197978942,0.00,2,1197978942,1197978942,100.00,-1,-1,1197978942,0.00,2,1197978942,1197978948,100.00,-1,-1,1197978948,0.00,2,1197978948,1197978948,100.00,-1,-1,1197978948,0.00,2,1197978948,1098249015,0.00,0.00,0.00,1510246,92.18,92.18,50,94743,5.78,5.78,
2026-04-01,21:24:40.997,1197338538,100.00,-1,-1,1197338538,0.00,2,1197338538,1197338535,100.00,-1,-1,1197338535,0.00,2,1197338535,1197338529,100.00,-1,-1,1197338529,0.00,2,1197338529,1197338532,100.00,-1,-1,1197338532,0.00,2,1197338532,1197338538,100.00,-1,-1,1197338538,0.00,2,1197338538,1197338532,100.00,-1,-1,1197338532,0.00,2,1197338532,1197338532,100.00,-1,-1,1197338532,0.00,2,1197338532,1197338535,100.00,-1,-1,1197338535,0.00,2,1197338535,1097662431,0.00,0.00,0.00,1514263,92.42,92.33,49,93685,5.72,5.71,
2026-04-01,21:24:41.996,1198076118,100.00,-1,-1,1198076118,0.00,2,1198076118,1198076115,100.00,-1,-1,1198076115,0.00,2,1198076115,1198076115,100.00,-1,-1,1198076115,0.00,2,1198076115,1198076127,100.00,-1,-1,1198076127,0.00,2,1198076127,1198076130,100.00,-1,-1,1198076130,0.00,2,1198076130,1198076133,100.00,-1,-1,1198076133,0.00,2,1198076133,1198076100,100.00,-1,-1,1198076100,0.00,2,1198076100,1198076094,100.00,-1,-1,1198076094,0.00,2,1198076094,1098336932,0.00,0.00,0.00,1519955,92.77,92.77,50,95982,5.86,5.86,
2026-04-01,21:24:42.995,1197379704,100.00,-1,-1,1197379704,0.00,2,1197379704,1197379710,100.00,-1,-1,1197379710,0.00,2,1197379710,1197379707,100.00,-1,-1,1197379707,0.00,2,1197379707,1197379704,100.00,-1,-1,1197379704,0.00,2,1197379704,1197379710,100.00,-1,-1,1197379710,0.00,2,1197379710,1197379704,100.00,-1,-1,1197379704,0.00,2,1197379704,1197379701,100.00,-1,-1,1197379701,0.00,2,1197379701,1197379701,100.00,-1,-1,1197379701,0.00,2,1197379701,1097698786,0.00,0.00,0.00,1521235,92.85,92.85,50,95958,5.86,5.86,
2026-04-01,21:24:43.996,1197275349,100.00,-1,-1,1197275349,0.00,2,1197275349,1197275349,100.00,-1,-1,1197275349,0.00,2,1197275349,1197275346,100.00,-1,-1,1197275346,0.00,2,1197275346,1197275349,100.00,-1,-1,1197275349,0.00,2,1197275349,1197275349,100.00,-1,-1,1197275349,0.00,2,1197275349,1197275355,100.00,-1,-1,1197275355,0.00,2,1197275355,1197275355,100.00,-1,-1,1197275355,0.00,2,1197275355,1197275349,100.00,-1,-1,1197275349,0.00,2,1197275349,1097601973,0.00,0.00,0.00,1517343,92.61,92.52,49,94707,5.78,5.77,
2026-04-01,21:24:44.996,1197431520,100.00,-1,-1,1197431520,0.00,2,1197431520,1197431520,100.00,-1,-1,1197431520,0.00,2,1197431520,1197431520,100.00,-1,-1,1197431520,0.00,2,1197431520,1197431517,100.00,-1,-1,1197431517,0.00,2,1197431517,1197431526,100.00,-1,-1,1197431526,0.00,2,1197431526,1197431526,100.00,-1,-1,1197431526,0.00,2,1197431526,1197431523,100.00,-1,-1,1197431523,0.00,2,1197431523,1197431499,100.00,-1,-1,1197431499,0.00,2,1197431499,1097760020,0.00,0.00,0.00,1513173,92.36,92.36,50,94611,5.77,5.77,
2026-04-01,21:24:45.996,1197467127,100.00,-1,-1,1197467127,0.00,2,1197467127,1197467127,100.00,-1,-1,1197467127,0.00,2,1197467127,1197467118,100.00,-1,-1,1197467118,0.00,2,1197467118,1197467121,100.00,-1,-1,1197467121,0.00,2,1197467121,1197467124,100.00,-1,-1,1197467124,0.00,2,1197467124,1197467127,100.00,-1,-1,1197467127,0.00,2,1197467127,1197467127,100.00,-1,-1,1197467127,0.00,2,1197467127,1197467127,100.00,-1,-1,1197467127,0.00,2,1197467127,1097768317,0.00,0.00,0.00,1515929,92.52,92.52,50,93834,5.73,5.73,
2026-04-01,21:24:46.996,1197410736,100.00,-1,-1,1197410736,0.00,2,1197410736,1197410730,100.00,-1,-1,1197410730,0.00,2,1197410730,1197410859,100.00,-1,-1,1197410859,0.00,2,1197410859,1197410862,100.00,-1,-1,1197410862,0.00,2,1197410862,1197410865,100.00,-1,-1,1197410865,0.00,2,1197410865,1197410865,100.00,-1,-1,1197410865,0.00,2,1197410865,1197410877,100.00,-1,-1,1197410877,0.00,2,1197410877,1197410880,100.00,-1,-1,1197410880,0.00,2,1197410880,1097725910,0.00,0.00,0.00,1520995,92.83,92.83,50,92217,5.63,5.63,
2026-04-01,21:24:47.997,1197382635,100.00,-1,-1,1197382635,0.00,2,1197382635,1197382638,100.00,-1,-1,1197382638,0.00,2,1197382638,1197382620,100.00,-1,-1,1197382620,0.00,2,1197382620,1197382629,100.00,-1,-1,1197382629,0.00,2,1197382629,1197382626,100.00,-1,-1,1197382626,0.00,2,1197382626,1197382635,100.00,-1,-1,1197382635,0.00,2,1197382635,1197382638,100.00,-1,-1,1197382638,0.00,2,1197382638,1197382638,100.00,-1,-1,1197382638,0.00,2,1197382638,1097727966,0.00,0.00,0.00,1520345,92.79,92.70,50,91143,5.56,5.56,
2026-04-01,21:24:48.997,1197523794,100.00,-1,-1,1197523794,0.00,2,1197523794,1197523770,100.00,-1,-1,1197523770,0.00,2,1197523770,1197523737,100.00,-1,-1,1197523737,0.00,2,1197523737,1197523710,100.00,-1,-1,1197523710,0.00,2,1197523710,1197523692,100.00,-1,-1,1197523692,0.00,2,1197523692,1197523707,100.00,-1,-1,1197523707,0.00,2,1197523707,1197523674,100.00,-1,-1,1197523674,0.00,2,1197523674,1197523641,100.00,-1,-1,1197523641,0.00,2,1197523641,1097765026,0.00,0.00,0.00,1516290,92.55,92.55,49,91630,5.59,5.59,
2026-04-01,21:24:49.998,1197207903,100.00,-1,-1,1197207903,0.00,2,1197207903,1197207933,100.00,-1,-1,1197207933,0.00,2,1197207933,1197207966,100.00,-1,-1,1197207966,0.00,2,1197207966,1197208014,100.00,-1,-1,1197208014,0.00,2,1197208014,1197208056,100.00,-1,-1,1197208056,0.00,2,1197208056,1197208086,100.00,-1,-1,1197208086,0.00,2,1197208086,1197208119,100.00,-1,-1,1197208119,0.00,2,1197208119,1197208149,100.00,-1,-1,1197208149,0.00,2,1197208149,1097589677,0.00,0.00,0.00,1523115,92.96,92.96,50,91761,5.60,5.60,
2026-04-01,21:24:50.998,1197981105,100.00,-1,-1,1197981105,0.00,2,1197981105,1197981111,100.00,-1,-1,1197981111,0.00,2,1197981111,1197981108,100.00,-1,-1,1197981108,0.00,2,1197981108,1197981114,100.00,-1,-1,1197981114,0.00,2,1197981114,1197981114,100.00,-1,-1,1197981114,0.00,2,1197981114,1197981117,100.00,-1,-1,1197981117,0.00,2,1197981117,1197981123,100.00,-1,-1,1197981123,0.00,2,1197981123,1197981123,100.00,-1,-1,1197981123,0.00,2,1197981123,1098236574,0.00,0.00,0.00,1524739,93.06,92.97,49,93637,5.72,5.71,
2026-04-01,21:24:51.998,1197700872,100.00,-1,-1,1197700872,0.00,2,1197700872,1197700866,100.00,-1,-1,1197700866,0.00,2,1197700866,1197700914,100.00,-1,-1,1197700914,0.00,2,1197700914,1197700917,100.00,-1,-1,1197700917,0.00,2,1197700917,1197700920,100.00,-1,-1,1197700920,0.00,2,1197700920,1197700920,100.00,-1,-1,1197700920,0.00,2,1197700920,1197700920,100.00,-1,-1,1197700920,0.00,2,1197700920,1197700929,100.00,-1,-1,1197700929,0.00,2,1197700929,1098004990,0.00,0.00,0.00,1517546,92.62,92.62,50,89970,5.49,5.49,
2026-04-01,21:24:52.998,1197478167,100.00,-1,-1,1197478167,0.00,2,1197478167,1197478164,100.00,-1,-1,1197478164,0.00,2,1197478164,1197478164,100.00,-1,-1,1197478164,0.00,2,1197478164,1197478161,100.00,-1,-1,1197478161,0.00,2,1197478161,1197478164,100.00,-1,-1,1197478164,0.00,2,1197478164,1197478167,100.00,-1,-1,1197478167,0.00,2,1197478167,1197478152,100.00,-1,-1,1197478152,0.00,2,1197478152,1197478155,100.00,-1,-1,1197478155,0.00,2,1197478155,1097789960,0.00,0.00,0.00,1518385,92.67,92.67,50,90930,5.55,5.55,
2026-04-01,21:24:53.997,1196270937,100.00,-1,-1,1196270937,0.00,2,1196270937,1196270937,100.00,-1,-1,1196270937,0.00,2,1196270937,1196270934,100.00,-1,-1,1196270934,0.00,2,1196270934,1196270940,100.00,-1,-1,1196270940,0.00,2,1196270940,1196270946,100.00,-1,-1,1196270946,0.00,2,1196270946,1196270952,100.00,-1,-1,1196270952,0.00,2,1196270952,1196270946,100.00,-1,-1,1196270946,0.00,2,1196270946,1196270946,100.00,-1,-1,1196270946,0.00,2,1196270946,1096680689,0.00,0.00,0.00,1515014,92.47,92.47,49,90061,5.50,5.50,
2026-04-01,21:24:54.999,1197381804,100.00,-1,-1,1197381804,0.00,2,1197381804,1197381831,100.00,-1,-1,1197381831,0.00,2,1197381831,1197381831,100.00,-1,-1,1197381831,0.00,2,1197381831,1197381840,100.00,-1,-1,1197381840,0.00,2,1197381840,1197381855,100.00,-1,-1,1197381855,0.00,2,1197381855,1197381855,100.00,-1,-1,1197381855,0.00,2,1197381855,1197381858,100.00,-1,-1,1197381858,0.00,2,1197381858,1197381861,100.00,-1,-1,1197381861,0.00,2,1197381861,1097721207,0.00,0.00,0.00,1519771,92.76,92.76,49,92870,5.67,5.67,
2026-04-01,21:24:55.998,1197906837,100.00,-1,-1,1197906837,0.00,2,1197906837,1197906837,100.00,-1,-1,1197906837,0.00,2,1197906837,1197906864,100.00,-1,-1,1197906864,0.00,2,1197906864,1197906867,100.00,-1,-1,1197906867,0.00,2,1197906867,1197906867,100.00,-1,-1,1197906867,0.00,2,1197906867,1197906867,100.00,-1,-1,1197906867,0.00,2,1197906867,1197906867,100.00,-1,-1,1197906867,0.00,2,1197906867,1197906864,100.00,-1,-1,1197906864,0.00,2,1197906864,1098164322,0.00,0.00,0.00,1518873,92.70,92.70,49,91076,5.56,5.56,
