Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,22:22:38.079,2.20,2.11,100.00,0.00,0.00,1332089224,100.00,-1,-1,1332089224,100.00,-1,-1,1332089140,100.00,-1,-1,1332089140,100.00,-1,-1,1332089134,100.00,-1,-1,1332089134,100.00,-1,-1,1332089114,100.00,-1,-1,1332089114,100.00,-1,-1,1332089154,100.00,-1,-1,1332089154,100.00,-1,-1,1332089156,100.00,-1,-1,1332089156,100.00,-1,-1,1332089074,100.00,-1,-1,1332089074,100.00,-1,-1,1332089078,100.00,-1,-1,1332089078,100.00,-1,-1,1099103748,0.00,0.00,0.00,1511361,92.25,92.25,62,697038,10.66,10.66,
2026-04-01,22:22:39.079,2.20,2.12,100.00,0.00,0.00,1333750192,100.00,-1,-1,1333750192,100.00,-1,-1,1333750190,100.00,-1,-1,1333750190,100.00,-1,-1,1333750190,100.00,-1,-1,1333750190,100.00,-1,-1,1333750192,100.00,-1,-1,1333750192,100.00,-1,-1,1333750192,100.00,-1,-1,1333750192,100.00,-1,-1,1333750200,100.00,-1,-1,1333750200,100.00,-1,-1,1333750200,100.00,-1,-1,1333750200,100.00,-1,-1,1333750200,100.00,-1,-1,1333750200,100.00,-1,-1,1100458807,0.00,0.00,0.00,1508536,92.07,92.07,61,696462,10.66,10.66,
2026-04-01,22:22:40.081,2.20,2.11,100.00,0.00,0.00,1333176040,100.00,-1,-1,1333176040,100.00,-1,-1,1333176040,100.00,-1,-1,1333176040,100.00,-1,-1,1333176042,100.00,-1,-1,1333176042,100.00,-1,-1,1333176042,100.00,-1,-1,1333176042,100.00,-1,-1,1333176040,100.00,-1,-1,1333176040,100.00,-1,-1,1333176058,100.00,-1,-1,1333176058,100.00,-1,-1,1333175990,100.00,-1,-1,1333175990,100.00,-1,-1,1333175986,100.00,-1,-1,1333175986,100.00,-1,-1,1099992704,0.00,0.00,0.00,1513774,92.39,92.39,62,698406,10.69,10.69,
2026-04-01,22:22:41.080,2.20,2.11,100.00,0.00,0.00,1333303742,100.00,-1,-1,1333303742,100.00,-1,-1,1333303794,100.00,-1,-1,1333303794,100.00,-1,-1,1333303814,100.00,-1,-1,1333303814,100.00,-1,-1,1333303814,100.00,-1,-1,1333303814,100.00,-1,-1,1333303818,100.00,-1,-1,1333303818,100.00,-1,-1,1333303828,100.00,-1,-1,1333303828,100.00,-1,-1,1333303856,100.00,-1,-1,1333303856,100.00,-1,-1,1333303758,100.00,-1,-1,1333303758,100.00,-1,-1,1100100548,0.00,0.00,0.00,1515265,92.48,92.48,62,697911,10.68,10.68,
2026-04-01,22:22:42.079,2.20,2.11,100.00,0.00,0.00,1333017272,100.00,-1,-1,1333017272,100.00,-1,-1,1333017270,100.00,-1,-1,1333017270,100.00,-1,-1,1333017268,100.00,-1,-1,1333017268,100.00,-1,-1,1333017272,100.00,-1,-1,1333017272,100.00,-1,-1,1333017268,100.00,-1,-1,1333017268,100.00,-1,-1,1333017218,100.00,-1,-1,1333017218,100.00,-1,-1,1333017090,100.00,-1,-1,1333017090,100.00,-1,-1,1333017090,100.00,-1,-1,1333017090,100.00,-1,-1,1099860056,0.00,0.00,0.00,1511958,92.28,92.28,62,696056,10.65,10.65,
2026-04-01,22:22:43.079,2.20,2.12,100.00,0.00,0.00,1333211426,100.00,-1,-1,1333211426,100.00,-1,-1,1333211470,100.00,-1,-1,1333211470,100.00,-1,-1,1333211472,100.00,-1,-1,1333211472,100.00,-1,-1,1333211470,100.00,-1,-1,1333211470,100.00,-1,-1,1333211470,100.00,-1,-1,1333211470,100.00,-1,-1,1333211486,100.00,-1,-1,1333211486,100.00,-1,-1,1333211482,100.00,-1,-1,1333211482,100.00,-1,-1,1333211476,100.00,-1,-1,1333211476,100.00,-1,-1,1100023938,0.00,0.00,0.00,1511883,92.28,92.28,62,696971,10.66,10.66,
2026-04-01,22:22:44.079,2.20,2.11,100.00,0.00,0.00,1333350500,100.00,-1,-1,1333350500,100.00,-1,-1,1333350478,100.00,-1,-1,1333350478,100.00,-1,-1,1333350436,100.00,-1,-1,1333350436,100.00,-1,-1,1333350436,100.00,-1,-1,1333350436,100.00,-1,-1,1333350438,100.00,-1,-1,1333350438,100.00,-1,-1,1333350430,100.00,-1,-1,1333350430,100.00,-1,-1,1333350430,100.00,-1,-1,1333350430,100.00,-1,-1,1333350430,100.00,-1,-1,1333350430,100.00,-1,-1,1100138122,0.00,0.00,0.00,1509162,92.11,92.11,62,696804,10.66,10.66,
2026-04-01,22:22:45.079,2.20,2.12,100.00,0.00,0.00,1333350534,100.00,-1,-1,1333350534,100.00,-1,-1,1333350534,100.00,-1,-1,1333350534,100.00,-1,-1,1333350514,100.00,-1,-1,1333350514,100.00,-1,-1,1333350518,100.00,-1,-1,1333350518,100.00,-1,-1,1333350516,100.00,-1,-1,1333350516,100.00,-1,-1,1333350560,100.00,-1,-1,1333350560,100.00,-1,-1,1333350554,100.00,-1,-1,1333350554,100.00,-1,-1,1333350550,100.00,-1,-1,1333350550,100.00,-1,-1,1100140154,0.00,0.00,0.00,1507053,91.98,91.98,62,698057,10.68,10.68,
2026-04-01,22:22:46.080,2.20,2.11,100.00,0.00,0.00,1333271686,100.00,-1,-1,1333271686,100.00,-1,-1,1333271618,100.00,-1,-1,1333271618,100.00,-1,-1,1333271614,100.00,-1,-1,1333271614,100.00,-1,-1,1333271614,100.00,-1,-1,1333271614,100.00,-1,-1,1333271612,100.00,-1,-1,1333271612,100.00,-1,-1,1333271616,100.00,-1,-1,1333271616,100.00,-1,-1,1333271616,100.00,-1,-1,1333271616,100.00,-1,-1,1333271612,100.00,-1,-1,1333271612,100.00,-1,-1,1100097440,0.00,0.00,0.00,1513051,92.35,92.35,62,696501,10.66,10.66,
2026-04-01,22:22:47.079,2.20,2.13,100.00,0.00,0.00,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645742,100.00,-1,-1,1332645742,100.00,-1,-1,1332645738,100.00,-1,-1,1332645738,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1332645740,100.00,-1,-1,1099529445,0.00,0.00,0.00,1508563,92.08,92.08,61,696566,10.66,10.66,
2026-04-01,22:22:48.079,2.20,2.14,100.00,0.00,0.00,1333225138,100.00,-1,-1,1333225138,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225140,100.00,-1,-1,1333225140,100.00,-1,-1,1333225140,100.00,-1,-1,1333225140,100.00,-1,-1,1333225136,100.00,-1,-1,1333225136,100.00,-1,-1,1333225070,100.00,-1,-1,1333225070,100.00,-1,-1,1100034449,0.00,0.00,0.00,1509962,92.16,92.16,61,698544,10.69,10.69,
2026-04-01,22:22:49.079,2.20,2.14,100.00,0.00,0.00,1333216564,100.00,-1,-1,1333216564,100.00,-1,-1,1333216560,100.00,-1,-1,1333216560,100.00,-1,-1,1333216560,100.00,-1,-1,1333216560,100.00,-1,-1,1333216556,100.00,-1,-1,1333216556,100.00,-1,-1,1333216558,100.00,-1,-1,1333216558,100.00,-1,-1,1333216556,100.00,-1,-1,1333216556,100.00,-1,-1,1333216560,100.00,-1,-1,1333216560,100.00,-1,-1,1333216556,100.00,-1,-1,1333216556,100.00,-1,-1,1100029208,0.00,0.00,0.00,1509052,92.11,92.11,62,698272,10.68,10.68,
2026-04-01,22:22:50.079,2.20,2.12,100.00,0.00,0.00,1333305074,100.00,-1,-1,1333305074,100.00,-1,-1,1333305072,100.00,-1,-1,1333305072,100.00,-1,-1,1333305070,100.00,-1,-1,1333305070,100.00,-1,-1,1333305076,100.00,-1,-1,1333305076,100.00,-1,-1,1333305076,100.00,-1,-1,1333305076,100.00,-1,-1,1333305082,100.00,-1,-1,1333305082,100.00,-1,-1,1333305080,100.00,-1,-1,1333305080,100.00,-1,-1,1333305082,100.00,-1,-1,1333305082,100.00,-1,-1,1100100636,0.00,0.00,0.00,1513238,92.36,92.36,62,701158,10.73,10.73,
2026-04-01,22:22:51.080,2.20,2.14,100.00,0.00,0.00,1333414320,100.00,-1,-1,1333414320,100.00,-1,-1,1333414320,100.00,-1,-1,1333414320,100.00,-1,-1,1333414324,100.00,-1,-1,1333414324,100.00,-1,-1,1333414326,100.00,-1,-1,1333414326,100.00,-1,-1,1333414330,100.00,-1,-1,1333414330,100.00,-1,-1,1333414332,100.00,-1,-1,1333414332,100.00,-1,-1,1333414334,100.00,-1,-1,1333414334,100.00,-1,-1,1333414296,100.00,-1,-1,1333414296,100.00,-1,-1,1100214448,0.00,0.00,0.00,1508255,92.06,92.06,62,699343,10.70,10.70,
2026-04-01,22:22:52.079,2.20,2.13,100.00,0.00,0.00,1332266326,100.00,-1,-1,1332266326,100.00,-1,-1,1332266328,100.00,-1,-1,1332266328,100.00,-1,-1,1332266330,100.00,-1,-1,1332266330,100.00,-1,-1,1332266332,100.00,-1,-1,1332266332,100.00,-1,-1,1332266336,100.00,-1,-1,1332266336,100.00,-1,-1,1332266340,100.00,-1,-1,1332266340,100.00,-1,-1,1332266274,100.00,-1,-1,1332266274,100.00,-1,-1,1332266236,100.00,-1,-1,1332266236,100.00,-1,-1,1099224581,0.00,0.00,0.00,1513364,92.37,92.37,61,699056,10.70,10.70,
2026-04-01,22:22:53.079,2.20,2.14,100.00,0.00,0.00,1333181710,100.00,-1,-1,1333181710,100.00,-1,-1,1333181710,100.00,-1,-1,1333181710,100.00,-1,-1,1333181710,100.00,-1,-1,1333181710,100.00,-1,-1,1333181734,100.00,-1,-1,1333181734,100.00,-1,-1,1333181816,100.00,-1,-1,1333181816,100.00,-1,-1,1333181782,100.00,-1,-1,1333181782,100.00,-1,-1,1333181780,100.00,-1,-1,1333181780,100.00,-1,-1,1333181784,100.00,-1,-1,1333181784,100.00,-1,-1,1099996688,0.00,0.00,0.00,1509405,92.13,92.13,62,697535,10.67,10.67,
2026-04-01,22:22:54.082,2.20,2.15,100.00,0.00,0.00,1333382464,100.00,-1,-1,1333382464,100.00,-1,-1,1333382466,100.00,-1,-1,1333382466,100.00,-1,-1,1333382518,100.00,-1,-1,1333382518,100.00,-1,-1,1333382548,100.00,-1,-1,1333382548,100.00,-1,-1,1333382556,100.00,-1,-1,1333382556,100.00,-1,-1,1333382556,100.00,-1,-1,1333382556,100.00,-1,-1,1333382544,100.00,-1,-1,1333382544,100.00,-1,-1,1333382510,100.00,-1,-1,1333382510,100.00,-1,-1,1100176396,0.00,0.00,0.00,1513275,92.36,92.36,62,697718,10.68,10.68,
2026-04-01,22:22:55.079,2.20,2.14,100.00,0.00,0.00,1333410354,100.00,-1,-1,1333410354,100.00,-1,-1,1333410344,100.00,-1,-1,1333410344,100.00,-1,-1,1333410348,100.00,-1,-1,1333410348,100.00,-1,-1,1333410346,100.00,-1,-1,1333410346,100.00,-1,-1,1333410344,100.00,-1,-1,1333410344,100.00,-1,-1,1333410330,100.00,-1,-1,1333410330,100.00,-1,-1,1333410330,100.00,-1,-1,1333410330,100.00,-1,-1,1333410330,100.00,-1,-1,1333410330,100.00,-1,-1,1100179179,0.00,0.00,0.00,1511165,92.23,92.23,61,698792,10.69,10.69,
2026-04-01,22:22:56.079,2.20,2.11,100.00,0.00,0.00,1333226808,100.00,-1,-1,1333226808,100.00,-1,-1,1333226854,100.00,-1,-1,1333226854,100.00,-1,-1,1333226850,100.00,-1,-1,1333226850,100.00,-1,-1,1333226848,100.00,-1,-1,1333226848,100.00,-1,-1,1333226854,100.00,-1,-1,1333226854,100.00,-1,-1,1333226870,100.00,-1,-1,1333226870,100.00,-1,-1,1333226868,100.00,-1,-1,1333226868,100.00,-1,-1,1333226796,100.00,-1,-1,1333226796,100.00,-1,-1,1100036580,0.00,0.00,0.00,1503830,91.79,91.79,62,698796,10.69,10.69,
2026-04-01,22:22:57.082,2.20,2.13,100.00,0.00,0.00,1333462622,100.00,-1,-1,1333462622,100.00,-1,-1,1333462620,100.00,-1,-1,1333462620,100.00,-1,-1,1333462626,100.00,-1,-1,1333462626,100.00,-1,-1,1333462634,100.00,-1,-1,1333462634,100.00,-1,-1,1333462636,100.00,-1,-1,1333462636,100.00,-1,-1,1333462652,100.00,-1,-1,1333462652,100.00,-1,-1,1333462650,100.00,-1,-1,1333462650,100.00,-1,-1,1333462654,100.00,-1,-1,1333462654,100.00,-1,-1,1100229400,0.00,0.00,0.00,1510111,92.17,92.17,61,699296,10.70,10.70,
2026-04-01,22:22:58.079,2.20,2.10,100.00,0.00,0.00,1332671188,100.00,-1,-1,1332671188,100.00,-1,-1,1332671190,100.00,-1,-1,1332671190,100.00,-1,-1,1332671188,100.00,-1,-1,1332671188,100.00,-1,-1,1332671190,100.00,-1,-1,1332671190,100.00,-1,-1,1332671194,100.00,-1,-1,1332671194,100.00,-1,-1,1332671236,100.00,-1,-1,1332671236,100.00,-1,-1,1332671236,100.00,-1,-1,1332671236,100.00,-1,-1,1332671232,100.00,-1,-1,1332671232,100.00,-1,-1,1099576945,0.00,0.00,0.00,1510285,92.18,92.18,61,694593,10.63,10.63,
2026-04-01,22:22:59.080,2.20,2.11,100.00,0.00,0.00,1333453690,100.00,-1,-1,1333453690,100.00,-1,-1,1333453720,100.00,-1,-1,1333453720,100.00,-1,-1,1333453750,100.00,-1,-1,1333453750,100.00,-1,-1,1333453760,100.00,-1,-1,1333453760,100.00,-1,-1,1333453758,100.00,-1,-1,1333453758,100.00,-1,-1,1333453720,100.00,-1,-1,1333453720,100.00,-1,-1,1333453630,100.00,-1,-1,1333453630,100.00,-1,-1,1333453636,100.00,-1,-1,1333453636,100.00,-1,-1,1100224266,0.00,0.00,0.00,1511129,92.23,92.23,61,695578,10.64,10.64,
2026-04-01,22:23:00.079,2.20,2.11,100.00,0.00,0.00,1332652460,100.00,-1,-1,1332652460,100.00,-1,-1,1332652456,100.00,-1,-1,1332652456,100.00,-1,-1,1332652410,100.00,-1,-1,1332652410,100.00,-1,-1,1332652390,100.00,-1,-1,1332652390,100.00,-1,-1,1332652272,100.00,-1,-1,1332652272,100.00,-1,-1,1332652222,100.00,-1,-1,1332652222,100.00,-1,-1,1332652272,100.00,-1,-1,1332652272,100.00,-1,-1,1332652266,100.00,-1,-1,1332652266,100.00,-1,-1,1099571970,0.00,0.00,0.00,1505567,91.89,91.89,61,695603,10.64,10.64,
2026-04-01,22:23:01.079,2.20,2.11,100.00,0.00,0.00,1333356166,100.00,-1,-1,1333356166,100.00,-1,-1,1333356068,100.00,-1,-1,1333356068,100.00,-1,-1,1333356034,100.00,-1,-1,1333356034,100.00,-1,-1,1333356000,100.00,-1,-1,1333356000,100.00,-1,-1,1333356008,100.00,-1,-1,1333356008,100.00,-1,-1,1333356004,100.00,-1,-1,1333356004,100.00,-1,-1,1333356004,100.00,-1,-1,1333356004,100.00,-1,-1,1333356004,100.00,-1,-1,1333356004,100.00,-1,-1,1100135947,0.00,0.00,0.00,1514256,92.42,92.42,61,697709,10.67,10.67,
2026-04-01,22:23:02.079,2.20,2.10,100.00,0.00,0.00,1333283260,100.00,-1,-1,1333283260,100.00,-1,-1,1333283256,100.00,-1,-1,1333283256,100.00,-1,-1,1333283254,100.00,-1,-1,1333283254,100.00,-1,-1,1333283258,100.00,-1,-1,1333283258,100.00,-1,-1,1333283260,100.00,-1,-1,1333283260,100.00,-1,-1,1333283260,100.00,-1,-1,1333283260,100.00,-1,-1,1333283282,100.00,-1,-1,1333283282,100.00,-1,-1,1333283284,100.00,-1,-1,1333283284,100.00,-1,-1,1100084191,0.00,0.00,0.00,1507823,92.03,92.03,62,697994,10.68,10.68,
2026-04-01,22:23:03.080,2.20,2.13,100.00,0.00,0.00,1333485954,100.00,-1,-1,1333485954,100.00,-1,-1,1333485958,100.00,-1,-1,1333485958,100.00,-1,-1,1333485966,100.00,-1,-1,1333485966,100.00,-1,-1,1333485964,100.00,-1,-1,1333485964,100.00,-1,-1,1333485974,100.00,-1,-1,1333485974,100.00,-1,-1,1333485980,100.00,-1,-1,1333485980,100.00,-1,-1,1333485976,100.00,-1,-1,1333485976,100.00,-1,-1,1333485980,100.00,-1,-1,1333485980,100.00,-1,-1,1100248704,0.00,0.00,0.00,1511571,92.26,92.26,61,700145,10.71,10.71,
2026-04-01,22:23:04.080,2.20,2.13,100.00,0.00,0.00,1333919586,100.00,-1,-1,1333919586,100.00,-1,-1,1333919588,100.00,-1,-1,1333919588,100.00,-1,-1,1333919550,100.00,-1,-1,1333919550,100.00,-1,-1,1333919530,100.00,-1,-1,1333919530,100.00,-1,-1,1333919532,100.00,-1,-1,1333919532,100.00,-1,-1,1333919558,100.00,-1,-1,1333919558,100.00,-1,-1,1333919556,100.00,-1,-1,1333919556,100.00,-1,-1,1333919604,100.00,-1,-1,1333919604,100.00,-1,-1,1100606972,0.00,0.00,0.00,1511747,92.27,92.18,61,699133,10.70,10.69,
