,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,21:24:45.318,1064044520,0.90,382831,42561780,1064044520,100.00,-1,-1,1064044543,0.63,318996,50668787,1064044543,100.00,-1,-1,1064044399,0.61,280078,46262799,1064044399,100.00,-1,-1,1064044125,0.85,362049,42561765,1064044125,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997537952,0.00,0.00,0.00,579559,35.37,35.48,52,341336,5.22,5.24,
2026-04-01,21:24:46.319,1064053991,0.49,191175,39409407,1064053991,100.00,-1,-1,1064054025,0.54,260406,48366092,1064054025,100.00,-1,-1,1064054188,0.49,237622,48366099,1064054188,100.00,-1,-1,1064054663,0.44,247563,56002877,1064054663,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997553668,0.00,0.00,0.00,585123,35.71,35.78,52,341081,5.22,5.23,
2026-04-01,21:24:47.320,1064524548,0.53,226235,42580981,1064524548,100.00,-1,-1,1064524717,0.74,314803,42580988,1064524717,100.00,-1,-1,1064524702,0.54,319134,59140261,1064524702,100.00,-1,-1,1064524440,0.91,442606,48387474,1064524440,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997991846,0.00,0.00,0.00,581342,35.48,35.55,52,340609,5.21,5.22,
2026-04-01,21:24:48.318,1064165619,0.54,249530,46268070,1064165619,100.00,-1,-1,1064165632,0.72,305021,42566625,1064165632,100.00,-1,-1,1064165639,0.74,340491,46268071,1064165639,100.00,-1,-1,1064165653,0.72,347306,48371166,1064165653,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997654146,0.00,0.00,0.00,582416,35.55,35.62,52,340935,5.22,5.23,
2026-04-01,21:24:49.319,1065069472,0.43,171528,39447017,1065069472,100.00,-1,-1,1065073526,0.47,247817,53253676,1065073526,100.00,-1,-1,1065073464,0.61,284407,46307541,1065073464,100.00,-1,-1,1065073437,0.32,189275,59170746,1065073437,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998504943,0.00,0.00,0.00,590103,36.02,36.09,52,341813,5.23,5.24,
2026-04-01,21:24:50.320,1064029532,0.18,111077,62589972,1064029532,100.00,-1,-1,1064025742,0.40,285952,70935049,1064025742,100.00,-1,-1,1064025826,0.31,155158,50667896,1064025826,100.00,-1,-1,1064026018,0.31,208852,66501626,1064026018,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997527638,0.00,0.00,0.00,586823,35.82,35.89,52,345669,5.29,5.30,
2026-04-01,21:24:51.319,1064286026,0.16,153378,96753275,1064286026,100.00,-1,-1,1064285635,0.30,290925,96753239,1064285635,100.00,-1,-1,1064285491,0.28,231707,81868114,1064285491,100.00,-1,-1,1064285210,0.18,177718,96753200,1064285210,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997765732,0.00,0.00,0.00,585368,35.73,35.84,52,345194,5.28,5.30,
2026-04-01,21:24:52.319,1064071390,0.80,498335,62592434,1064071390,100.00,-1,-1,1064071412,0.57,300967,53203570,1064071412,100.00,-1,-1,1064071534,0.83,442265,53203576,1064071534,100.00,-1,-1,1064071624,0.78,485165,62592448,1064071624,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997567948,0.00,0.00,0.00,582646,35.56,35.63,52,343102,5.25,5.26,
2026-04-01,21:24:53.319,1064011347,0.32,155006,48364152,1064011347,100.00,-1,-1,1064011335,0.25,116623,46261362,1064011335,100.00,-1,-1,1064011092,0.36,154157,42560443,1064011092,100.00,-1,-1,1064011170,0.50,253822,50667198,1064011170,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997510873,0.00,0.00,0.00,583560,35.62,35.69,52,344131,5.27,5.28,
2026-04-01,21:24:54.319,1064077871,0.46,290226,62592815,1064077871,100.00,-1,-1,1064077971,0.55,276518,50670379,1064077971,100.00,-1,-1,1064078192,0.55,256406,46264269,1064078192,100.00,-1,-1,1064085904,0.57,303335,53204295,1064085904,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997580820,0.00,0.00,0.00,581602,35.50,35.60,51,345341,5.28,5.30,
2026-04-01,21:24:55.320,1064035227,0.46,372625,81848863,1064035227,100.00,-1,-1,1064035124,0.60,306236,50668339,1064035124,100.00,-1,-1,1064035156,0.58,342368,59113064,1064035156,100.00,-1,-1,1064027366,0.76,451035,59112631,1064027366,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997531873,0.00,0.00,0.00,588171,35.90,35.97,51,343417,5.25,5.26,
2026-04-01,21:24:56.319,1064811894,0.72,364239,50705328,1064811894,100.00,-1,-1,1064811819,0.55,290161,53240590,1064811819,100.00,-1,-1,1064811743,0.99,460442,46296162,1064811743,100.00,-1,-1,1064811724,0.79,470225,59156206,1064811724,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998254174,0.00,0.00,0.00,586389,35.79,35.86,51,341259,5.22,5.23,
2026-04-01,21:24:57.319,1064111287,0.63,257867,40927357,1064111287,100.00,-1,-1,1064111471,0.60,321741,53205573,1064111471,100.00,-1,-1,1064111958,0.58,281805,48368725,1064111958,100.00,-1,-1,1064112005,0.42,214362,50672000,1064112005,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997604413,0.00,0.00,0.00,582656,35.56,35.67,52,340855,5.22,5.23,
2026-04-01,21:24:58.319,1064115503,0.41,309802,76008250,1064115503,100.00,-1,-1,1064115331,0.44,315610,70941022,1064115331,100.00,-1,-1,1064115781,0.35,247722,70941052,1064115781,100.00,-1,-1,1064115735,0.27,284838,106411573,1064115735,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997609687,0.00,0.00,0.00,584687,35.69,35.76,52,345424,5.28,5.30,
2026-04-01,21:24:59.319,1064188841,0.47,199169,42567553,1064188841,100.00,-1,-1,1064188812,0.42,237855,56009937,1064188812,100.00,-1,-1,1064189810,0.36,191416,53209490,1064189810,100.00,-1,-1,1064195900,0.88,407334,46269386,1064195900,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997689618,0.00,0.00,0.00,583465,35.61,35.68,51,341852,5.23,5.24,
2026-04-01,21:25:00.319,1064004068,0.47,335240,70933604,1064004068,100.00,-1,-1,1064004076,0.70,466224,66500254,1064004076,100.00,-1,-1,1064002140,0.49,434743,88666845,1064002140,100.00,-1,-1,1063995994,0.56,429140,75999713,1063995994,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997486942,0.00,0.00,0.00,588998,35.95,36.06,51,342996,5.25,5.26,
2026-04-01,21:25:01.320,1064116310,0.83,339924,40927550,1064116310,100.00,-1,-1,1064116054,0.58,257113,44338168,1064116054,100.00,-1,-1,1064116239,0.71,379799,53205811,1064116239,100.00,-1,-1,1064116020,0.77,327365,42564640,1064116020,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997609106,0.00,0.00,0.00,586011,35.77,35.84,52,342290,5.24,5.25,
2026-04-01,21:25:02.319,1064420619,0.22,154140,70961374,1064420619,100.00,-1,-1,1064426683,0.19,133056,70961778,1064426683,100.00,-1,-1,1064429774,0.33,193547,59134987,1064429774,100.00,-1,-1,1064430264,0.55,485689,88702522,1064430264,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997926106,0.00,0.00,0.00,585461,35.73,35.81,52,345001,5.28,5.29,
2026-04-01,21:25:03.322,1064105946,0.82,546011,66506621,1064105946,100.00,-1,-1,1064100279,0.54,381692,70940018,1064100279,100.00,-1,-1,1064097239,0.55,449450,81853633,1064097239,100.00,-1,-1,1064097139,0.56,425993,76006938,1064097139,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997572994,0.00,0.00,0.00,589440,35.98,36.08,52,343909,5.26,5.28,
2026-04-01,21:25:04.319,1064168063,0.50,211193,42566722,1064168063,100.00,-1,-1,1064168181,0.80,355731,44340340,1064168181,100.00,-1,-1,1064167989,0.59,263678,44340332,1064167989,100.00,-1,-1,1064168105,0.66,303347,46268178,1064168105,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997656188,0.00,0.00,0.00,583448,35.61,35.68,51,345013,5.28,5.29,
2026-04-01,21:25:05.319,1064039958,0.31,163953,53201997,1064039958,100.00,-1,-1,1064039582,0.53,281814,53201979,1064039582,100.00,-1,-1,1064039376,0.74,392408,53201968,1064039376,100.00,-1,-1,1064039234,0.71,312640,44334968,1064039234,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997531705,0.00,0.00,0.00,584312,35.66,35.74,52,343016,5.25,5.26,
2026-04-01,21:25:06.320,1065144064,0.31,235041,76081718,1065144064,100.00,-1,-1,1065144294,0.09,75614,81934176,1065144294,100.00,-1,-1,1065144562,0.40,426370,106514456,1065144562,100.00,-1,-1,1065144430,0.39,221300,56060233,1065144430,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998576526,0.00,0.00,0.00,586823,35.82,35.89,52,344978,5.28,5.29,
2026-04-01,21:25:07.320,1064108073,0.63,292673,46265568,1064108073,100.00,-1,-1,1064108084,0.63,256237,40927234,1064108084,100.00,-1,-1,1064108033,0.41,244156,59117112,1064108033,100.00,-1,-1,1064108166,0.51,256389,50671817,1064108166,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997601914,0.00,0.00,0.00,581566,35.50,35.57,52,345504,5.29,5.30,
2026-04-01,21:25:08.321,1064033685,0.50,212392,42561347,1064033685,100.00,-1,-1,1064048119,0.33,131786,39409189,1064048119,100.00,-1,-1,1064048609,0.46,244131,53202430,1064048609,100.00,-1,-1,1064049024,0.61,296400,48365864,1064049024,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997547207,0.00,0.00,0.00,585132,35.71,35.82,52,343660,5.26,5.27,
2026-04-01,21:25:09.320,1064046136,0.43,267485,62590949,1064046136,100.00,-1,-1,1064032115,0.60,456243,76002293,1064032115,100.00,-1,-1,1064031640,0.46,352556,76002260,1064031640,100.00,-1,-1,1064031305,0.51,273908,53201565,1064031305,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997536773,0.00,0.00,0.00,582860,35.57,35.65,52,342998,5.25,5.26,
2026-04-01,21:25:10.320,1064081723,0.34,172741,50670558,1064081723,100.00,-1,-1,1064081224,0.70,325069,46264401,1064081224,100.00,-1,-1,1064081134,0.45,217358,48367324,1064081134,100.00,-1,-1,1064080790,0.62,298273,48367308,1064080790,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997577928,0.00,0.00,0.00,582262,35.54,35.65,52,346071,5.29,5.31,
2026-04-01,21:25:11.321,1063975232,0.74,463443,62586778,1063975232,100.00,-1,-1,1063975583,0.63,392422,62586799,1063975583,100.00,-1,-1,1063975675,0.62,436985,70931711,1063975675,100.00,-1,-1,1063975809,0.61,403301,66498488,1063975809,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997477340,0.00,0.00,0.00,583994,35.64,35.72,51,342878,5.25,5.26,
2026-04-01,21:25:12.319,1063940309,0.38,166765,44330846,1063940309,100.00,-1,-1,1063940121,0.58,278301,48360914,1063940121,100.00,-1,-1,1063940118,0.64,282552,44330838,1063940118,100.00,-1,-1,1063940212,0.68,330445,48360918,1063940212,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997432807,0.00,0.00,0.00,582870,35.58,35.68,51,342268,5.24,5.25,
2026-04-01,21:25:13.319,1064044131,0.39,321708,81849548,1064044131,100.00,-1,-1,1064050232,0.25,176522,70936682,1064050232,100.00,-1,-1,1064055173,0.27,203501,76003940,1064055173,100.00,-1,-1,1064061533,0.30,268906,88671794,1064061533,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997561971,0.00,0.00,0.00,586017,35.77,35.84,52,343498,5.26,5.27,
2026-04-01,21:25:14.319,1064115820,0.50,243971,48368900,1064115820,100.00,-1,-1,1064109451,0.49,262779,53205472,1064109451,100.00,-1,-1,1064104466,0.37,244757,66506529,1064104466,100.00,-1,-1,1064098237,0.58,340192,59116568,1064098237,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997587294,0.00,0.00,0.00,586532,35.80,35.91,51,341347,5.22,5.24,
2026-04-01,21:25:15.319,1064038718,0.42,188341,44334946,1064038718,100.00,-1,-1,1064038596,0.44,171644,39408836,1064038596,100.00,-1,-1,1064038749,0.64,355762,56002039,1064038749,100.00,-1,-1,1064038519,0.72,282957,39408834,1064038519,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997531180,0.00,0.00,0.00,586291,35.78,35.86,51,340861,5.22,5.23,
2026-04-01,21:25:16.319,1064354017,0.52,253702,48379728,1064354017,100.00,-1,-1,1064354262,0.64,311807,48379739,1064354262,100.00,-1,-1,1064354139,0.68,362548,53217706,1064354139,100.00,-1,-1,1064354319,0.43,227012,53217715,1064354319,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997836595,0.00,0.00,0.00,586770,35.81,35.89,51,344003,5.26,5.27,
2026-04-01,21:25:17.319,1064242506,0.48,282592,59124583,1064242506,100.00,-1,-1,1064242553,0.44,261402,59124586,1064242553,100.00,-1,-1,1064242545,0.37,219251,59124585,1064242545,100.00,-1,-1,1064242339,0.27,171463,62602490,1064242339,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997731125,0.00,0.00,0.00,583327,35.60,35.67,51,342510,5.24,5.25,
2026-04-01,21:25:18.320,1065159860,0.51,285041,56061045,1065159860,100.00,-1,-1,1065159958,0.63,267025,42606398,1065159958,100.00,-1,-1,1065160279,0.62,468779,76082877,1065160279,100.00,-1,-1,1065160316,0.52,232858,44381679,1065160316,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998582733,0.00,0.00,0.00,583984,35.64,35.71,52,341630,5.23,5.24,
2026-04-01,21:25:19.320,1064042351,0.53,332473,62590726,1064042351,100.00,-1,-1,1064042292,0.61,384451,62590723,1064042292,100.00,-1,-1,1064041968,0.67,416881,62590704,1064041968,100.00,-1,-1,1064041917,0.81,410899,50668662,1064041917,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997544108,0.00,0.00,0.00,585474,35.73,35.81,51,341060,5.22,5.23,
2026-04-01,21:25:20.323,1065127246,0.27,181093,66570452,1065127246,100.00,-1,-1,1065134210,0.25,149314,59174122,1065134210,100.00,-1,-1,1065140510,0.34,174285,50720976,1065140510,100.00,-1,-1,1065142784,0.28,163804,59174599,1065142784,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998566819,0.00,0.00,0.00,584356,35.67,35.74,51,344185,5.27,5.28,
2026-04-01,21:25:21.321,1064469006,0.39,245268,62615823,1064469006,100.00,-1,-1,1064462030,0.53,332168,62615413,1064462030,100.00,-1,-1,1064455731,0.25,158019,62615043,1064455731,100.00,-1,-1,1064453599,0.42,260890,62614917,1064453599,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997926519,0.00,0.00,0.00,583388,35.61,35.68,52,341300,5.22,5.23,
