Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,22:21:16.690,2.00,1.91,100.00,0.00,0.00,1199144590,0.00,0.00,1199145832,0.00,0.00,1199708718,0.00,-1,-1,1199708718,0.00,-1,-1,1199665839,0.00,-1,-1,1199665839,0.00,-1,-1,1199665993,0.00,-1,-1,1199665993,0.00,-1,-1,1199139083,100.00,-1,-1,1199139083,100.00,-1,-1,1199140556,100.00,-1,-1,1199140556,100.00,-1,-1,1199142124,100.00,-1,-1,1199142124,100.00,-1,-1,592796,36.18,36.18,41,389809,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1199162865,0.00,0.00,1199163991,0.00,0.00,1199685313,0.00,-1,-1,1199685313,0.00,-1,-1,1199685211,0.00,-1,-1,1199685211,0.00,-1,-1,1199685325,0.00,-1,-1,1199685325,0.00,-1,-1,1199157790,100.00,-1,-1,1199157790,100.00,-1,-1,1199159454,100.00,-1,-1,1199159454,100.00,-1,-1,1199160548,100.00,-1,-1,1199160548,100.00,-1,-1,427464,26.09,26.09,48,350660,5.37,5.37,
2026-04-01,22:21:17.690,2.00,1.90,100.00,0.00,0.00,1199452588,0.00,0.00,1199453518,0.00,0.00,1200002601,0.00,-1,-1,1200002601,0.00,-1,-1,1200002760,0.00,-1,-1,1200002760,0.00,-1,-1,1200002448,0.00,-1,-1,1200002448,0.00,-1,-1,1199447637,100.00,-1,-1,1199447637,100.00,-1,-1,1199448830,100.00,-1,-1,1199448830,100.00,-1,-1,1199450270,100.00,-1,-1,1199450270,100.00,-1,-1,588888,35.94,35.94,40,389477,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1199474720,0.00,0.00,1199476114,0.00,0.00,1200014444,0.00,-1,-1,1200014444,0.00,-1,-1,1200014467,0.00,-1,-1,1200014467,0.00,-1,-1,1200014224,0.00,-1,-1,1200014224,0.00,-1,-1,1199470176,100.00,-1,-1,1199470176,100.00,-1,-1,1199471052,100.00,-1,-1,1199471052,100.00,-1,-1,1199472186,100.00,-1,-1,1199472186,100.00,-1,-1,428146,26.13,26.13,48,349519,5.35,5.35,
2026-04-01,22:21:18.690,2.00,1.91,100.00,0.00,0.00,1199156303,0.00,0.00,1199157383,0.00,0.00,1199723232,0.00,-1,-1,1199723232,0.00,-1,-1,1199732133,0.00,-1,-1,1199732133,0.00,-1,-1,1199739930,0.00,-1,-1,1199739930,0.00,-1,-1,1199150046,100.00,-1,-1,1199150046,100.00,-1,-1,1199152339,100.00,-1,-1,1199152339,100.00,-1,-1,1199153549,100.00,-1,-1,1199153549,100.00,-1,-1,592730,36.18,36.18,40,389193,5.95,5.95,1.90,0.80,100.00,0.00,0.00,1199283694,0.00,0.00,1199284967,0.00,0.00,1199817947,0.00,-1,-1,1199817947,0.00,-1,-1,1199817941,0.00,-1,-1,1199817941,0.00,-1,-1,1199817795,0.00,-1,-1,1199817795,0.00,-1,-1,1199278935,100.00,-1,-1,1199278935,100.00,-1,-1,1199279817,100.00,-1,-1,1199279817,100.00,-1,-1,1199281238,100.00,-1,-1,1199281238,100.00,-1,-1,427652,26.10,26.10,48,349913,5.35,5.35,
2026-04-01,22:21:19.690,2.00,1.89,100.00,0.00,0.00,1200226510,0.00,0.00,1200228770,0.00,0.00,1200818237,0.00,-1,-1,1200818237,0.00,-1,-1,1200817086,0.00,-1,-1,1200817086,0.00,-1,-1,1200820068,0.00,-1,-1,1200820068,0.00,-1,-1,1200212625,100.00,-1,-1,1200212625,100.00,-1,-1,1200217095,100.00,-1,-1,1200217095,100.00,-1,-1,1200222211,100.00,-1,-1,1200222211,100.00,-1,-1,590983,36.07,36.07,41,389506,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1200262763,0.00,0.00,1200263883,0.00,0.00,1200800820,0.00,-1,-1,1200800820,0.00,-1,-1,1200800774,0.00,-1,-1,1200800774,0.00,-1,-1,1200800957,0.00,-1,-1,1200800957,0.00,-1,-1,1200274989,100.00,-1,-1,1200274989,100.00,-1,-1,1200260356,100.00,-1,-1,1200260356,100.00,-1,-1,1200260633,100.00,-1,-1,1200260633,100.00,-1,-1,428189,26.13,26.13,48,349534,5.35,5.35,
2026-04-01,22:21:20.690,2.00,1.88,100.00,0.00,0.00,1198864376,0.00,0.00,1198864589,0.00,0.00,1199410594,0.00,-1,-1,1199410594,0.00,-1,-1,1199402943,0.00,-1,-1,1199402943,0.00,-1,-1,1199392311,0.00,-1,-1,1199392311,0.00,-1,-1,1198860759,100.00,-1,-1,1198860759,100.00,-1,-1,1198862121,100.00,-1,-1,1198862121,100.00,-1,-1,1198862379,100.00,-1,-1,1198862379,100.00,-1,-1,588607,35.93,35.93,40,389619,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1198772541,0.00,0.00,1198773665,0.00,0.00,1199330361,0.00,-1,-1,1199330361,0.00,-1,-1,1199330284,0.00,-1,-1,1199330284,0.00,-1,-1,1199330395,0.00,-1,-1,1199330395,0.00,-1,-1,1198767988,100.00,-1,-1,1198767988,100.00,-1,-1,1198768954,100.00,-1,-1,1198768954,100.00,-1,-1,1198770478,100.00,-1,-1,1198770478,100.00,-1,-1,427283,26.08,26.08,48,349495,5.35,5.35,
2026-04-01,22:21:21.690,2.00,1.88,100.00,0.00,0.00,1199908678,0.00,0.00,1199909808,0.00,0.00,1200472641,0.00,-1,-1,1200472641,0.00,-1,-1,1200472491,0.00,-1,-1,1200472491,0.00,-1,-1,1200472491,0.00,-1,-1,1200472491,0.00,-1,-1,1199903103,100.00,-1,-1,1199903103,100.00,-1,-1,1199904394,100.00,-1,-1,1199904394,100.00,-1,-1,1199906529,100.00,-1,-1,1199906529,100.00,-1,-1,587512,35.86,35.86,40,389560,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1200001457,0.00,0.00,1200002495,0.00,0.00,1200532147,0.00,-1,-1,1200532147,0.00,-1,-1,1200532172,0.00,-1,-1,1200532172,0.00,-1,-1,1200531903,0.00,-1,-1,1200531903,0.00,-1,-1,1199996654,100.00,-1,-1,1199996654,100.00,-1,-1,1199997633,100.00,-1,-1,1199997633,100.00,-1,-1,1199999055,100.00,-1,-1,1199999055,100.00,-1,-1,428270,26.14,26.14,48,349941,5.35,5.35,
2026-04-01,22:21:22.690,2.00,1.89,100.00,0.00,0.00,1198921271,0.00,0.00,1198922222,0.00,0.00,1199442183,0.00,-1,-1,1199442183,0.00,-1,-1,1199442429,0.00,-1,-1,1199442429,0.00,-1,-1,1199442707,0.00,-1,-1,1199442707,0.00,-1,-1,1198914685,100.00,-1,-1,1198914685,100.00,-1,-1,1198916928,100.00,-1,-1,1198916928,100.00,-1,-1,1198918416,100.00,-1,-1,1198918416,100.00,-1,-1,590093,36.02,36.02,40,389813,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1198856291,0.00,0.00,1198857857,0.00,0.00,1199378722,0.00,-1,-1,1199378722,0.00,-1,-1,1199379026,0.00,-1,-1,1199379026,0.00,-1,-1,1199379167,0.00,-1,-1,1199379167,0.00,-1,-1,1198852046,100.00,-1,-1,1198852046,100.00,-1,-1,1198852785,100.00,-1,-1,1198852785,100.00,-1,-1,1198854105,100.00,-1,-1,1198854105,100.00,-1,-1,427502,26.09,26.09,48,349113,5.34,5.34,
2026-04-01,22:21:23.690,2.00,1.91,100.00,0.00,0.00,1199972691,0.00,0.00,1199974038,0.00,0.00,1200530811,0.00,-1,-1,1200530811,0.00,-1,-1,1200530409,0.00,-1,-1,1200530409,0.00,-1,-1,1200530178,0.00,-1,-1,1200530178,0.00,-1,-1,1199967297,100.00,-1,-1,1199967297,100.00,-1,-1,1199968460,100.00,-1,-1,1199968460,100.00,-1,-1,1199969611,100.00,-1,-1,1199969611,100.00,-1,-1,590082,36.02,36.02,40,389826,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1199973399,0.00,0.00,1199974679,0.00,0.00,1200503861,0.00,-1,-1,1200503861,0.00,-1,-1,1200503664,0.00,-1,-1,1200503664,0.00,-1,-1,1200503731,0.00,-1,-1,1200503731,0.00,-1,-1,1199968797,100.00,-1,-1,1199968797,100.00,-1,-1,1199969760,100.00,-1,-1,1199969760,100.00,-1,-1,1199971046,100.00,-1,-1,1199971046,100.00,-1,-1,428588,26.16,26.16,48,349888,5.35,5.35,
2026-04-01,22:21:24.690,2.00,1.89,100.00,0.00,0.00,1199281486,0.00,0.00,1199282504,0.00,0.00,1199840904,0.00,-1,-1,1199840904,0.00,-1,-1,1199841336,0.00,-1,-1,1199841336,0.00,-1,-1,1199841865,0.00,-1,-1,1199841865,0.00,-1,-1,1199275622,100.00,-1,-1,1199275622,100.00,-1,-1,1199276996,100.00,-1,-1,1199276996,100.00,-1,-1,1199278533,100.00,-1,-1,1199278533,100.00,-1,-1,589546,35.98,35.98,40,389328,5.96,5.96,1.90,0.80,100.00,0.00,0.00,1199319673,0.00,0.00,1199321080,0.00,0.00,1199843448,0.00,-1,-1,1199843448,0.00,-1,-1,1199843802,0.00,-1,-1,1199843802,0.00,-1,-1,1199843940,0.00,-1,-1,1199843940,0.00,-1,-1,1199302776,100.00,-1,-1,1199302776,100.00,-1,-1,1199303551,100.00,-1,-1,1199303551,100.00,-1,-1,1199304389,100.00,-1,-1,1199304389,100.00,-1,-1,428254,26.14,26.14,48,349104,5.34,5.34,
2026-04-01,22:21:25.689,2.00,1.85,100.00,0.00,0.00,1198812801,0.00,0.00,1198813805,0.00,0.00,1199334603,0.00,-1,-1,1199334603,0.00,-1,-1,1199334489,0.00,-1,-1,1199334489,0.00,-1,-1,1199334252,0.00,-1,-1,1199334252,0.00,-1,-1,1198807416,100.00,-1,-1,1198807416,100.00,-1,-1,1198808830,100.00,-1,-1,1198808830,100.00,-1,-1,1198810008,100.00,-1,-1,1198810008,100.00,-1,-1,586567,35.80,35.80,40,389893,5.97,5.97,1.90,0.80,100.00,0.00,0.00,1198826286,0.00,0.00,1198827403,0.00,0.00,1199351353,0.00,-1,-1,1199351353,0.00,-1,-1,1199351448,0.00,-1,-1,1199351448,0.00,-1,-1,1199351158,0.00,-1,-1,1199351158,0.00,-1,-1,1198822956,100.00,-1,-1,1198822956,100.00,-1,-1,1198823749,100.00,-1,-1,1198823749,100.00,-1,-1,1198824549,100.00,-1,-1,1198824549,100.00,-1,-1,427673,26.10,26.10,48,348543,5.33,5.33,
2026-04-01,22:21:26.690,2.00,1.88,100.00,0.00,0.00,1199958222,0.00,0.00,1199959396,0.00,0.00,1200477651,0.00,-1,-1,1200477651,0.00,-1,-1,1200513501,0.00,-1,-1,1200513501,0.00,-1,-1,1200513755,0.00,-1,-1,1200513755,0.00,-1,-1,1199951739,100.00,-1,-1,1199951739,100.00,-1,-1,1199953146,100.00,-1,-1,1199953146,100.00,-1,-1,1199954620,100.00,-1,-1,1199954620,100.00,-1,-1,587305,35.85,35.85,40,389658,5.96,5.96,1.90,0.84,100.00,0.00,0.00,1199954758,0.00,0.00,1199955886,0.00,0.00,1200486244,0.00,-1,-1,1200486244,0.00,-1,-1,1200485807,0.00,-1,-1,1200485807,0.00,-1,-1,1200485764,0.00,-1,-1,1200485764,0.00,-1,-1,1199950976,100.00,-1,-1,1199950976,100.00,-1,-1,1199951575,100.00,-1,-1,1199951575,100.00,-1,-1,1199952790,100.00,-1,-1,1199952790,100.00,-1,-1,432019,26.37,26.37,48,349984,5.35,5.35,
