,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,21:28:39.151,666575406,0.01,37147,666575406,666575406,0.01,37132,666575406,666576236,0.01,36556,666576236,666576236,0.01,36605,666576236,666576737,0.01,36107,666576737,666576737,0.01,36118,666576737,666577202,0.01,35710,666577202,666577202,0.01,35942,666577202,799917709,94.67,94.67,0.00,1610582,24.58,24.58,59,481798,7.35,7.35,666560038,0.01,51782,666560038,666560038,0.01,51833,666560038,666560439,0.01,51432,666560439,666560439,0.01,51413,666560439,666575547,0.01,36261,666575547,666575547,0.01,36356,666575547,666575977,0.01,35930,666575977,666575977,0.01,35862,666575977,799941862,99.78,99.78,0.00,1532480,23.38,23.38,55,588659,8.98,8.98,
2026-04-01,21:28:40.151,666531673,0.01,37548,666531673,666531673,0.01,37695,666531673,666532266,0.01,37053,666532266,666532266,0.01,37277,666532266,666532695,0.01,36857,666532695,666532695,0.01,36860,666532695,666533093,0.01,36347,666533093,666533093,0.01,36121,666533093,799884192,94.26,94.26,0.00,1620725,24.73,24.73,59,487783,7.44,7.44,666518456,0.01,36598,666518456,666518456,0.01,36483,666518456,666518819,0.01,36177,666518819,666518819,0.01,36178,666518819,666518974,0.01,36037,666518974,666518974,0.01,36037,666518974,666519405,0.01,35678,666519405,666519405,0.01,35744,666519405,799875645,99.81,99.81,0.00,1530844,23.36,23.36,55,586137,8.94,8.94,
2026-04-01,21:28:41.151,666532400,0.01,37883,666532400,666532400,0.01,37714,666532400,666533176,0.01,36853,666533176,666533176,0.01,36610,666533176,666533719,0.01,36062,666533719,666533719,0.01,36062,666533719,666534161,0.01,35809,666534161,666534161,0.01,36046,666534161,799883874,94.47,94.47,0.00,1610735,24.58,24.58,59,485462,7.41,7.41,666534864,0.01,36967,666534864,666534864,0.01,37028,666534864,666535314,0.01,36529,666535314,666535314,0.01,36589,666535314,666535598,0.01,36391,666535598,666535598,0.01,36433,666535598,666535985,0.01,36061,666535985,666535985,0.01,36061,666535985,799866290,99.97,99.97,0.00,1529665,23.34,23.34,56,586312,8.95,8.95,
2026-04-01,21:28:42.151,666531287,0.01,37558,666531287,666531287,0.01,37530,666531287,666531924,0.01,36732,666531924,666531924,0.01,36716,666531924,666532349,0.01,36403,666532349,666532349,0.01,36409,666532349,666532585,0.01,35998,666532585,666532585,0.01,35808,666532585,799881724,94.84,94.84,0.00,1613568,24.62,24.62,59,482978,7.37,7.37,666529253,0.01,36782,666529253,666529253,0.01,36751,666529253,666529564,0.01,36414,666529564,666529564,0.01,36357,666529564,666529786,0.01,36063,666529786,666529786,0.01,36014,666529786,666530059,0.01,35719,666530059,666530059,0.01,35733,666530059,799876854,99.98,99.98,0.00,1528035,23.32,23.32,55,585235,8.93,8.93,
2026-04-01,21:28:43.151,667182555,0.01,38025,667182555,667182555,0.01,38015,667182555,667183311,0.01,37169,667183311,667183311,0.01,37238,667183311,667183858,0.01,36581,667183858,667183858,0.01,36571,667183858,667184559,0.01,35922,667184559,667184559,0.01,35965,667184559,800664546,94.34,94.34,0.00,1622456,24.76,24.76,59,483915,7.38,7.38,667185971,0.01,37224,667185971,667185971,0.01,37347,667185971,667186449,0.01,37064,667186449,667186449,0.01,37102,667186449,667186791,0.01,36749,667186791,667186791,0.01,36743,667186791,667187326,0.01,36235,667187326,667187326,0.01,36239,667187326,800671369,99.97,99.97,0.00,1529696,23.34,23.34,56,582098,8.88,8.88,
2026-04-01,21:28:44.151,666502986,0.01,36700,666502986,666502986,0.01,36670,666502986,666503658,0.01,36065,666503658,666503658,0.01,35943,666503658,666504057,0.01,35654,666504057,666504057,0.01,35699,666504057,666504243,0.01,35497,666504243,666504243,0.01,35392,666504243,799847149,94.53,94.53,0.00,1608553,24.54,24.54,59,480698,7.33,7.33,666499470,0.01,36888,666499470,666499470,0.01,36734,666499470,666499821,0.01,36215,666499821,666499821,0.01,36180,666499821,666500007,0.01,36004,666500007,666500007,0.01,35918,666500007,666500277,0.01,35564,666500277,666500277,0.01,35549,666500277,799843235,99.95,99.95,0.00,1530707,23.36,23.36,56,584576,8.92,8.92,
2026-04-01,21:28:45.151,666503676,0.01,36702,666503676,666503676,0.01,36817,666503676,666504378,0.01,36239,666504378,666504378,0.01,36356,666504378,666504774,0.01,35834,666504774,666504774,0.01,35844,666504774,666505008,0.01,35565,666505008,666505008,0.01,35617,666505008,799863133,94.53,94.53,0.00,1606624,24.52,24.52,60,478281,7.30,7.30,666518078,0.01,36759,666518078,666518078,0.01,36691,666518078,666518480,0.01,36207,666518480,666518480,0.01,36157,666518480,666518765,0.01,35802,666518765,666518765,0.01,35836,666518765,666519220,0.01,35378,666519220,666519220,0.01,35339,666519220,799866102,99.84,99.84,0.00,1533200,23.39,23.39,56,586732,8.95,8.95,
2026-04-01,21:28:46.151,666517215,0.01,36879,666517215,666517215,0.01,36782,666517215,666517819,0.01,36076,666517819,666517819,0.01,35931,666517819,666518133,0.01,35603,666518133,666518133,0.01,35550,666518133,666518432,0.01,35229,666518432,666518432,0.01,35176,666518432,799849932,94.55,94.55,0.00,1611047,24.58,24.58,59,482175,7.36,7.36,666503820,0.01,35965,666503820,666503820,0.01,36102,666503820,666504052,0.01,35919,666504052,666504052,0.01,35962,666504052,666504209,0.01,35862,666504209,666504209,0.01,35842,666504209,666504591,0.01,35441,666504591,666504591,0.01,35491,666504591,799862510,99.99,99.99,0.00,1527988,23.32,23.32,55,581561,8.87,8.87,
2026-04-01,21:28:47.151,666515439,0.01,36267,666515439,666515439,0.01,36270,666515439,666516010,0.01,35698,666516010,666516010,0.01,35868,666516010,666516271,0.01,35605,666516271,666516271,0.01,35593,666516271,666516435,0.01,35527,666516435,666516435,0.01,35535,666516435,799862148,94.63,94.63,0.00,1612026,24.60,24.60,59,478826,7.31,7.31,666515888,0.01,36489,666515888,666515888,0.01,36417,666515888,666516220,0.01,36081,666516220,666516220,0.01,36085,666516220,666516413,0.01,35878,666516413,666516413,0.01,35920,666516413,666516670,0.01,35674,666516670,666516670,0.01,35678,666516670,799845348,99.99,99.99,0.00,1530806,23.36,23.36,56,579452,8.84,8.84,
2026-04-01,21:28:48.152,667185584,0.01,37278,667185584,667185584,0.01,37300,667185584,667186305,0.01,36491,667186305,667186305,0.01,36375,667186305,667186653,0.01,36039,667186653,667186653,0.01,36052,667186653,667187094,0.01,35615,667187094,667187094,0.01,35677,667187094,800667414,94.34,94.34,0.00,1618058,24.69,24.66,59,480669,7.33,7.33,667185991,0.01,36677,667185991,667185991,0.01,36762,667185991,667186495,0.01,36172,667186495,667186495,0.01,36117,667186495,667186704,0.01,35869,667186704,667186704,0.01,35855,667186704,667186782,0.01,35787,667186782,667186782,0.01,35735,667186782,800675319,99.95,99.95,0.00,1531441,23.37,23.34,56,585066,8.93,8.92,
2026-04-01,21:28:49.152,667194521,0.01,36393,667194521,667194521,0.01,36404,667194521,667195072,0.01,36335,667195072,667195072,0.01,36473,667195072,667195329,0.01,36405,667195329,667195329,0.01,36459,667195329,667195541,0.01,36230,667195541,667195541,0.01,36168,667195541,800678016,94.74,94.74,0.00,1611766,24.59,24.59,59,480342,7.33,7.33,667196506,0.01,36204,667196506,667196506,0.01,36131,667196506,667196933,0.01,35805,667196933,667196933,0.01,35880,667196933,667197089,0.01,35799,667197089,667197089,0.01,35757,667197089,667197423,0.01,35413,667197423,667197423,0.01,35450,667197423,800671971,99.98,99.98,0.00,1529520,23.34,23.34,56,588258,8.98,8.98,
2026-04-01,21:28:50.152,666505142,0.01,37144,666505142,666505142,0.01,37166,666505142,666505679,0.01,36327,666505679,666505679,0.01,36143,666505679,666505857,0.01,35781,666505857,666505857,0.01,35723,666505857,666506193,0.01,35394,666506193,666506193,0.01,35467,666506193,799849650,94.91,94.91,0.00,1609469,24.56,24.56,59,480190,7.33,7.33,666503427,0.01,36405,666503427,666503427,0.01,36402,666503427,666503739,0.01,36118,666503739,666503739,0.01,36100,666503739,666503721,0.01,36179,666503721,666503721,0.01,36222,666503721,666504025,0.01,35909,666504025,666504025,0.01,35918,666504025,799848658,99.97,99.97,0.00,1527337,23.31,23.31,56,575063,8.77,8.77,
2026-04-01,21:28:51.152,666500842,0.01,37382,666500842,666500842,0.01,37335,666500842,666501656,0.01,36662,666501656,666501656,0.01,36826,666501656,666502203,0.01,50051,666502203,666502203,0.01,50115,666502203,666502530,0.01,49698,666502530,666502530,0.01,49648,666502530,799865679,94.52,94.52,0.00,1615061,24.64,24.64,59,476782,7.28,7.28,666520599,0.01,37318,666520599,666520599,0.01,37517,666520599,666521100,0.01,37120,666521100,666521100,0.01,37171,666521100,666521505,0.01,36697,666521505,666521505,0.01,36739,666521505,666522029,0.01,36396,666522029,666522029,0.01,36386,666522029,799869550,99.75,99.75,0.00,1534100,23.41,23.41,56,573348,8.75,8.75,
2026-04-01,21:28:52.152,666550048,0.01,51405,666550048,666550048,0.01,51399,666550048,666550809,0.01,50393,666550809,666550809,0.01,50362,666550809,666551296,0.01,36071,666551296,666551296,0.01,36002,666551296,666551546,0.01,35895,666551546,666551546,0.01,35975,666551546,799918481,94.33,94.33,0.00,1615070,24.64,24.64,59,481396,7.35,7.35,666560281,0.01,37283,666560281,666560281,0.01,37190,666560281,666560680,0.01,36743,666560680,666560680,0.01,36702,666560680,666560889,0.01,36498,666560889,666560889,0.01,36424,666560889,666561258,0.01,35881,666561258,666561258,0.01,35889,666561258,799916296,99.94,99.94,0.00,1528531,23.32,23.32,56,578026,8.82,8.82,
2026-04-01,21:28:53.152,666520200,0.01,37472,666520200,666520200,0.01,37491,666520200,666521063,0.01,36666,666521063,666521063,0.01,36625,666521063,666521547,0.01,36347,666521547,666521547,0.01,36358,666521547,666521921,0.01,35919,666521921,666521921,0.01,35865,666521921,799855045,94.28,94.28,0.00,1617255,24.68,24.68,60,482373,7.36,7.36,666507952,0.01,37015,666507952,666507952,0.01,36973,666507952,666508367,0.01,36772,666508367,666508367,0.01,36836,666508367,666508609,0.01,36601,666508609,666508609,0.01,36687,666508609,666509129,0.01,36341,666509129,666509129,0.01,36347,666509129,799856134,99.98,99.98,0.00,1528128,23.32,23.32,56,572795,8.74,8.74,
2026-04-01,21:28:54.153,667170280,0.01,36931,667170280,667170280,0.01,37044,667170280,667170908,0.01,36372,667170908,667170908,0.01,36279,667170908,667171359,0.01,35640,667171359,667171359,0.01,35620,667171359,667171552,0.01,35412,667171552,667171552,0.01,35359,667171552,800645677,94.28,94.28,0.00,1611427,24.59,24.56,59,479673,7.32,7.31,667166154,0.01,36674,667166154,667166154,0.01,36666,667166154,667166367,0.01,36161,667166367,667166367,0.01,36100,667166367,667166510,0.01,35945,667166510,667166510,0.01,35846,667166510,667166599,0.01,35587,667166599,667166599,0.01,35588,667166599,800639779,99.99,99.99,0.00,1529513,23.34,23.32,56,568217,8.67,8.66,
2026-04-01,21:28:55.154,667190647,0.01,36562,667190647,667190647,0.01,36447,667190647,667191426,0.01,35719,667191426,667191426,0.01,35898,667191426,667191679,0.01,35672,667191679,667191679,0.01,35689,667191679,667191963,0.01,35410,667191963,667191963,0.01,35446,667191963,800674114,94.36,94.36,0.00,1621183,24.74,24.74,59,480355,7.33,7.33,667193584,0.01,36903,667193584,667193584,0.01,36953,667193584,667193969,0.01,36618,667193969,667193969,0.01,36603,667193969,667194127,0.01,36531,667194127,667194127,0.01,36633,667194127,667194745,0.01,36112,667194745,667194745,0.01,36115,667194745,800679155,99.98,99.98,0.00,1529698,23.34,23.34,56,580236,8.85,8.85,
2026-04-01,21:28:56.153,666515036,0.01,37036,666515036,666515036,0.01,37139,666515036,666515684,0.01,36534,666515684,666515684,0.01,36381,666515684,666516290,0.01,35761,666516290,666516290,0.01,35751,666516290,666516557,0.01,35427,666516557,666516557,0.01,35395,666516557,799862204,93.99,93.99,0.00,1618264,24.69,24.69,59,478005,7.29,7.29,666513851,0.01,36631,666513851,666513851,0.01,36489,666513851,666514177,0.01,36038,666514177,666514177,0.01,35982,666514177,666514303,0.01,35684,666514303,666514303,0.01,35610,666514303,666514545,0.01,35282,666514545,666514545,0.01,35222,666514545,799859114,99.82,99.82,0.00,1530783,23.36,23.36,55,578186,8.82,8.82,
2026-04-01,21:28:57.153,666502699,0.01,36907,666502699,666502699,0.01,36803,666502699,666503504,0.01,35861,666503504,666503504,0.01,35888,666503504,666503935,0.01,35502,666503935,666503935,0.01,35500,666503935,666504147,0.01,35310,666504147,666504147,0.01,35316,666504147,799846216,94.29,94.29,0.00,1613904,24.63,24.63,58,482738,7.37,7.37,666503681,0.01,36037,666503681,666503681,0.01,36068,666503681,666503993,0.01,35810,666503993,666503993,0.01,35867,666503993,666504147,0.01,35778,666504147,666504147,0.01,35751,666504147,666504408,0.01,35498,666504408,666504408,0.01,35536,666504408,799848893,99.99,99.99,0.00,1528497,23.32,23.32,56,580691,8.86,8.86,
2026-04-01,21:28:58.153,666506019,0.01,36985,666506019,666506019,0.01,36971,666506019,666506779,0.01,36344,666506779,666506779,0.01,36473,666506779,666507215,0.01,36098,666507215,666507215,0.01,36101,666507215,666507420,0.01,35867,666507420,666507420,0.01,35900,666507420,799866616,94.56,94.56,0.00,1612497,24.60,24.60,59,481567,7.35,7.35,666518849,0.01,36601,666518849,666518849,0.01,36599,666518849,666519221,0.01,36197,666519221,666519221,0.01,36182,666519221,666519441,0.01,35898,666519441,666519441,0.01,35846,666519441,666519855,0.01,35342,666519855,666519855,0.01,35300,666519855,799864532,99.95,99.95,0.00,1529064,23.33,23.33,56,577051,8.81,8.81,
2026-04-01,21:28:59.153,666520153,0.01,37394,666520153,666520153,0.01,37393,666520153,666520837,0.01,36545,666520837,666520837,0.01,36360,666520837,666521223,0.01,35900,666521223,666521223,0.01,35982,666521223,666521614,0.01,35596,666521614,666521614,0.01,35550,666521614,799855288,94.33,94.33,0.00,1617554,24.68,24.68,59,483432,7.38,7.38,666510150,0.01,35990,666510150,666510150,0.01,35989,666510150,666510557,0.01,35638,666510557,666510557,0.01,35642,666510557,666510742,0.01,35510,666510742,666510742,0.01,35553,666510742,666511005,0.01,35439,666511005,666511005,0.01,35487,666511005,799855926,99.97,99.97,0.00,1528130,23.32,23.32,56,582588,8.89,8.89,
2026-04-01,21:29:00.154,667164862,0.01,36432,667164862,667164862,0.01,36440,667164862,667165484,0.01,35949,667165484,667165484,0.01,36087,667165484,667165708,0.01,35997,667165708,667165708,0.01,35973,667165708,667165985,0.01,35750,667165985,667165985,0.01,35830,667165985,800641832,94.46,94.46,0.00,1613013,24.61,24.59,59,478406,7.30,7.29,667164375,0.01,36344,667164375,667164375,0.01,36329,667164375,667164775,0.01,35991,667164775,667164775,0.01,35991,667164775,667164905,0.01,35872,667164905,667164905,0.01,35967,667164905,667165213,0.01,35735,667165213,667165213,0.01,35723,667165213,800641645,99.93,99.93,0.00,1530243,23.35,23.33,57,580299,8.85,8.85,
2026-04-01,21:29:01.154,666535914,0.01,37395,666535914,666535914,0.01,37514,666535914,666536575,0.01,36824,666536575,666536575,0.01,36687,666536575,666536995,0.01,36107,666536995,666536995,0.01,36056,666536995,666537325,0.01,35739,666537325,666537325,0.01,35744,666537325,799888186,94.22,94.22,0.00,1619326,24.71,24.73,59,478944,7.31,7.32,666538090,0.01,36389,666538090,666538090,0.01,36419,666538090,666538386,0.01,36148,666538386,666538386,0.01,36173,666538386,666538548,0.01,36076,666538548,666538548,0.01,36004,666538548,666538735,0.01,35652,666538735,666538735,0.01,35672,666538735,799889964,99.97,99.97,0.00,1528207,23.32,23.34,56,580636,8.86,8.87,
2026-04-01,21:29:02.153,666516076,0.01,36666,666516076,666516076,0.01,36558,666516076,666516697,0.01,36007,666516697,666516697,0.01,36106,666516697,666517112,0.01,35715,666517112,666517112,0.01,35729,666517112,666517380,0.01,35459,666517380,666517380,0.01,35426,666517380,799863188,94.55,94.55,0.00,1613988,24.63,24.63,59,480907,7.34,7.34,666515416,0.01,36522,666515416,666515416,0.01,36462,666515416,666515690,0.01,36006,666515690,666515690,0.01,35932,666515690,666515945,0.01,35618,666515945,666515945,0.01,35639,666515945,666516308,0.01,35265,666516308,666516308,0.01,35214,666516308,799862111,99.85,99.85,0.00,1530758,23.36,23.36,56,578388,8.83,8.83,
2026-04-01,21:29:03.153,666502310,0.01,37350,666502310,666502310,0.01,37446,666502310,666502945,0.01,36736,666502945,666502945,0.01,36708,666502945,666503425,0.01,36258,666503425,666503425,0.01,36235,666503425,666503857,0.01,35765,666503857,666503857,0.01,35794,666503857,799850677,94.46,94.46,0.00,1612027,24.60,24.60,59,479368,7.31,7.31,666514834,0.01,36557,666514834,666514834,0.01,36588,666514834,666515403,0.01,36159,666515403,666515403,0.01,36275,666515403,666515532,0.01,36190,666515532,666515532,0.01,36226,666515532,666515873,0.01,35905,666515873,666515873,0.01,35948,666515873,799861784,99.97,99.97,0.00,1528231,23.32,23.32,57,577500,8.81,8.81,
2026-04-01,21:29:04.153,666721500,0.01,37309,666721500,666721500,0.01,37195,666721500,666722203,0.01,36454,666722203,666722203,0.01,36425,666722203,666722743,0.01,35822,666722743,666722743,0.01,35834,666722743,666723093,0.01,35502,666723093,666723093,0.01,35476,666723093,800106482,94.14,94.14,0.00,1617366,24.68,24.68,58,479819,7.32,7.32,666709341,0.01,36889,666709341,666709341,0.01,36867,666709341,666709655,0.01,36424,666709655,666709655,0.01,36319,666709655,666709820,0.01,36113,666709820,666709820,0.01,36086,666709820,666710463,0.01,35571,666710463,666710463,0.01,35602,666710463,800096768,99.96,99.96,0.00,1528370,23.32,23.32,56,568063,8.67,8.67,
