,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,21:21:23.506,666573174,0.01,37245,666573174,666573174,0.01,37290,666573174,666574085,0.01,36401,666574085,666574085,0.01,36524,666574085,666574618,0.01,36139,666574618,666574618,0.01,36226,666574618,666574946,0.01,35952,666574946,666574946,0.01,35976,666574946,799934641,94.06,94.06,0.00,1619634,24.71,24.71,60,478018,7.29,7.29,666564126,0.01,36703,666564126,666564126,0.01,36733,666564126,666564499,0.01,36319,666564499,666564499,0.01,36329,666564499,666564896,0.01,35924,666564896,666564896,0.01,35933,666564896,666565124,0.01,35694,666565124,666565124,0.01,35705,666565124,799940414,99.98,99.98,0.00,1528059,23.32,23.32,56,566684,8.65,8.65,
2026-04-01,21:21:24.506,666513262,0.01,37794,666513262,666513262,0.01,37705,666513262,666514061,0.01,36837,666514061,666514061,0.01,36728,666514061,666514739,0.01,36015,666514739,666514739,0.01,36026,666514739,666515096,0.01,35699,666515096,666515096,0.01,35749,666515096,799862256,94.41,94.41,0.00,1617886,24.69,24.69,59,480039,7.32,7.32,666516115,0.01,36678,666516115,666516115,0.01,36701,666516115,666516552,0.01,36291,666516552,666516552,0.01,36252,666516552,666516914,0.01,35858,666516914,666516914,0.01,35809,666516914,666517239,0.01,35460,666517239,666517239,0.01,35436,666517239,799844066,99.83,99.83,0.00,1530434,23.35,23.35,55,562849,8.59,8.59,
2026-04-01,21:21:25.507,667174999,0.01,37031,667174999,667174999,0.01,37042,667174999,667175760,0.01,36295,667175760,667175760,0.01,36270,667175760,667176140,0.01,35797,667176140,667176140,0.01,35727,667176140,667176322,0.01,35527,667176322,667176322,0.01,35486,667176322,800652569,94.54,94.54,0.00,1614997,24.64,24.62,59,480494,7.33,7.32,667173590,0.01,36569,667173590,667173590,0.01,36492,667173590,667173973,0.01,36090,667173973,667173973,0.01,36118,667173973,667174584,0.01,35634,667174584,667174584,0.01,35674,667174584,667174776,0.01,35519,667174776,667174776,0.01,35535,667174776,800650565,99.98,99.98,0.00,1529580,23.34,23.32,56,564276,8.61,8.60,
2026-04-01,21:21:26.507,667179401,0.01,36676,667179401,667179401,0.01,36674,667179401,667180101,0.01,35984,667180101,667180101,0.01,35987,667180101,667180400,0.01,35701,667180400,667180400,0.01,35699,667180400,667180730,0.01,35359,667180730,667180730,0.01,35368,667180730,800658294,94.58,94.58,0.00,1608282,24.54,24.54,59,478519,7.30,7.30,667177591,0.01,36638,667177591,667177591,0.01,36740,667177591,667177885,0.01,36451,667177885,667177885,0.01,36451,667177885,667178176,0.01,36088,667178176,667178176,0.01,36088,667178176,667178513,0.01,35748,667178513,667178513,0.01,35751,667178513,800657618,99.99,99.99,0.00,1530646,23.36,23.36,56,565333,8.63,8.63,
2026-04-01,21:21:27.507,666496391,0.01,36978,666496391,666496391,0.01,36984,666496391,666497275,0.01,36092,666497275,666497275,0.01,36089,666497275,666497675,0.01,35708,666497675,666497675,0.01,35707,666497675,666497866,0.01,35510,666497866,666497866,0.01,35514,666497866,799840393,94.81,94.81,0.00,1608131,24.54,24.54,59,484822,7.40,7.40,666497102,0.01,36554,666497102,666497102,0.01,36432,666497102,666497415,0.01,36118,666497415,666497415,0.01,36090,666497415,666497652,0.01,35857,666497652,666497652,0.01,35827,666497652,666498028,0.01,35405,666498028,666498028,0.01,35376,666498028,799838703,99.98,99.98,0.00,1528022,23.32,23.32,56,578767,8.83,8.83,
2026-04-01,21:21:28.507,666492454,0.01,36820,666492454,666492454,0.01,36908,666492454,666493001,0.01,36436,666493001,666493001,0.01,36448,666493001,666493409,0.01,36041,666493409,666493409,0.01,36111,666493409,666493648,0.01,35884,666493648,666493648,0.01,35877,666493648,799852943,94.09,94.09,0.00,1615676,24.65,24.65,59,482840,7.37,7.37,666509449,0.01,36660,666509449,666509449,0.01,36706,666509449,666509917,0.01,36278,666509917,666509917,0.01,36321,666509917,666510361,0.01,35894,666510361,666510361,0.01,35909,666510361,666510667,0.01,35733,666510667,666510667,0.01,35759,666510667,799856906,99.96,99.96,0.00,1528217,23.32,23.32,56,569260,8.69,8.69,
2026-04-01,21:21:29.507,666506120,0.01,36595,666506120,666506120,0.01,36504,666506120,666506752,0.01,35793,666506752,666506752,0.01,35873,666506752,666506944,0.01,35653,666506944,666506944,0.01,35604,666506944,666507132,0.01,35381,666507132,666507132,0.01,35385,666507132,799835269,94.62,94.62,0.00,1609996,24.57,24.57,59,482304,7.36,7.36,666490550,0.01,36422,666490550,666490550,0.01,36416,666490550,666490820,0.01,36154,666490820,666490820,0.01,36148,666490820,666491103,0.01,35858,666491103,666491103,0.01,35875,666491103,666491191,0.01,35678,666491191,666491191,0.01,35685,666491191,799850204,99.87,99.87,0.00,1529991,23.35,23.35,55,581888,8.88,8.88,
2026-04-01,21:21:30.507,666510261,0.01,38169,666510261,666510261,0.01,38302,666510261,666511351,0.01,37191,666511351,666511351,0.01,37153,666511351,666512231,0.01,36236,666512231,666512231,0.01,36189,666512231,666512674,0.01,35839,666512674,666512674,0.01,35821,666512674,799859751,94.38,94.38,0.00,1614335,24.63,24.63,59,484855,7.40,7.40,666515471,0.01,37072,666515471,666515471,0.01,37063,666515471,666516028,0.01,36485,666516028,666516028,0.01,36476,666516028,666516585,0.01,35906,666516585,666516585,0.01,35895,666516585,666516882,0.01,35617,666516882,666516882,0.01,35600,666516882,799845867,99.98,99.98,0.00,1527981,23.32,23.32,55,580285,8.85,8.85,
2026-04-01,21:21:31.508,667188386,0.01,37769,667188386,667188386,0.01,37735,667188386,667189366,0.01,36834,667189366,667189366,0.01,36896,667189366,667189920,0.01,36465,667189920,667189920,0.01,36486,667189920,667190349,0.01,35980,667190349,667190349,0.01,36011,667190349,800671148,94.40,94.40,0.00,1613481,24.62,24.62,59,482190,7.36,7.36,667187873,0.01,36902,667187873,667187873,0.01,36958,667187873,667188222,0.01,36671,667188222,667188222,0.01,36682,667188222,667188802,0.01,36134,667188802,667188802,0.01,36267,667188802,667189098,0.01,35976,667189098,667189098,0.01,35985,667189098,800670346,99.98,99.98,0.00,1530009,23.35,23.35,56,568302,8.67,8.67,
2026-04-01,21:21:32.508,666642140,0.01,37597,666642140,666642140,0.01,37488,666642140,666643199,0.01,36414,666643199,666643199,0.01,36389,666643199,666643612,0.01,36001,666643612,666643612,0.01,36024,666643612,666643992,0.01,35626,666643992,666643992,0.01,35599,666643992,800013211,94.54,94.54,0.00,1610577,24.58,24.58,59,482768,7.37,7.37,666641135,0.01,36836,666641135,666641135,0.01,36746,666641135,666641658,0.01,36119,666641658,666641658,0.01,36137,666641658,666641804,0.01,35916,666641804,666641804,0.01,35763,666641804,666642171,0.01,35368,666642171,666642171,0.01,35339,666642171,800009872,99.94,99.94,0.00,1528482,23.32,23.32,56,573552,8.75,8.75,
2026-04-01,21:21:33.508,666514434,0.01,37450,666514434,666514434,0.01,37495,666514434,666515466,0.01,36494,666515466,666515466,0.01,36385,666515466,666516073,0.01,35715,666516073,666516073,0.01,35682,666516073,666516416,0.01,35340,666516416,666516416,0.01,35324,666516416,799862418,94.36,94.36,0.00,1613769,24.62,24.62,59,480074,7.33,7.33,666515845,0.01,36569,666515845,666515845,0.01,36616,666515845,666516328,0.01,36191,666516328,666516328,0.01,36167,666516328,666516737,0.01,35782,666516737,666516737,0.01,35798,666516737,666517010,0.01,35594,666517010,666517010,0.01,35638,666517010,799866673,99.98,99.98,0.00,1528097,23.32,23.32,55,575756,8.79,8.79,
2026-04-01,21:21:34.507,666577933,0.01,36755,666577933,666577933,0.01,36723,666577933,666578600,0.01,36029,666578600,666578600,0.01,36059,666578600,666578900,0.01,35707,666578900,666578900,0.01,35725,666578900,666579211,0.01,35459,666579211,666579211,0.01,35492,666579211,799937823,94.41,94.41,0.00,1610875,24.58,24.58,59,478857,7.31,7.31,666577345,0.01,36474,666577345,666577345,0.01,36462,666577345,666577685,0.01,36091,666577685,666577685,0.01,36100,666577685,666578027,0.01,35849,666578027,666578027,0.01,35861,666578027,666578155,0.01,35707,666578155,666578155,0.01,35705,666578155,799933237,99.99,99.99,0.00,1528084,23.32,23.32,56,569855,8.70,8.70,
2026-04-01,21:21:35.507,666506627,0.01,36978,666506627,666506627,0.01,37045,666506627,666507443,0.01,36173,666507443,666507443,0.01,36252,666507443,666507920,0.01,35889,666507920,666507920,0.01,35941,666507920,666508201,0.01,35614,666508201,666508201,0.01,35600,666508201,799853417,94.59,94.59,0.00,1605709,24.50,24.50,58,476713,7.27,7.27,666507169,0.01,36150,666507169,666507169,0.01,36105,666507169,666507409,0.01,35837,666507409,666507409,0.01,35797,666507409,666507559,0.01,35530,666507559,666507559,0.01,35491,666507559,666507640,0.01,35335,666507640,666507640,0.01,35308,666507640,799853205,99.87,99.87,0.00,1531630,23.37,23.37,56,561686,8.57,8.57,
2026-04-01,21:21:36.507,666529784,0.01,37134,666529784,666529784,0.01,37058,666529784,666530622,0.01,36288,666530622,666530622,0.01,36204,666530622,666531024,0.01,35719,666531024,666531024,0.01,35684,666531024,666531415,0.01,35319,666531415,666531415,0.01,35312,666531415,799894169,94.41,94.41,0.00,1608398,24.54,24.54,59,480997,7.34,7.34,666544247,0.01,36471,666544247,666544247,0.01,36470,666544247,666544756,0.01,35955,666544756,666544756,0.01,35947,666544756,666545293,0.01,35417,666545293,666545293,0.01,35423,666545293,666545400,0.01,35333,666545400,666545400,0.01,35333,666545400,799898280,99.95,99.95,0.00,1528256,23.32,23.32,55,578346,8.82,8.82,
2026-04-01,21:21:37.507,666520895,0.01,36430,666520895,666520895,0.01,36558,666520895,666521495,0.01,35888,666521495,666521495,0.01,35874,666521495,666521839,0.01,35562,666521839,666521839,0.01,35518,666521839,666522000,0.01,35305,666522000,666522000,0.01,35291,666522000,799852749,94.45,94.45,0.00,1610651,24.58,24.58,59,482717,7.37,7.37,666506408,0.01,36069,666506408,666506408,0.01,36214,666506408,666506758,0.01,35928,666506758,666506758,0.01,35965,666506758,666506985,0.01,35790,666506985,666506985,0.01,35825,666506985,666507199,0.01,35678,666507199,666507199,0.01,35706,666507199,799869896,99.99,99.99,0.00,1528005,23.32,23.32,55,575904,8.79,8.79,
2026-04-01,21:21:38.507,666563287,0.01,36745,666563287,666563287,0.01,36624,666563287,666564032,0.01,35915,666564032,666564032,0.01,35929,666564032,666564452,0.01,35465,666564452,666564452,0.01,35523,666564452,666564816,0.01,35213,666564816,666564816,0.01,35234,666564816,799920269,94.25,94.25,0.00,1616671,24.67,24.67,59,480335,7.33,7.33,666563742,0.01,36763,666563742,666563742,0.01,36645,666563742,666564200,0.01,36193,666564200,666564200,0.01,36241,666564200,666564459,0.01,35987,666564459,666564459,0.01,35981,666564459,666564694,0.01,35722,666564694,666564694,0.01,35722,666564694,799923780,99.99,99.99,0.00,1528025,23.32,23.32,55,574538,8.77,8.77,
2026-04-01,21:21:39.508,667190544,0.01,37279,667190544,667190544,0.01,37388,667190544,667191319,0.01,36718,667191319,667191319,0.01,36715,667191319,667191652,0.01,36442,667191652,667191652,0.01,36410,667191652,667192010,0.01,36043,667192010,667192010,0.01,36054,667192010,800674593,94.34,94.34,0.00,1613987,24.63,24.63,58,481572,7.35,7.35,667192189,0.01,37027,667192189,667192189,0.01,37072,667192189,667192703,0.01,36517,667192703,667192703,0.01,36474,667192703,667193028,0.01,36143,667193028,667193028,0.01,36136,667193028,667193328,0.01,35838,667193328,667193328,0.01,35834,667193328,800650772,99.98,99.98,0.00,1530670,23.36,23.36,56,576092,8.79,8.79,
2026-04-01,21:21:40.508,666490785,0.01,36819,666490785,666490785,0.01,36712,666490785,666491481,0.01,35949,666491481,666491481,0.01,35950,666491481,666491781,0.01,35558,666491781,666491781,0.01,35591,666491781,666491973,0.01,35399,666491973,666491973,0.01,35392,666491973,799832609,94.34,94.34,0.00,1613054,24.61,24.61,59,479884,7.32,7.32,666490509,0.01,36403,666490509,666490509,0.01,36392,666490509,666490888,0.01,36037,666490888,666490888,0.01,36037,666490888,666491160,0.01,35751,666491160,666491160,0.01,35754,666491160,666491276,0.01,35650,666491276,666491276,0.01,35649,666491276,799832986,99.84,99.84,0.00,1531214,23.36,23.36,55,572433,8.73,8.73,
2026-04-01,21:21:41.507,666521940,0.01,36712,666521940,666521940,0.01,36696,666521940,666522803,0.01,35769,666522803,666522803,0.01,35761,666522803,666523097,0.01,35518,666523097,666523097,0.01,35485,666523097,666523334,0.01,35250,666523334,666523334,0.01,35262,666523334,799869150,94.91,94.91,0.00,1604524,24.48,24.48,59,478561,7.30,7.30,666519558,0.01,36349,666519558,666519558,0.01,36333,666519558,666519856,0.01,36003,666519856,666519856,0.01,35996,666519856,666520120,0.01,35732,666520120,666520120,0.01,35741,666520120,666520255,0.01,35606,666520255,666520255,0.01,35600,666520255,799866102,99.98,99.98,0.00,1528097,23.32,23.32,56,567321,8.66,8.66,
2026-04-01,21:21:42.507,666489783,0.01,50260,666489783,666489783,0.01,50326,666489783,666490653,0.01,49448,666490653,666490653,0.01,49520,666490653,666497569,0.01,42674,666497569,666497569,0.01,42712,666497569,666504394,0.01,35829,666504394,666504394,0.01,35777,666504394,799848933,94.52,94.52,0.00,1611800,24.59,24.59,59,479143,7.31,7.31,666506259,0.01,37003,666506259,666506259,0.01,37628,666506259,666506629,0.01,37279,666506629,666506629,0.01,37258,666506629,666506979,0.01,36866,666506979,666506979,0.01,36829,666506979,666507485,0.01,36261,666507485,666507485,0.01,36229,666507485,799855279,99.97,99.97,0.00,1528219,23.32,23.32,55,567224,8.66,8.66,
2026-04-01,21:21:43.507,666493925,0.01,36349,666493925,666493925,0.01,36287,666493925,666494533,0.01,35672,666494533,666494533,0.01,35587,666494533,666494884,0.01,35097,666494884,666494884,0.01,35030,666494884,666495039,0.01,34912,666495039,666495039,0.01,34942,666495039,799835593,94.97,94.97,0.00,1598920,24.40,24.40,60,480618,7.33,7.33,666491345,0.01,48643,666491345,666491345,0.01,48085,666491345,666491632,0.01,47935,666491632,666491632,0.01,48026,666491632,666491817,0.01,47984,666491817,666491817,0.01,48077,666491817,666491960,0.01,48073,666491960,666491960,0.01,48167,666491960,799846666,99.98,99.98,0.00,1526602,23.29,23.29,55,565012,8.62,8.62,
2026-04-01,21:21:44.508,667172704,0.01,36750,667172704,667172704,0.01,36811,667172704,667173459,0.01,36180,667173459,667173459,0.01,36193,667173459,667173865,0.01,35847,667173865,667173865,0.01,35872,667173865,667174203,0.01,35565,667174203,667174203,0.01,35577,667174203,800652349,94.58,94.58,0.00,1613158,24.61,24.59,58,480588,7.33,7.33,667162109,0.01,37312,667162109,667162109,0.01,37216,667162109,667162422,0.01,36745,667162422,667162422,0.01,36675,667162422,667162835,0.01,36161,667162835,667162835,0.01,36105,667162835,667162949,0.01,35886,667162949,667162949,0.01,35835,667162949,800659707,99.95,99.95,0.00,1532368,23.38,23.36,56,568055,8.67,8.66,
2026-04-01,21:21:45.509,667217159,0.01,36845,667217159,667217159,0.01,36860,667217159,667217724,0.01,36197,667217724,667217724,0.01,36202,667217724,667218022,0.01,35982,667218022,667218022,0.01,36007,667218022,667218322,0.01,35787,667218322,667218322,0.01,35792,667218322,800704968,94.71,94.71,0.00,1611316,24.59,24.59,59,479319,7.31,7.31,667217184,0.01,36461,667217184,667217184,0.01,36503,667217184,667217495,0.01,36193,667217495,667217495,0.01,36192,667217495,667217725,0.01,35963,667217725,667217725,0.01,35963,667217725,667218040,0.01,35664,667218040,667218040,0.01,35663,667218040,800683268,99.98,99.98,0.00,1529534,23.34,23.34,55,565123,8.62,8.62,
2026-04-01,21:21:46.509,666662974,0.01,36577,666662974,666662974,0.01,36535,666662974,666663558,0.01,36014,666663558,666663558,0.01,36018,666663558,666663787,0.01,35670,666663787,666663787,0.01,35646,666663787,666664026,0.01,35333,666664026,666664026,0.01,35339,666664026,800038658,95.27,95.27,0.00,1602121,24.45,24.45,59,482322,7.36,7.36,666662170,0.01,36091,666662170,666662170,0.01,36050,666662170,666662462,0.01,35716,666662462,666662462,0.01,35689,666662462,666662627,0.01,35477,666662627,666662627,0.01,35441,666662627,666662709,0.01,35312,666662709,666662709,0.01,35281,666662709,800037011,99.87,99.87,0.00,1529670,23.34,23.34,55,561923,8.57,8.57,
2026-04-01,21:21:47.509,666531666,0.01,37333,666531666,666531666,0.01,37456,666531666,666532506,0.01,36724,666532506,666532506,0.01,36722,666532506,666533001,0.01,36313,666533001,666533001,0.01,36324,666533001,666533445,0.01,35914,666533445,666533445,0.01,35894,666533445,799883963,94.57,94.57,0.00,1612638,24.61,24.61,59,483114,7.37,7.37,666534640,0.01,37150,666534640,666534640,0.01,37264,666534640,666535151,0.01,36841,666535151,666535151,0.01,36877,666535151,666535642,0.01,36532,666535642,666535642,0.01,36653,666535642,666536155,0.01,36200,666536155,666536155,0.01,36220,666536155,799886610,99.99,99.99,0.00,1528032,23.32,23.32,56,561776,8.57,8.57,
2026-04-01,21:21:48.509,666812313,0.01,37212,666812313,666812313,0.01,37071,666812313,666813016,0.01,36214,666813016,666813016,0.01,36229,666813016,666813397,0.01,35778,666813397,666813397,0.01,35796,666813397,666813642,0.01,35525,666813642,666813642,0.01,35540,666813642,800219244,94.59,94.59,0.00,1611151,24.58,24.56,59,480193,7.33,7.32,666811137,0.01,36897,666811137,666811137,0.01,36829,666811137,666811606,0.01,36337,666811606,666811606,0.01,36343,666811606,666811923,0.01,35941,666811923,666811923,0.01,35856,666811923,666812137,0.01,35628,666812137,666812137,0.01,35638,666812137,800237187,99.95,99.95,0.00,1528444,23.32,23.30,56,562841,8.59,8.58,
