,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-04-01,21:26:37.819,667173243,0.01,36215,667173243,667173243,0.01,36226,667173243,667173823,0.01,35678,667173823,667173823,0.01,35710,667173823,667174234,0.01,35327,667174234,667174234,0.01,35355,667174234,667174537,0.01,35092,667174537,667174537,0.01,35125,667174537,800652356,94.68,94.68,0.00,1614268,24.63,24.63,59,502700,7.67,7.67,667174238,0.01,36665,667174238,667174238,0.01,36674,667174238,667174569,0.01,36261,667174569,667174569,0.01,36249,667174569,667174794,0.01,36006,667174794,667174794,0.01,36010,667174794,667175083,0.01,35804,667175083,667175083,0.01,35805,667175083,800631202,99.98,99.98,0.00,1529600,23.34,23.34,55,573866,8.76,8.76,
2026-04-01,21:26:38.819,666518649,0.01,36888,666518649,666518649,0.01,36887,666518649,666519231,0.01,36368,666519231,666519231,0.01,36388,666519231,666519787,0.01,35854,666519787,666519787,0.01,35854,666519787,666520065,0.01,35618,666520065,666520065,0.01,35616,666520065,799866546,94.33,94.33,0.00,1621569,24.74,24.74,60,497718,7.59,7.59,666518807,0.01,36435,666518807,666518807,0.01,36405,666518807,666519228,0.01,36099,666519228,666519228,0.01,36111,666519228,666519491,0.01,35876,666519491,666519491,0.01,35883,666519491,666519619,0.01,35664,666519619,666519619,0.01,35652,666519619,799862909,99.99,99.99,0.00,1527952,23.31,23.31,55,571564,8.72,8.72,
2026-04-01,21:26:39.818,666505383,0.01,37128,666505383,666505383,0.01,37115,666505383,666505960,0.01,36494,666505960,666505960,0.01,36504,666505960,666506611,0.01,35856,666506611,666506611,0.01,35862,666506611,666506940,0.01,35514,666506940,666506940,0.01,35537,666506940,799850725,94.41,94.41,0.00,1613586,24.62,24.62,60,505747,7.72,7.72,666505803,0.01,36575,666505803,666505803,0.01,36605,666505803,666506298,0.01,35978,666506298,666506298,0.01,35966,666506298,666506567,0.01,35683,666506567,666506567,0.01,35691,666506567,666506803,0.01,35537,666506803,666506803,0.01,35541,666506803,799852947,99.96,99.96,0.00,1528757,23.33,23.33,55,576568,8.80,8.80,
2026-04-01,21:26:40.818,666497432,0.01,47346,666497432,666497432,0.01,47364,666497432,666508901,0.01,35949,666508901,666508901,0.01,35945,666508901,666509338,0.01,35512,666509338,666509338,0.01,35510,666509338,666509534,0.01,35312,666509534,666509534,0.01,35300,666509534,799856448,94.35,94.35,0.00,1616811,24.67,24.67,59,507330,7.74,7.74,666510487,0.01,36233,666510487,666510487,0.01,36207,666510487,666510818,0.01,35971,666510818,666510818,0.01,35992,666510818,666510988,0.01,35820,666510988,666510988,0.01,35810,666510988,666511130,0.01,35600,666511130,666511130,0.01,35607,666511130,799856064,99.83,99.83,0.00,1530619,23.36,23.36,55,574140,8.76,8.76,
2026-04-01,21:26:41.818,666483450,0.01,36610,666483450,666483450,0.01,36673,666483450,666484034,0.01,36038,666484034,666484034,0.01,36024,666484034,666484447,0.01,35583,666484447,666484447,0.01,35580,666484447,666484718,0.01,35309,666484718,666484718,0.01,35490,666484718,799841187,94.24,94.24,0.00,1615747,24.65,24.65,59,506636,7.73,7.73,666518223,0.01,38878,666518223,666518223,0.01,39793,666518223,666519182,0.01,40274,666519182,666519182,0.01,41068,666519182,666519785,0.01,41710,666519785,666519785,0.01,42385,666519785,666520356,0.01,43034,666520356,666520356,0.01,43734,666520356,799883675,99.97,99.97,0.00,1528264,23.32,23.32,53,567168,8.65,8.65,
2026-04-01,21:26:42.819,667276318,0.01,37890,667276318,667276318,0.01,37822,667276318,667276790,0.01,37398,667276790,667276790,0.01,37388,667276790,667276917,0.01,37284,667276917,667276917,0.01,37281,667276917,667276771,0.01,37406,667276771,667276771,0.01,37217,667276771,800756598,94.66,94.66,0.00,1609450,24.56,24.53,59,499090,7.62,7.61,667229036,0.01,44719,667229036,667229036,0.01,43807,667229036,667228892,0.01,42470,667228892,667228892,0.01,41673,667228892,667228780,0.01,40571,667228780,667228780,0.01,39891,667228780,667228521,0.01,52750,667228521,667228521,0.01,52012,667228521,800729046,99.97,99.97,0.00,1529776,23.34,23.32,55,577324,8.81,8.80,
2026-04-01,21:26:43.820,667185625,0.01,36699,667185625,667185625,0.01,36696,667185625,667186215,0.01,36100,667186215,667186215,0.01,36107,667186215,667186645,0.01,35662,667186645,667186645,0.01,35667,667186645,667186891,0.01,35452,667186891,667186891,0.01,35456,667186891,800667617,94.44,94.44,0.00,1616771,24.67,24.67,58,507370,7.74,7.74,667174326,0.01,50239,667174326,667174326,0.01,50290,667174326,667174569,0.01,50009,667174569,667174569,0.01,49996,667174569,667174858,0.01,49675,667174858,667174858,0.01,49678,667174858,667175041,0.01,35663,667175041,667175041,0.01,35704,667175041,800656401,99.95,99.95,0.00,1529981,23.35,23.35,54,583806,8.91,8.91,
2026-04-01,21:26:44.820,666515431,0.01,36256,666515431,666515431,0.01,36259,666515431,666515924,0.01,35716,666515924,666515924,0.01,35848,666515924,666516184,0.01,35844,666516184,666516184,0.01,35843,666516184,666516408,0.01,35602,666516408,666516408,0.01,35598,666516408,799861102,94.73,94.73,0.00,1601707,24.44,24.44,58,503166,7.68,7.68,666512798,0.01,36103,666512798,666512798,0.01,36037,666512798,666513075,0.01,35738,666513075,666513075,0.01,35738,666513075,666513163,0.01,35653,666513163,666513163,0.01,35650,666513163,666513395,0.01,35397,666513395,666513395,0.01,35389,666513395,799854551,99.97,99.97,0.00,1528234,23.32,23.32,55,580062,8.85,8.85,
2026-04-01,21:26:45.819,666499490,0.01,37070,666499490,666499490,0.01,37078,666499490,666500188,0.01,36363,666500188,666500188,0.01,36227,666500188,666500625,0.01,35540,666500625,666500625,0.01,35535,666500625,666500905,0.01,35237,666500905,666500905,0.01,35245,666500905,799844342,94.73,94.73,0.00,1609750,24.56,24.56,59,505153,7.71,7.71,666502740,0.01,36203,666502740,666502740,0.01,36230,666502740,666503040,0.01,36006,666503040,666503040,0.01,36011,666503040,666503241,0.01,35833,666503241,666503241,0.01,35834,666503241,666503440,0.01,35658,666503440,666503440,0.01,35666,666503440,799846932,99.98,99.98,0.00,1528253,23.32,23.32,54,582981,8.90,8.90,
2026-04-01,21:26:46.819,666504883,0.01,36217,666504883,666504883,0.01,36212,666504883,666505383,0.01,35702,666505383,666505383,0.01,35697,666505383,666505648,0.01,35454,666505648,666505648,0.01,35459,666505648,666506087,0.01,35033,666506087,666506087,0.01,35028,666506087,799850503,94.98,94.98,0.00,1601793,24.44,24.44,60,502335,7.67,7.67,666503949,0.01,36079,666503949,666503949,0.01,36085,666503949,666504192,0.01,35836,666504192,666504192,0.01,35845,666504192,666504379,0.01,35722,666504379,666504379,0.01,35719,666504379,666504508,0.01,35578,666504508,666504508,0.01,35559,666504508,799852475,99.80,99.80,0.00,1534024,23.41,23.41,54,583112,8.90,8.90,
2026-04-01,21:26:47.819,666536873,0.01,47858,666536873,666536873,0.01,47869,666536873,666548951,0.01,35835,666548951,666548951,0.01,35847,666548951,666549379,0.01,35411,666549379,666549379,0.01,35413,666549379,666549573,0.01,35210,666549573,666549573,0.01,35213,666549573,799901890,94.71,94.71,0.00,1611457,24.59,24.59,60,505650,7.72,7.72,666550407,0.01,36351,666550407,666550407,0.01,36278,666550407,666550753,0.01,35876,666550753,666550753,0.01,35848,666550753,666550907,0.01,35584,666550907,666550907,0.01,35552,666550907,666551097,0.01,35332,666551097,666551097,0.01,35305,666551097,799898998,99.95,99.95,0.00,1528498,23.32,23.32,55,577786,8.82,8.82,
2026-04-01,21:26:48.820,667164006,0.01,36088,667164006,667164006,0.01,36084,667164006,667164629,0.01,35445,667164629,667164629,0.01,35453,667164629,667164797,0.01,35274,667164797,667164797,0.01,35278,667164797,667164928,0.01,35179,667164928,667164928,0.01,35179,667164928,800638222,94.90,94.90,0.00,1607623,24.53,24.51,59,494544,7.55,7.54,667161081,0.01,47630,667161081,667161081,0.01,47658,667161081,667161373,0.01,47399,667161373,667161373,0.01,47411,667161373,667161496,0.01,47265,667161496,667161496,0.01,47285,667161496,667173417,0.01,35369,667173417,667173417,0.01,35364,667173417,800652602,99.97,99.97,0.00,1529745,23.34,23.32,56,572691,8.74,8.73,
2026-04-01,21:26:49.821,667243207,0.01,37026,667243207,667243207,0.01,37035,667243207,667243897,0.01,36360,667243897,667243897,0.01,36337,667243897,667244335,0.01,35893,667244335,667244335,0.01,35893,667244335,667244793,0.01,35464,667244793,667244793,0.01,35456,667244793,800738261,94.50,94.50,0.00,1618822,24.70,24.70,59,485178,7.40,7.40,667236170,0.01,36334,667236170,667236170,0.01,36355,667236170,667236682,0.01,35886,667236682,667236682,0.01,35948,667236682,667236982,0.01,35776,667236982,667236982,0.01,35778,667236982,667237210,0.01,35671,667237210,667237210,0.01,35722,667237210,800745545,99.98,99.98,0.00,1529803,23.34,23.34,55,585605,8.94,8.94,
2026-04-01,21:26:50.821,666501035,0.01,35994,666501035,666501035,0.01,35977,666501035,666501633,0.01,35362,666501633,666501633,0.01,35363,666501633,666501732,0.01,35245,666501732,666501732,0.01,35237,666501732,666501850,0.01,35117,666501850,666501850,0.01,35122,666501850,799842568,94.88,94.88,0.00,1601071,24.43,24.43,60,485946,7.41,7.41,666497132,0.01,36228,666497132,666497132,0.01,36237,666497132,666497413,0.01,35893,666497413,666497413,0.01,35847,666497413,666497512,0.01,35680,666497512,666497512,0.01,35692,666497512,666497629,0.01,35479,666497629,666497629,0.01,35474,666497629,799820140,99.98,99.98,0.00,1528093,23.32,23.32,54,579831,8.85,8.85,
2026-04-01,21:26:51.821,666512120,0.01,36250,666512120,666512120,0.01,36245,666512120,666512715,0.01,35652,666512715,666512715,0.01,35662,666512715,666513106,0.01,35362,666513106,666513106,0.01,35363,666513106,666513298,0.01,35131,666513298,666513298,0.01,35134,666513298,799859589,94.31,94.31,0.00,1613174,24.62,24.62,60,502064,7.66,7.66,666514802,0.01,36136,666514802,666514802,0.01,36144,666514802,666515072,0.01,35923,666515072,666515072,0.01,35913,666515072,666515231,0.01,35821,666515231,666515231,0.01,35821,666515231,666515462,0.01,35603,666515462,666515462,0.01,35609,666515462,799862296,99.81,99.81,0.00,1531000,23.36,23.36,54,577870,8.82,8.82,
2026-04-01,21:26:52.820,666511468,0.01,36489,666511468,666511468,0.01,36487,666511468,666512092,0.01,35869,666512092,666512092,0.01,35892,666512092,666512479,0.01,35431,666512479,666512479,0.01,35432,666512479,666512714,0.01,35196,666512714,666512714,0.01,35194,666512714,799856074,94.38,94.38,0.00,1614845,24.64,24.64,59,506055,7.72,7.72,666509547,0.01,36249,666509547,666509547,0.01,36238,666509547,666509823,0.01,35904,666509823,666509823,0.01,35912,666509823,666510078,0.01,35582,666510078,666510078,0.01,35590,666510078,666510234,0.01,35520,666510234,666510234,0.01,35517,666510234,799852806,99.96,99.96,0.00,1528441,23.32,23.32,56,576876,8.80,8.80,
2026-04-01,21:26:53.820,666541325,0.01,36439,666541325,666541325,0.01,36442,666541325,666542007,0.01,35773,666542007,666542007,0.01,35754,666542007,666542227,0.01,35532,666542227,666542227,0.01,35532,666542227,666542507,0.01,35246,666542507,666542507,0.01,35242,666542507,799895080,94.62,94.62,0.00,1609248,24.56,24.56,59,503347,7.68,7.68,666543424,0.01,36141,666543424,666543424,0.01,36197,666543424,666543710,0.01,36038,666543710,666543710,0.01,36126,666543710,666543833,0.01,35997,666543833,666543833,0.01,35990,666543833,666544008,0.01,35719,666544008,666544008,0.01,35712,666544008,799896475,99.97,99.97,0.00,1528225,23.32,23.32,53,576806,8.80,8.80,
2026-04-01,21:26:54.821,667163801,0.01,35958,667163801,667163801,0.01,35968,667163801,667164323,0.01,35405,667164323,667164323,0.01,35394,667164323,667164505,0.01,35233,667164505,667164505,0.01,35223,667164505,667164720,0.01,35000,667164720,667164720,0.01,35001,667164720,800651876,94.32,94.32,0.00,1615101,24.64,24.62,59,510110,7.78,7.78,667172237,0.01,36192,667172237,667172237,0.01,36079,667172237,667172463,0.01,35664,667172463,667172463,0.01,35524,667172463,667172560,0.01,35356,667172560,667172560,0.01,35308,667172560,667172665,0.01,35143,667172665,667172665,0.01,35093,667172665,800649936,99.99,99.99,0.00,1529632,23.34,23.32,56,585213,8.93,8.92,
2026-04-01,21:26:55.822,667169811,0.01,48053,667169811,667169811,0.01,48047,667169811,667170431,0.01,47458,667170431,667170431,0.01,47484,667170431,667170605,0.01,47300,667170605,667170605,0.01,47309,667170605,667170803,0.01,47125,667170803,667170803,0.01,47128,667170803,800646863,94.71,94.71,0.00,1606181,24.51,24.51,59,507908,7.75,7.75,667170886,0.01,35612,667170886,667170886,0.01,35683,667170886,667171275,0.01,35384,667171275,667171275,0.01,35426,667171275,667171452,0.01,35303,667171452,667171452,0.01,35352,667171452,667171587,0.01,35291,667171587,667171587,0.01,48361,667171587,800664591,99.85,99.85,0.00,1534542,23.42,23.42,55,578227,8.82,8.82,
2026-04-01,21:26:56.822,666539958,0.01,36277,666539958,666539958,0.01,36280,666539958,666540579,0.01,35639,666540579,666540579,0.01,35613,666540579,666540797,0.01,35403,666540797,666540797,0.01,35394,666540797,666541003,0.01,35185,666541003,666541003,0.01,35174,666541003,799891390,94.52,94.52,0.00,1612227,24.60,24.60,59,495867,7.57,7.57,666527280,0.01,49466,666527280,666527280,0.01,49435,666527280,666527566,0.01,49136,666527566,666527566,0.01,49119,666527566,666527951,0.01,48709,666527951,666527951,0.01,48669,666527951,666528035,0.01,48523,666528035,666528035,0.01,35462,666528035,799907485,99.80,99.80,0.00,1531291,23.37,23.37,55,575526,8.78,8.78,
2026-04-01,21:26:57.822,666514695,0.01,36284,666514695,666514695,0.01,36283,666514695,666515204,0.01,35782,666515204,666515204,0.01,35788,666515204,666515671,0.01,35387,666515671,666515671,0.01,35393,666515671,666515855,0.01,35258,666515855,666515855,0.01,35270,666515855,799862700,94.35,94.35,0.00,1613763,24.62,24.62,59,491505,7.50,7.50,666517056,0.01,35847,666517056,666517056,0.01,35833,666517056,666517315,0.01,35517,666517315,666517315,0.01,35489,666517315,666517463,0.01,35572,666517463,666517463,0.01,35577,666517463,666517691,0.01,35354,666517691,666517691,0.01,35354,666517691,799832285,99.85,99.85,0.00,1530305,23.35,23.35,55,569750,8.69,8.69,
2026-04-01,21:26:58.822,666515235,0.01,36827,666515235,666515235,0.01,36803,666515235,666515878,0.01,36116,666515878,666515878,0.01,36075,666515878,666516420,0.01,35408,666516420,666516420,0.01,35373,666516420,666516865,0.01,34805,666516865,666516865,0.01,34765,666516865,799861396,94.50,94.50,0.00,1613803,24.62,24.62,59,480936,7.34,7.34,666514121,0.01,35991,666514121,666514121,0.01,36022,666514121,666514517,0.01,35723,666514517,666514517,0.01,35766,666514517,666514705,0.01,35403,666514705,666514705,0.01,35436,666514705,666514820,0.01,35360,666514820,666514820,0.01,35406,666514820,799860601,99.89,99.89,0.00,1531425,23.37,23.37,55,571108,8.71,8.71,
2026-04-01,21:26:59.821,666557376,0.01,36038,666557376,666557376,0.01,36055,666557376,666557991,0.01,35481,666557991,666557991,0.01,35520,666557991,666558329,0.01,35265,666558329,666558329,0.01,35304,666558329,666558575,0.01,35129,666558575,666558575,0.01,35155,666558575,799913762,94.27,94.27,0.00,1614918,24.64,24.64,59,485432,7.41,7.41,666558321,0.01,36099,666558321,666558321,0.01,36100,666558321,666558671,0.01,35692,666558671,666558671,0.01,35706,666558671,666558771,0.01,35612,666558771,666558771,0.01,35620,666558771,666558899,0.01,35506,666558899,666558899,0.01,35507,666558899,799912411,99.89,99.89,0.00,1530820,23.36,23.36,55,580847,8.86,8.86,
