,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-04-01,21:22:36.095,1065137736,0.51,342215,66571108,1065137736,100.00,-1,-1,1065137641,0.49,403749,81933664,1065137641,100.00,-1,-1,1065137670,0.37,245281,66571104,1065137670,100.00,-1,-1,1065137693,0.46,247441,53256884,1065137693,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998564437,0.00,0.00,0.00,584418,35.67,35.74,54,345129,5.28,5.29,
2026-04-01,21:22:37.096,1064018377,0.74,357231,48364471,1064018377,100.00,-1,-1,1064018003,0.70,373523,53200900,1064018003,100.00,-1,-1,1064017947,0.61,326083,53200897,1064017947,100.00,-1,-1,1064017902,0.54,259474,48364450,1064017902,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997510937,0.00,0.00,0.00,583804,35.63,35.70,54,343918,5.26,5.27,
2026-04-01,21:22:38.095,1064662023,0.27,190567,70977468,1064662023,100.00,-1,-1,1064662210,0.50,296600,59147900,1064662210,100.00,-1,-1,1064662135,0.41,275864,66541383,1064662135,100.00,-1,-1,1064662268,0.40,238254,59147903,1064662268,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998121800,0.00,0.00,0.00,586601,35.80,35.88,54,345066,5.28,5.29,
2026-04-01,21:22:39.095,1064077845,1.01,488734,48367174,1064077845,100.00,-1,-1,1064078129,0.57,336282,59115451,1064078129,100.00,-1,-1,1064080439,0.65,312025,48367292,1064080439,100.00,-1,-1,1064085863,0.66,392491,59115881,1064085863,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997607015,0.00,0.00,0.00,587798,35.88,35.98,54,344572,5.27,5.29,
2026-04-01,21:22:40.095,1064026710,0.31,257241,81848208,1064026710,100.00,-1,-1,1064026274,0.36,225137,62589780,1064026274,100.00,-1,-1,1064024125,0.25,263243,106402412,1064024125,100.00,-1,-1,1064018649,0.22,176975,81847588,1064018649,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997497527,0.00,0.00,0.00,583479,35.61,35.68,54,346188,5.30,5.31,
2026-04-01,21:22:41.095,1064063673,0.19,93012,48366530,1064063673,100.00,-1,-1,1064063685,0.15,97451,66503980,1064063685,100.00,-1,-1,1064063603,0.23,120429,53203180,1064063603,100.00,-1,-1,1064063846,0.09,59094,66503990,1064063846,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997564403,0.00,0.00,0.00,584456,35.67,35.78,54,346447,5.30,5.32,
2026-04-01,21:22:42.095,1064024526,0.37,186376,50667834,1064024526,100.00,-1,-1,1064024345,0.35,185790,53201217,1064024345,100.00,-1,-1,1064024293,0.29,221067,76001735,1064024293,100.00,-1,-1,1064023920,0.31,164992,53201196,1064023920,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997533245,0.00,0.00,0.00,588242,35.90,35.98,55,348411,5.33,5.34,
2026-04-01,21:22:43.097,1064029700,0.38,201975,53201485,1064029700,100.00,-1,-1,1064030084,0.37,243594,66501880,1064030084,100.00,-1,-1,1064030284,0.30,213506,70935352,1064030284,100.00,-1,-1,1064030491,0.31,218007,70935366,1064030491,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997507550,0.00,0.00,0.00,582123,35.53,35.64,55,345869,5.29,5.31,
2026-04-01,21:22:44.095,1064091423,0.30,175085,59116190,1064091423,100.00,-1,-1,1064091239,0.41,228579,56004802,1064091239,100.00,-1,-1,1064090937,0.34,181488,53204546,1064090937,100.00,-1,-1,1064090891,0.35,177035,50670994,1064090891,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997596658,0.00,0.00,0.00,583584,35.62,35.69,54,344874,5.28,5.29,
2026-04-01,21:22:45.094,1063759167,0.42,173295,40913814,1063759167,100.00,-1,-1,1063759456,0.28,150198,53187972,1063759456,100.00,-1,-1,1063759490,0.22,134942,62574087,1063759490,100.00,-1,-1,1063759450,0.44,193778,44323310,1063759450,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997257992,0.00,0.00,0.00,584892,35.70,35.81,54,345222,5.28,5.30,
2026-04-01,21:22:46.094,1064260758,0.51,272928,53213037,1064260758,100.00,-1,-1,1064260446,0.35,222072,62603555,1064260446,100.00,-1,-1,1064260593,0.58,278335,48375481,1064260593,100.00,-1,-1,1064260551,0.49,276254,56013713,1064260551,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997745317,0.00,0.00,0.00,585115,35.71,35.78,54,344375,5.27,5.28,
2026-04-01,21:22:47.094,1064046891,0.38,255927,66502930,1064046891,100.00,-1,-1,1064046875,0.44,332459,76003348,1064046875,100.00,-1,-1,1064046702,0.68,450458,66502918,1064046702,100.00,-1,-1,1064046593,0.54,285020,53202329,1064046593,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997546567,0.00,0.00,0.00,582233,35.54,35.61,54,344789,5.28,5.29,
2026-04-01,21:22:48.095,1064421838,0.36,198941,56022202,1064421838,100.00,-1,-1,1064421891,0.30,212767,70961459,1064421891,100.00,-1,-1,1064422003,0.25,165495,66526375,1064422003,100.00,-1,-1,1064422148,0.12,88359,70961476,1064422148,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997890952,0.00,0.00,0.00,587459,35.86,35.93,54,346149,5.30,5.31,
2026-04-01,21:22:49.094,1063269924,0.28,301029,106326992,1063269924,100.00,-1,-1,1063269981,0.44,245279,55961577,1063269981,100.00,-1,-1,1063270109,0.42,263884,62545300,1063270109,100.00,-1,-1,1063270510,0.25,222302,88605875,1063270510,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,996816988,0.00,0.00,0.00,584198,35.66,35.80,54,346752,5.31,5.33,
2026-04-01,21:22:50.093,1063876998,0.57,275446,48358045,1063876998,100.00,-1,-1,1063876959,0.64,376614,59104275,1063876959,100.00,-1,-1,1063877175,0.49,261879,53193858,1063877175,100.00,-1,-1,1063876703,0.67,396982,59104261,1063876703,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997383680,0.00,0.00,0.00,582307,35.54,35.61,54,345699,5.29,5.30,
2026-04-01,21:22:51.094,1065072334,0.48,232987,48412378,1065072334,100.00,-1,-1,1065072343,0.66,304847,46307493,1065072343,100.00,-1,-1,1065072062,0.47,250390,53253603,1065072062,100.00,-1,-1,1065072030,0.58,323292,56056422,1065072030,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998507165,0.00,0.00,0.00,587099,35.83,35.91,54,345803,5.29,5.30,
2026-04-01,21:22:52.095,1064018150,0.64,339322,53200907,1064018150,100.00,-1,-1,1064018033,0.42,225695,53200901,1064018033,100.00,-1,-1,1064018061,0.55,343682,62589297,1064018061,100.00,-1,-1,1064018126,0.53,378379,70934541,1064018126,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997529308,0.00,0.00,0.00,584404,35.67,35.74,54,343592,5.26,5.27,
2026-04-01,21:22:53.094,1064769099,0.62,329203,53238454,1064769099,100.00,-1,-1,1064769303,0.54,320777,59153850,1064769303,100.00,-1,-1,1064769267,0.36,255955,70984617,1064769267,100.00,-1,-1,1064769242,0.49,287051,59153846,1064769242,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998206053,0.00,0.00,0.00,583391,35.61,35.68,54,345759,5.29,5.30,
2026-04-01,21:22:54.094,1063994576,0.72,403043,55999714,1063994576,100.00,-1,-1,1063994861,0.73,388146,53199743,1063994861,100.00,-1,-1,1063994669,0.76,540329,70932977,1063994669,100.00,-1,-1,1063999373,0.86,511171,59111076,1063999373,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997520164,0.00,0.00,0.00,586935,35.82,35.93,54,345743,5.29,5.31,
2026-04-01,21:22:55.094,1064112460,0.58,340463,59117358,1064112460,100.00,-1,-1,1064111978,0.73,407359,56005893,1064111978,100.00,-1,-1,1064112577,0.67,339137,50672027,1064112577,100.00,-1,-1,1064107913,0.35,206168,59117106,1064107913,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997582151,0.00,0.00,0.00,583825,35.63,35.71,54,344843,5.28,5.29,
2026-04-01,21:22:56.094,1064205507,0.40,222052,56010816,1064205507,100.00,-1,-1,1064205895,0.25,113605,46269821,1064205895,100.00,-1,-1,1064205540,0.25,104528,42568221,1064205540,100.00,-1,-1,1064205519,0.29,164475,56010816,1064205519,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997695890,0.00,0.00,0.00,584967,35.70,35.78,54,348199,5.33,5.34,
2026-04-01,21:22:57.095,1064991161,0.67,372771,56052166,1064991161,100.00,-1,-1,1064990969,0.32,261856,81922382,1064990969,100.00,-1,-1,1064991009,0.61,382091,62646529,1064991009,100.00,-1,-1,1064991081,0.46,325723,70999405,1064991081,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998430724,0.00,0.00,0.00,584932,35.70,35.77,54,347609,5.32,5.33,
2026-04-01,21:22:58.095,1064081415,0.57,209236,36692462,1064081415,100.00,-1,-1,1064081369,0.50,221783,44336723,1064081369,100.00,-1,-1,1064081115,0.62,213213,34325197,1064081115,100.00,-1,-1,1064081100,0.64,263094,40926196,1064081100,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997569465,0.00,0.00,0.00,584181,35.66,35.73,54,345502,5.29,5.30,
2026-04-01,21:22:59.096,1065031408,0.42,265904,62648906,1065031408,100.00,-1,-1,1065031370,0.48,286074,59168409,1065031370,100.00,-1,-1,1065031552,0.64,325771,50715788,1065031552,100.00,-1,-1,1065031729,0.65,315871,48410533,1065031729,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998502229,0.00,0.00,0.00,586952,35.82,35.90,54,344912,5.28,5.29,
2026-04-01,21:23:00.095,1063645592,0.46,205664,44318566,1063645592,100.00,-1,-1,1063645517,0.77,327320,42545820,1063645517,100.00,-1,-1,1063645605,0.41,199577,48347527,1063645605,100.00,-1,-1,1063645722,0.71,344032,48347532,1063645722,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997139257,0.00,0.00,0.00,582175,35.53,35.64,54,346850,5.31,5.32,
2026-04-01,21:23:01.095,1063978078,0.72,319056,44332419,1063978078,100.00,-1,-1,1063978128,0.48,187747,39406597,1063978128,100.00,-1,-1,1063978161,0.73,336869,46259920,1063978161,100.00,-1,-1,1063977953,0.67,285616,42559118,1063977953,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997478899,0.00,0.00,0.00,580507,35.43,35.50,54,347174,5.31,5.32,
2026-04-01,21:23:02.095,1064080041,0.54,274144,50670478,1064080041,100.00,-1,-1,1064080117,0.55,266451,48367278,1064080117,100.00,-1,-1,1064079852,0.45,207969,46264341,1064079852,100.00,-1,-1,1064079673,0.61,294705,48367257,1064079673,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997571274,0.00,0.00,0.00,587729,35.87,35.98,54,346575,5.30,5.32,
2026-04-01,21:23:03.095,1064142720,0.39,180864,46267074,1064142720,100.00,-1,-1,1064142542,0.41,160338,39412686,1064142542,100.00,-1,-1,1064142702,0.52,264418,50673462,1064142702,100.00,-1,-1,1064142688,0.44,214558,48370122,1064142688,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997632434,0.00,0.00,0.00,582236,35.54,35.61,54,346995,5.31,5.32,
2026-04-01,21:23:04.095,1064028214,0.63,224865,35467607,1064028214,100.00,-1,-1,1064028552,0.73,229553,31294957,1064028552,100.00,-1,-1,1064028614,0.64,226858,35467620,1064028614,100.00,-1,-1,1064046078,0.85,301185,35468202,1064046078,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997543420,0.00,0.00,0.00,581236,35.48,35.55,54,348236,5.33,5.34,
2026-04-01,21:23:05.096,1065101361,0.59,285988,48413698,1065101361,100.00,-1,-1,1065101142,0.55,309070,56057954,1065101142,100.00,-1,-1,1065101038,0.38,250345,66568814,1065101038,100.00,-1,-1,1065083596,0.63,306444,48412890,1065083596,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998524153,0.00,0.00,0.00,585256,35.72,35.79,54,344804,5.28,5.29,
2026-04-01,21:23:06.095,1063628786,0.64,338828,53181439,1063628786,100.00,-1,-1,1063628695,0.48,255723,53181434,1063628695,100.00,-1,-1,1063628512,0.39,275763,70908567,1063628512,100.00,-1,-1,1063628646,0.58,323855,55980455,1063628646,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997143374,0.00,0.00,0.00,585933,35.76,35.87,54,346701,5.30,5.32,
2026-04-01,21:23:07.096,1064036884,0.39,180279,46262473,1064036884,100.00,-1,-1,1064036856,0.27,118125,44334869,1064036856,100.00,-1,-1,1064036819,0.39,172705,44334867,1064036819,100.00,-1,-1,1064036750,0.21,90574,42561470,1064036750,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997536114,0.00,0.00,0.00,584177,35.66,35.73,53,344540,5.27,5.28,
2026-04-01,21:23:08.096,1064552081,0.85,323214,38019717,1064552081,100.00,-1,-1,1064552193,0.96,377180,39427859,1064552193,100.00,-1,-1,1064552472,0.98,359558,36708705,1064552472,100.00,-1,-1,1064552427,0.87,330527,38019729,1064552427,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998014819,0.00,0.00,0.00,583296,35.60,35.67,54,345234,5.28,5.29,
2026-04-01,21:23:09.097,1064120340,0.40,266715,66507521,1064120340,100.00,-1,-1,1064120319,0.44,261476,59117795,1064120319,100.00,-1,-1,1064120221,0.45,254728,56006327,1064120221,100.00,-1,-1,1064120152,0.51,299165,59117786,1064120152,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997613752,0.00,0.00,0.00,584660,35.68,35.79,54,346576,5.30,5.32,
2026-04-01,21:23:10.095,1063995138,0.59,296818,50666435,1063995138,100.00,-1,-1,1063995069,0.43,226239,53199753,1063995069,100.00,-1,-1,1063995001,0.74,437861,59110833,1063995001,100.00,-1,-1,1063994955,0.77,452653,59110830,1063994955,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997496920,0.00,0.00,0.00,586933,35.82,35.90,54,345273,5.28,5.29,
2026-04-01,21:23:11.095,1064110306,0.43,197888,46265665,1064110306,100.00,-1,-1,1064110347,0.87,517131,59117241,1064110347,100.00,-1,-1,1064110517,0.62,346785,56005816,1064110517,100.00,-1,-1,1064110639,0.52,249217,48368665,1064110639,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997603615,0.00,0.00,0.00,583895,35.64,35.71,53,346396,5.30,5.31,
2026-04-01,21:23:12.098,1065079852,0.40,263153,66567490,1065079852,100.00,-1,-1,1065080008,0.38,202806,53254000,1065080008,100.00,-1,-1,1065079889,0.26,162906,62651758,1065079889,100.00,-1,-1,1065079808,0.37,207100,56056832,1065079808,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998511225,0.00,0.00,0.00,585118,35.71,35.78,53,346888,5.31,5.32,
2026-04-01,21:23:13.096,1064497434,0.41,312475,76035531,1064497434,100.00,-1,-1,1064497315,0.33,204645,62617489,1064497315,100.00,-1,-1,1064497373,0.43,379944,88708114,1064497373,100.00,-1,-1,1064497425,0.51,414119,81884417,1064497425,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997969840,0.00,0.00,0.00,587991,35.89,35.96,53,345812,5.29,5.30,
2026-04-01,21:23:14.096,1063990041,0.54,251272,46260436,1063990041,100.00,-1,-1,1063990112,0.39,173521,44332921,1063990112,100.00,-1,-1,1063990039,0.61,239160,39407038,1063990039,100.00,-1,-1,1063990042,0.46,224607,48363183,1063990042,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997486842,0.00,0.00,0.00,582597,35.56,35.63,53,347018,5.31,5.32,
2026-04-01,21:23:15.097,1065093616,0.24,123424,50718743,1065093616,100.00,-1,-1,1065093381,0.25,149470,59171854,1065093381,100.00,-1,-1,1065093434,0.63,317432,50718734,1065093434,100.00,-1,-1,1065093619,0.29,192284,66568351,1065093619,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998524186,0.00,0.00,0.00,584129,35.65,35.72,53,344408,5.27,5.28,
2026-04-01,21:23:16.097,1064068965,0.46,220971,48366771,1064068965,100.00,-1,-1,1064069062,0.38,160666,42562762,1064069062,100.00,-1,-1,1064069282,0.32,148205,46263881,1064069282,100.00,-1,-1,1064069062,0.52,251063,48366775,1064069062,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997565480,0.00,0.00,0.00,582472,35.55,35.62,53,342167,5.24,5.25,
2026-04-01,21:23:17.099,1065202564,0.17,106399,62658974,1065202564,100.00,-1,-1,1065202519,0.28,197463,71013501,1065202519,100.00,-1,-1,1065202296,0.34,277111,81938638,1065202296,100.00,-1,-1,1065202330,0.24,212393,88766860,1065202330,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998631867,0.00,0.00,0.00,588287,35.91,35.98,53,345471,5.29,5.30,
2026-04-01,21:23:18.099,1064442961,0.21,171496,81880227,1064442961,100.00,-1,-1,1064443197,0.32,242923,76031656,1064443197,100.00,-1,-1,1064443317,0.23,163614,70962887,1064443317,100.00,-1,-1,1064443360,0.23,166625,70962890,1064443360,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997912735,0.00,0.00,0.00,590285,36.03,36.10,54,343499,5.26,5.27,
2026-04-01,21:23:19.098,1063751320,0.17,168481,96704665,1063751320,100.00,-1,-1,1063752315,0.28,300311,106375231,1063752315,100.00,-1,-1,1063752252,0.20,164538,81827096,1063752252,100.00,-1,-1,1063770168,0.39,410966,106377016,1063770168,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997326917,0.00,0.00,0.00,588151,35.90,36.01,53,342017,5.23,5.25,
2026-04-01,21:23:20.098,1064179933,0.48,194597,40929997,1064179933,100.00,-1,-1,1064178956,0.61,250415,40929959,1064178956,100.00,-1,-1,1064190317,0.79,324110,40930396,1064190317,100.00,-1,-1,1064172616,0.53,226418,42566904,1064172616,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997624521,0.00,0.00,0.00,581828,35.51,35.58,53,344078,5.26,5.27,
2026-04-01,21:23:21.098,1064458328,0.42,298026,70963888,1064458328,100.00,-1,-1,1064458288,0.58,323445,56024120,1064458288,100.00,-1,-1,1064446804,0.30,212149,70963120,1064446804,100.00,-1,-1,1064446668,0.33,249731,76031904,1064446668,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997916820,0.00,0.00,0.00,590737,36.06,36.13,53,345039,5.28,5.29,
